NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	181.784	66.443	64.01	52.88	0.408	0.817	30000.0
2	184.51	69.439	67.126	55.289	0.431	0.803	20000.0
3	188.311	69.281	65.67	55.643	0.436	0.804	20000.0
4	191.355	69.75	67.432	54.535	0.441	0.81	20000.0
5	185.098	69.109	67.986	55.639	0.422	0.802	20000.0
6	180.314	68.596	60.333	52.379	0.439	0.814	30000.0
7	177.115	67.309	59.985	51.741	0.432	0.819	30000.0
8	185.402	68.873	69.28	55.792	0.421	0.803	30000.0
9	183.511	69.366	68.968	56.344	0.43	0.798	20000.0
10	178.577	67.528	59.822	51.851	0.428	0.818	20000.0
