MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.14E-03	8.84E-04	9.61E-05	0.00E+00	1.12E-07	3.96E-03	1.09E-02	4.20E-02
1:Del:C:1	2.80E-03	8.06E-04	2.20E-07	3.03E-08	0.00E+00	2.54E-03	7.42E-03	1.94E-02
1:Del:C:2	5.70E-04	1.27E-04	2.01E-04	3.30E-09	2.96E-04	7.93E-04	4.91E-04	3.22E-03
1:Del:C:3	2.34E-03	5.12E-04	1.09E-05	3.18E-05	3.39E-04	8.16E-04	3.87E-03	1.29E-02
1:Del:C:4	1.17E-03	4.09E-04	1.47E-04	4.79E-06	8.00E-04	9.94E-07	3.64E-03	6.91E-03
1:Del:C:5	3.12E-05	5.66E-04	0.00E+00	3.61E-04	1.56E-03	3.02E-04	5.04E-03	6.95E-04
1:Del:T:0	9.19E-03	8.49E-04	4.70E-05	2.32E-04	1.57E-03	2.87E-03	5.83E-03	2.49E-02
1:Del:T:1	5.39E-03	1.10E-04	2.59E-04	0.00E+00	3.90E-04	1.02E-03	3.23E-03	2.73E-02
1:Del:T:2	8.61E-03	1.67E-03	8.03E-04	1.58E-03	5.55E-04	1.65E-03	7.62E-03	3.93E-02
1:Del:T:3	3.50E-03	6.62E-04	5.76E-04	3.11E-04	2.71E-03	0.00E+00	1.27E-02	9.17E-03
1:Del:T:4	6.89E-03	1.20E-03	0.00E+00	3.06E-08	2.14E-03	1.23E-05	3.32E-03	5.45E-03
1:Del:T:5	2.15E-04	9.39E-08	3.16E-04	7.27E-08	3.95E-03	1.13E-03	7.68E-02	2.15E-03
1:Ins:C:0	1.11E-04	2.39E-08	1.59E-04	6.11E-05	2.68E-08	3.08E-04	5.89E-05	6.91E-04
1:Ins:C:1	5.39E-09	1.43E-04	0.00E+00	1.94E-08	2.15E-04	1.43E-04	5.98E-04	5.99E-04
1:Ins:C:2	5.20E-05	1.83E-08	2.43E-08	3.29E-08	3.85E-08	4.01E-04	2.82E-04	1.07E-03
1:Ins:C:3	2.62E-08	3.50E-08	3.16E-05	3.92E-08	4.67E-05	4.55E-08	5.14E-04	3.36E-04
1:Ins:C:4	0.00E+00	2.39E-04	2.68E-04	2.18E-04	5.12E-04	0.00E+00	3.07E-03	2.24E-03
1:Ins:C:5	0.00E+00	1.57E-03	2.62E-04	2.77E-04	1.22E-03	0.00E+00	2.54E-03	0.00E+00
1:Ins:T:0	1.13E-03	4.45E-04	1.06E-04	2.27E-04	5.24E-04	7.95E-04	1.95E-03	4.46E-03
1:Ins:T:1	2.17E-03	0.00E+00	1.13E-08	2.18E-08	3.62E-04	1.51E-03	3.66E-04	6.00E-03
1:Ins:T:2	3.21E-04	2.47E-04	0.00E+00	1.34E-04	2.03E-04	1.71E-04	8.39E-04	1.24E-03
