Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	133	77	2	10	37	0	25	71	0	0	10	0	0	11	0	0	10	0	0
V2	0	171	39	2	16	0	35	24	0	0	27	19	0	0	0	0	0	0	0
V3	1	0	3	104	27	0	0	0	2	0	7	2	0	17	0	11	1	5	0
V4	1	8	0	1	0	10	0	0	8	0	0	0	3	0	0	0	0	0	1
V5	15	227	0	0	0	1	8	27	58	0	0	0	4	0	0	0	0	0	0
V6	62	121	32	44	40	4	33	84	133	0	49	20	4	23	7	0	0	6	0
V7	58	0	0	57	20	47	0	20	18	0	0	0	42	5	0	8	0	0	0
V8	0	1	422	40	9	0	21	1	0	0	0	112	0	0	0	0	0	0	0
V9	11	88	11	99	0	13	13	18	7	4	0	4	0	7	0	0	0	0	0
V10	35	0	44	11	48	0	0	15	0	4	0	0	0	21	0	14	0	0	15
V11	19	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
V12	1	118	13	9	22	0	0	5	0	2	5	6	0	3	0	0	0	0	0
V13	47	0	0	76	0	2	0	0	4	0	0	4	0	0	27	0	0	2	7
V14	235	359	6	97	43	0	24	91	0	0	0	0	0	0	0	0	0	0	0
V15	17	4	47	0	4	78	8	35	0	0	37	3	0	1	13	0	15	7	0
V16	10	1	0	0	27	0	6	0	3	2	2	1	0	4	6	0	0	0	0
V17	0	84	15	128	1	0	53	6	9	0	0	6	21	6	0	0	0	0	0
V18	29	6	0	60	7	0	17	42	41	0	6	3	0	0	0	4	0	0	0
V19	4	24	58	0	16	51	2	8	1	26	0	1	0	0	0	0	7	2	8
V20	0	278	26	87	7	0	36	26	45	0	2	0	0	13	0	3	5	0	0
V21	6	131	27	0	7	0	2	59	0	0	13	0	0	0	0	0	0	0	0
V22	0	0	0	83	24	5	0	0	0	6	0	1	0	15	0	5	10	10	0
V23	0	0	38	3	37	0	14	5	1	7	29	2	1	31	0	0	12	0	0
V24	0	0	0	67	6	0	0	7	0	2	22	1	0	8	0	6	13	0	0
V25	2	348	0	21	26	0	107	38	0	0	0	0	0	0	0	0	0	0	0
V26	166	0	45	46	14	241	0	0	40	81	18	0	22	1	0	2	16	0	17
V27	5	72	4	25	0	27	60	0	7	18	0	8	0	0	2	0	0	0	0
V28	0	0	68	30	18	39	13	14	0	40	0	17	44	14	0	3	0	0	32
V29	32	118	36	22	0	0	14	3	0	0	3	2	0	2	0	0	0	5	4
V30	0	305	0	1	7	0	9	3	0	0	0	0	0	1	0	0	12	0	0
V31	125	2	86	11	0	26	0	0	0	17	0	12	0	0	0	0	0	8	0
V32	17	78	2	0	69	54	13	23	4	47	0	5	0	25	0	0	0	0	0
V33	19	40	23	0	16	15	21	17	0	0	13	0	1	0	0	0	0	0	0
V34	3	100	6	62	5	15	30	15	0	2	6	0	0	0	0	5	0	1	0
V35	50	93	25	114	39	0	40	22	21	1	32	0	0	2	0	0	29	13	0
V36	1	53	0	9	2	0	0	0	8	0	0	0	0	0	0	0	3	5	6
V37	31	22	0	4	9	30	0	0	0	12	0	2	0	0	4	0	0	0	0
V38	122	0	0	0	16	5	0	17	0	0	34	0	18	26	0	10	0	0	0
V39	0	73	21	31	5	18	104	0	5	0	0	2	16	3	45	0	8	0	0
