Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V22	1	55	0	0	0	3	4	1	0	1	0	0	3	0	0	6	7	0	2	0
V23	178	133	1	15	11	19	23	16	0	0	8	15	8	4	0	0	0	8	0	7
V24	31	17	35	8	0	10	26	30	37	3	3	17	0	3	0	0	4	0	11	13
V25	16	0	96	0	2	1	0	0	0	10	2	0	0	0	9	0	0	2	0	0
V26	241	4	8	47	7	31	16	0	31	3	10	4	8	12	9	6	0	41	0	5
V27	16	0	50	0	35	0	0	0	0	23	24	0	0	18	0	0	0	0	3	0
V28	13	89	140	4	79	44	0	0	0	71	5	5	17	7	0	3	0	9	0	0
V29	3	7	0	0	6	1	0	0	0	0	3	0	0	1	4	1	0	2	0	0
V30	2	51	8	0	72	1	0	0	0	2	52	0	2	44	0	0	8	0	0	1
V31	23	0	0	111	6	18	12	0	23	4	1	8	37	5	0	7	0	24	3	2
V32	30	0	24	0	3	0	0	0	0	23	2	0	1	6	0	0	0	0	0	3
V33	0	83	18	1	0	8	10	12	0	10	0	0	3	0	3	4	0	9	0	0
V34	0	1	87	0	7	2	25	6	14	17	9	3	0	11	21	3	2	2	0	14
V35	8	8	52	0	8	0	0	4	0	15	6	0	0	2	4	0	2	0	0	7
V36	14	0	29	0	22	4	8	18	0	33	62	2	2	37	0	0	0	0	0	1
V37	7	76	8	0	38	1	2	11	0	2	32	4	2	36	3	3	0	6	0	0
V38	0	8	11	20	19	6	3	0	2	1	0	0	3	11	0	2	0	0	15	0
V39	26	106	49	12	10	4	0	1	0	9	8	0	0	2	0	7	0	0	0	1
V40	13	1	0	15	3	6	36	138	0	3	1	58	1	3	0	0	0	0	25	5
V41	1	23	20	26	2	25	4	6	30	2	1	0	26	0	0	8	6	0	3	0
V42	208	12	81	0	62	0	8	23	0	15	44	27	0	27	33	6	0	0	12	23
V43	16	50	5	0	41	5	0	0	0	1	19	0	2	2	0	5	13	2	0	0
V44	15	151	5	20	14	17	0	2	2	3	1	0	10	4	0	0	8	3	0	0
V45	27	1	10	4	7	0	23	13	0	7	0	5	0	10	0	0	0	0	0	0
V46	4	62	24	0	6	20	1	0	9	3	7	0	5	0	0	0	0	5	13	0
V47	2	3	14	2	1	6	0	1	10	9	0	2	7	0	5	0	6	0	0	0
V48	13	55	4	57	8	22	31	25	0	7	10	78	10	5	0	23	0	0	0	0
V49	1	15	107	0	20	0	0	0	0	32	14	0	3	7	0	4	0	0	0	0
V50	1	0	123	17	12	6	0	2	0	17	1	0	2	0	0	1	0	2	6	3
V51	1	30	82	13	0	0	20	18	0	13	6	2	0	2	0	4	0	0	0	2
V52	11	110	1	10	13	0	14	0	8	0	10	0	8	5	6	8	6	4	8	7
V53	186	0	9	0	27	3	0	5	0	0	15	1	10	6	0	2	6	0	0	4
V54	0	242	29	0	22	0	6	38	0	1	6	17	13	16	17	21	8	4	2	0
V55	18	28	9	0	0	6	0	0	7	2	0	0	2	0	2	3	4	0	11	5
V56	25	52	15	0	1	14	0	23	20	7	0	21	10	7	0	11	0	4	0	0
V57	0	109	1	0	30	8	33	19	0	1	5	22	2	6	1	9	0	0	0	2
V58	29	10	5	7	4	8	60	73	34	3	7	3	0	0	0	0	0	0	0	1
V59	3	6	1	14	9	3	43	6	0	4	7	28	28	9	0	0	0	8	0	0
V60	0	43	0	4	0	5	0	0	0	3	0	0	2	1	0	1	15	0	1	0
V61	0	38	180	44	28	0	6	16	0	25	25	8	19	21	0	7	0	19	0	0
V62	2	135	76	0	2	2	16	0	9	32	0	20	25	3	3	4	32	0	0	6
V63	136	0	119	50	0	0	12	19	58	44	1	23	21	1	9	0	0	15	0	0
V64	23	29	1	0	2	0	2	22	0	0	0	11	1	1	0	0	0	12	0	0
V65	6	3	88	18	0	28	0	0	12	17	0	0	20	0	0	19	0	9	6	6
V66	4	0	71	0	0	3	2	10	17	15	12	8	1	2	0	0	0	2	0	0
V67	6	0	5	0	2	2	1	0	0	3	3	0	0	0	0	2	0	0	0	0
V68	105	225	31	4	3	0	18	18	0	5	0	9	3	2	46	1	4	0	3	19
V69	41	0	0	12	37	11	19	5	0	1	15	4	8	21	0	13	11	5	0	3
V70	0	7	93	0	8	0	0	0	0	24	3	0	1	2	0	0	0	0	5	0
V71	1	3	100	0	109	2	0	3	0	55	26	1	1	30	0	0	0	0	6	0
V72	75	8	18	7	10	1	10	11	0	2	0	17	4	3	0	9	0	7	0	8
V73	1	19	18	0	47	0	0	1	0	2	21	0	1	41	0	0	1	3	0	0
V74	0	0	12	32	23	26	2	7	16	0	23	16	24	17	0	2	0	0	3	0
V75	44	16	0	20	1	96	0	0	9	1	0	0	47	0	0	2	38	8	21	1
V76	137	121	4	10	0	7	6	0	0	2	0	2	4	1	44	19	5	5	0	2
V77	54	1	7	0	6	0	0	1	0	1	0	0	0	6	22	0	3	1	0	0
V78	6	3	2	0	20	31	38	43	40	1	12	3	1	27	0	8	2	18	0	0
V79	8	19	39	0	68	0	0	2	0	20	16	0	0	7	0	0	0	0	3	0
V80	154	0	56	0	14	16	7	23	57	10	7	47	22	10	3	4	0	5	0	5
V81	4	30	0	134	7	28	3	0	1	6	0	0	53	0	0	12	0	30	3	0
V82	22	9	0	0	0	0	11	0	16	2	0	10	0	0	0	11	6	0	4	0
V83	712	282	1	1	36	24	30	52	61	1	52	31	34	5	80	10	45	2	0	0
V84	33	1	1	2	15	1	1	0	5	0	6	0	2	4	0	3	0	0	0	15
V85	29	5	29	17	0	9	0	0	0	9	4	0	8	0	0	1	0	13	0	0
V86	33	8	78	0	0	2	8	44	0	18	10	7	0	0	3	0	7	0	13	3
V87	12	22	0	116	25	56	0	2	0	3	17	0	12	9	0	0	0	0	0	0
V88	23	23	89	10	86	67	4	10	0	19	22	12	40	29	4	3	0	7	0	0
V89	3	118	8	54	16	47	0	3	0	4	6	9	0	9	0	30	16	7	0	0
V90	236	1	96	28	9	43	72	77	10	30	17	20	62	34	0	0	16	1	6	4
V91	17	0	0	0	68	18	37	2	61	2	41	0	7	14	0	0	0	4	0	13
V92	127	7	29	24	3	32	0	0	0	4	6	0	22	3	0	0	0	3	0	0
V93	2	19	13	29	5	2	38	3	41	6	2	49	2	3	0	8	18	1	6	2
V94	45	41	37	32	3	5	26	48	0	23	0	7	7	3	48	10	0	0	0	3
V95	11	57	0	33	0	2	4	0	28	0	1	1	23	0	0	20	28	4	6	4
V96	149	0	11	9	5	0	37	11	38	5	0	24	2	6	116	0	0	0	5	0
V97	61	15	10	0	18	2	5	0	0	0	0	0	3	2	26	0	0	2	0	0
V98	80	94	21	14	0	41	0	0	0	2	0	5	3	0	0	10	1	24	52	5
V99	5	76	31	15	4	20	79	37	7	14	1	19	2	2	15	43	23	13	0	0
V100	2	6	6	0	19	2	6	10	0	0	1	0	2	12	0	1	0	0	0	0
