NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.704	20.252	12.772	13.362	0.104	0.987	50000.0
2	55.616	21.59	13.72	13.767	0.111	0.988	50000.0
3	54.097	21.319	13.375	14.058	0.106	0.985	50000.0
4	50.31	20.018	12.32	13.015	0.108	0.988	80000.0
5	54.28	21.633	13.23	13.906	0.11	0.987	40000.0
6	56.412	22.17	14.178	14.621	0.111	0.986	60000.0
7	54.447	21.637	13.536	14.498	0.11	0.985	40000.0
8	56.166	22.197	13.758	14.344	0.114	0.986	30000.0
9	55.673	21.859	13.91	14.555	0.112	0.985	50000.0
10	51.073	19.923	12.638	13.213	0.107	0.986	40000.0
