Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	56	146	77	2	0	109	0	0	0	8	42	15	10	0	0	0
V2	67	52	6	33	224	56	120	0	0	29	0	0	0	0	0	0
V3	540	50	46	6	0	98	0	0	26	0	30	45	0	0	0	0
V4	4	10	13	5	93	0	52	4	0	14	4	0	0	0	11	0
V5	58	0	5	22	25	6	0	0	7	20	1	0	7	40	0	0
V6	59	0	238	201	23	10	0	0	0	0	102	0	21	22	0	2
V7	0	0	49	18	10	0	21	0	0	14	8	0	0	0	0	0
V8	266	0	0	40	15	2	7	0	0	40	0	0	5	68	12	6
V9	13	26	94	3	0	28	0	0	0	0	4	29	0	0	0	0
V10	1	10	0	0	56	0	39	18	5	59	0	0	13	0	0	0
V11	57	9	53	0	5	7	21	0	0	59	4	0	0	0	8	0
V12	22	366	1	15	0	25	6	0	0	3	0	0	0	0	0	0
V13	320	89	0	4	13	37	0	85	67	10	0	0	0	41	7	0
V14	186	59	45	6	0	34	0	0	0	0	0	0	0	0	0	0
V15	44	3	0	111	40	10	40	0	5	93	0	0	24	0	0	0
V16	136	0	0	7	0	47	0	12	38	0	0	7	2	11	0	0
V17	0	0	4	48	0	1	5	77	98	0	24	9	11	0	0	8
V18	2	0	9	35	34	0	8	11	3	19	15	0	0	1	0	0
V19	0	6	17	78	0	0	40	143	121	10	0	8	22	0	0	67
V20	2	30	39	16	0	25	0	5	0	0	0	21	0	0	8	0
V21	0	470	111	26	34	231	32	35	39	28	16	0	2	0	0	0
V22	14	77	16	14	16	52	0	15	0	8	0	33	7	0	0	0
V23	0	0	8	0	0	1	0	2	1	4	14	0	0	4	0	0
V24	22	0	12	126	26	0	0	56	16	12	11	0	0	11	0	0
V25	70	326	16	19	24	256	4	0	0	0	0	78	9	0	0	0
V26	36	9	32	41	36	26	31	0	2	0	53	34	0	0	7	0
V27	0	306	0	2	16	75	4	16	5	0	0	0	0	0	0	0
V28	0	0	162	44	27	13	60	86	147	27	67	0	0	0	19	16
V29	22	0	75	2	0	5	0	0	0	0	30	0	5	12	0	4
V30	0	100	46	16	36	41	1	0	10	0	55	0	12	0	0	0
V31	114	0	32	10	35	0	41	77	32	25	2	9	14	0	0	0
V32	0	20	0	13	0	57	0	0	8	2	0	0	1	0	0	0
V33	5	0	0	0	0	8	0	64	56	10	0	3	0	0	0	2
V34	86	1	122	11	14	0	0	0	0	0	0	0	9	0	11	0
V35	248	0	85	8	0	0	11	1	7	26	25	22	0	19	0	0
V36	162	2	51	40	0	85	0	0	0	0	26	0	14	0	0	1
V37	44	0	365	81	5	0	0	0	0	0	126	45	0	13	74	0
V38	285	41	258	122	0	64	0	52	0	0	49	46	10	0	10	0
V39	256	120	4	51	0	172	0	0	0	0	0	0	14	0	0	0
V40	4	73	62	31	143	12	81	0	0	15	0	0	1	0	0	0
V41	247	0	7	90	118	7	114	0	0	33	1	0	40	0	0	13
V42	9	5	0	0	33	0	85	91	25	3	0	8	22	0	0	4
V43	12	28	6	19	2	18	54	56	122	0	9	0	6	0	26	0
V44	0	61	2	1	84	51	65	100	22	9	0	60	0	0	0	0
V45	134	264	40	128	18	87	47	10	9	1	0	32	0	0	0	0
V46	295	92	0	30	0	14	0	15	5	0	0	0	0	37	3	8
V47	0	27	5	50	15	0	28	13	0	0	11	0	14	0	0	0
V48	65	28	28	1	49	19	45	0	21	3	0	76	17	0	27	0
V49	213	0	44	0	150	19	171	57	34	23	21	0	19	0	0	16
V50	0	0	35	335	24	5	0	31	29	20	9	29	9	134	14	0
V51	110	0	47	0	0	0	14	84	0	1	38	42	2	25	11	6
V52	41	0	91	40	32	1	0	0	9	49	24	7	6	35	0	1
V53	19	10	3	4	0	20	0	0	0	0	0	9	0	0	0	0
V54	7	0	62	14	0	0	37	142	94	5	11	57	0	5	0	0
V55	0	0	264	2	0	1	0	0	9	0	31	0	0	0	0	0
V56	2	0	21	46	0	1	7	0	0	27	0	9	20	0	28	0
V57	0	1	12	104	2	8	57	0	0	54	0	0	35	0	0	2
V58	0	0	2	113	0	0	12	118	93	0	2	0	2	54	0	1
V59	0	0	89	17	27	1	90	72	0	7	45	196	56	0	62	40
V60	26	9	8	93	82	4	107	23	0	94	0	0	3	0	0	34
V61	62	41	15	60	59	28	0	0	0	0	6	0	5	0	0	39
V62	98	14	38	58	7	11	26	0	19	0	3	0	1	0	19	0
V63	1	141	39	0	0	33	0	0	0	0	0	0	0	0	0	0
V64	281	101	42	35	0	65	0	0	2	0	9	0	4	31	0	0
V65	0	20	58	171	60	50	35	74	19	4	17	0	6	0	32	0
V66	70	13	43	45	0	44	0	0	0	0	26	0	5	0	0	0
V67	14	0	64	4	27	0	19	8	3	22	26	12	0	7	19	0
V68	21	11	5	0	0	0	9	7	0	14	1	0	1	0	20	0
V69	7	0	2	0	41	0	59	18	0	47	0	10	0	0	32	0
V70	48	273	22	24	36	204	0	0	0	3	0	7	8	0	0	0
V71	40	0	29	4	0	1	30	18	17	13	15	0	0	0	6	0
V72	144	1	60	0	290	3	120	0	48	133	10	7	19	0	0	0
V73	128	78	12	33	15	4	27	2	0	16	8	23	33	34	0	0
V74	28	37	0	6	3	13	3	21	1	8	6	8	2	15	1	1
V75	349	0	0	28	0	0	0	0	0	10	9	0	9	49	0	0
V76	0	0	101	20	2	2	14	13	9	0	79	7	7	0	14	0
V77	12	97	108	1	42	119	3	0	0	13	18	0	0	0	0	0
V78	0	9	1	186	31	12	0	22	54	0	0	0	0	36	0	0
V79	21	0	1	45	20	0	0	0	3	7	3	6	13	0	0	0
V80	67	5	26	51	5	0	3	0	0	6	14	0	0	3	0	13
V81	10	0	50	4	38	0	54	0	0	16	24	0	23	0	0	0
V82	0	0	63	198	18	22	37	172	90	0	26	10	40	0	11	49
V83	33	32	46	0	48	52	21	0	0	0	8	0	0	0	0	0
V84	32	0	0	100	434	0	263	30	0	131	0	0	81	0	0	5
V85	204	0	240	2	48	0	54	11	0	50	40	5	6	21	58	0
V86	0	152	0	2	39	50	20	7	25	25	5	5	0	0	0	0
V87	18	253	24	40	133	111	155	36	51	95	0	35	19	0	0	10
V88	6	0	1	9	7	6	2	3	0	0	2	0	0	3	0	6
V89	75	18	25	137	1	33	0	0	13	0	15	10	28	0	0	44
V90	26	176	205	0	0	143	0	26	0	0	73	89	0	0	0	0
V91	3	14	4	0	21	0	33	1	0	29	0	0	14	0	2	0
V92	59	1	1	21	0	0	1	10	0	0	0	0	15	0	0	31
V93	177	26	22	3	0	29	0	69	42	0	0	0	13	38	0	5
V94	36	20	4	5	13	34	8	0	0	0	0	8	0	0	0	0
V95	10	0	47	23	0	1	0	3	0	1	4	2	6	0	0	6
V96	14	89	0	32	117	59	52	0	0	21	0	0	0	0	0	0
V97	0	90	59	6	38	56	25	150	81	16	15	0	0	0	1	0
V98	60	23	0	33	49	0	29	66	109	24	0	0	49	19	0	0
V99	0	0	6	0	0	0	7	4	5	0	2	0	0	0	0	0
V100	46	44	40	44	0	50	0	0	0	0	16	10	0	0	0	0
