MutationType	ID83A	ID83B	ID83C
1:Del:C:0	7.35E-03	5.89E-03	1.61E-03
1:Del:C:1	1.67E-03	1.95E-03	7.03E-04
1:Del:C:2	2.14E-04	1.80E-04	7.85E-05
1:Del:C:3	3.34E-04	3.35E-04	3.08E-04
1:Del:C:4	4.46E-04	4.94E-04	3.29E-04
1:Del:C:5	6.73E-04	2.28E-04	6.05E-04
1:Del:T:0	2.67E-03	2.32E-03	6.86E-04
1:Del:T:1	1.05E-03	8.06E-04	7.16E-05
1:Del:T:2	1.96E-02	1.67E-03	1.84E-02
1:Del:T:3	2.66E-03	1.59E-03	1.01E-03
1:Del:T:4	1.45E-03	1.68E-03	1.17E-03
1:Del:T:5	3.10E-02	1.10E-02	2.79E-02
1:Ins:C:0	3.20E-05	9.50E-05	7.12E-05
1:Ins:C:1	0.00E+00	7.64E-05	1.06E-04
1:Ins:C:2	1.80E-08	1.28E-04	1.99E-08
1:Ins:C:3	3.69E-05	3.75E-08	6.39E-05
1:Ins:C:4	1.83E-04	5.32E-05	1.73E-04
1:Ins:C:5	5.21E-04	1.41E-04	1.46E-03
1:Ins:T:0	1.82E-04	3.79E-04	2.26E-04
1:Ins:T:1	5.69E-05	3.87E-04	7.92E-06
1:Ins:T:2	8.81E-05	1.68E-04	1.11E-04
1:Ins:T:3	0.00E+00	1.90E-04	2.91E-04
1:Ins:T:4	2.63E-04	2.15E-04	1.20E-03
1:Ins:T:5	4.33E-03	1.00E-03	4.67E-02
2:Del:R:0	2.39E-04	4.06E-04	2.70E-04
2:Del:R:1	1.52E-04	4.18E-04	2.06E-04
2:Del:R:2	1.32E-04	9.32E-05	6.00E-05
2:Del:R:3	7.42E-05	2.91E-05	9.41E-05
2:Del:R:4	6.65E-05	2.68E-05	1.22E-04
2:Del:R:5	5.45E-07	5.91E-05	2.96E-05
3:Del:R:0	6.66E-05	4.67E-04	1.12E-04
3:Del:R:1	2.51E-04	1.59E-04	4.92E-04
3:Del:R:2	6.80E-05	1.39E-04	1.63E-04
3:Del:R:3	9.80E-05	3.82E-05	9.15E-05
3:Del:R:4	8.33E-09	5.20E-09	5.35E-09
3:Del:R:5	8.33E-09	5.20E-09	5.35E-09
4:Del:R:0	8.45E-09	1.38E-04	6.64E-05
4:Del:R:1	2.34E-04	1.92E-04	1.49E-04
4:Del:R:2	1.99E-05	8.37E-05	1.73E-08
4:Del:R:3	4.09E-08	3.38E-05	4.84E-08
4:Del:R:4	1.79E-04	8.02E-05	8.21E-05
4:Del:R:5	8.33E-09	5.20E-09	5.35E-09
5:Del:R:0	2.82E-04	3.81E-03	1.69E-03
5:Del:R:1	5.18E-02	2.75E-02	2.82E-02
5:Del:R:2	4.52E-05	8.18E-05	5.56E-05
5:Del:R:3	8.14E-05	3.99E-05	4.92E-05
5:Del:R:4	2.44E-04	1.25E-04	1.21E-04
5:Del:R:5	8.33E-09	5.20E-09	5.35E-09
2:Ins:R:0	4.25E-05	1.63E-04	1.08E-04
2:Ins:R:1	1.01E-02	5.15E-03	5.21E-03
2:Ins:R:2	8.00E-05	9.61E-05	7.97E-05
2:Ins:R:3	4.85E-05	8.83E-05	1.07E-04
2:Ins:R:4	4.15E-05	5.39E-05	3.77E-04
2:Ins:R:5	5.75E-04	1.97E-04	1.02E-03
3:Ins:R:0	6.68E-09	6.40E-05	4.92E-05
3:Ins:R:1	4.36E-05	5.34E-05	2.60E-05
3:Ins:R:2	2.47E-05	4.60E-08	9.55E-06
3:Ins:R:3	2.51E-05	5.70E-08	4.70E-05
3:Ins:R:4	5.30E-04	2.39E-04	2.91E-04
3:Ins:R:5	2.08E-04	1.08E-04	1.96E-04
4:Ins:R:0	2.23E-08	3.92E-05	3.26E-08
4:Ins:R:1	4.33E-02	8.35E-04	3.71E-02
4:Ins:R:2	1.50E-04	1.98E-09	1.04E-04
4:Ins:R:3	2.48E-08	3.95E-05	6.05E-05
4:Ins:R:4	3.98E-08	5.11E-08	4.43E-05
4:Ins:R:5	1.30E-04	1.19E-04	2.54E-04
5:Ins:R:0	8.70E-09	2.86E-05	4.34E-05
5:Ins:R:1	1.17E-04	3.15E-04	2.90E-04
5:Ins:R:2	5.49E-08	4.19E-08	4.07E-05
5:Ins:R:3	3.98E-05	2.88E-05	4.71E-05
5:Ins:R:4	4.26E-08	4.66E-08	2.08E-05
5:Ins:R:5	1.13E-05	3.30E-05	3.01E-05
2:Del:M:1	3.26E-04	2.23E-04	2.16E-04
3:Del:M:1	4.70E-06	2.74E-04	7.31E-06
3:Del:M:2	2.02E-04	2.58E-04	2.58E-04
4:Del:M:1	3.37E-04	3.17E-04	3.21E-04
4:Del:M:2	1.43E-04	1.03E-04	4.19E-05
4:Del:M:3	1.43E-04	1.49E-04	6.67E-05
5:Del:M:1	2.48E-08	4.85E-03	2.26E-03
5:Del:M:2	2.28E-05	2.27E-03	1.26E-03
5:Del:M:3	9.62E-05	8.74E-04	2.59E-04
5:Del:M:4	6.06E-05	5.21E-04	1.41E-04
5:Del:M:5	1.29E-04	1.93E-04	1.88E-04
