Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	150	9	145	11	0	51	2	18	0	0
V2	187	64	1	0	4	12	3	5	57	0
V3	0	9	1	76	0	42	45	7	0	0
V4	8	0	1	2	12	0	9	0	0	0
V5	250	1	18	17	4	0	50	0	0	0
V6	182	70	72	67	9	39	140	23	60	0
V7	16	0	63	52	75	29	34	3	0	3
V8	0	481	1	54	23	7	0	0	40	0
V9	112	13	13	99	20	1	17	0	0	0
V10	12	46	42	5	0	62	14	22	0	4
V11	0	1	21	16	0	0	0	0	0	0
V12	117	18	1	10	1	27	0	0	0	10
V13	0	5	52	101	6	2	0	0	3	0
V14	426	4	252	102	0	50	0	0	18	3
V15	36	72	17	9	72	13	0	14	0	36
V16	2	2	11	6	2	32	0	0	7	0
V17	121	17	0	128	19	6	22	2	0	14
V18	35	2	34	97	0	0	0	13	34	0
V19	32	60	6	4	76	23	0	0	0	7
V20	309	25	0	55	0	11	105	0	0	23
V21	179	39	12	2	0	10	0	3	0	0
V22	0	0	0	63	10	43	34	7	2	0
V23	15	62	0	0	4	59	9	17	0	14
V24	0	14	0	58	0	12	16	11	21	0
V25	438	0	4	3	1	26	28	35	0	7
V26	9	61	175	69	331	30	25	9	0	0
V27	96	2	2	33	49	0	0	0	23	23
V28	10	68	4	39	100	19	0	24	0	68
V29	119	38	33	4	0	1	28	0	0	18
V30	314	0	0	0	0	15	2	0	0	7
V31	2	94	127	15	44	5	0	0	0	0
V32	103	5	19	0	102	97	8	0	0	3
V33	67	34	22	0	17	20	0	5	0	0
V34	119	5	1	63	14	3	0	9	10	26
V35	121	45	53	103	0	57	48	7	47	0
V36	53	0	3	8	0	5	14	0	2	2
V37	20	1	31	6	42	11	0	0	3	0
V38	4	15	123	0	5	21	2	27	0	51
V39	140	24	0	38	40	21	39	0	0	29
V40	117	3	48	0	5	21	0	0	2	0
V41	31	43	0	93	318	76	0	118	9	25
V42	25	103	99	38	36	8	13	0	41	0
V43	6	98	11	21	0	0	18	0	0	0
V44	3	1	87	0	0	46	0	0	0	0
V45	36	42	139	181	21	41	67	38	0	31
V46	38	286	0	16	121	0	0	10	0	0
V47	0	0	46	5	0	22	79	0	37	0
V48	17	70	23	66	0	79	0	15	0	0
V49	0	24	0	126	6	20	34	26	3	6
V50	87	216	232	13	19	27	0	0	64	23
V51	21	81	2	3	0	48	0	0	0	0
V52	0	16	27	18	153	0	0	32	27	24
V53	18	0	1	20	81	294	0	29	25	0
V54	2	5	0	0	0	9	0	0	2	2
V55	0	8	1	7	12	0	19	2	34	24
V56	6	0	37	12	34	0	0	3	0	0
V57	49	0	285	0	39	66	16	16	0	14
V58	139	27	41	0	0	53	2	42	3	1
V59	0	85	9	93	39	8	27	25	8	5
V60	63	47	17	61	24	29	0	39	1	0
V61	36	0	0	44	5	15	0	0	0	0
V62	126	224	0	0	0	175	22	18	0	13
V63	70	33	76	0	80	6	2	0	26	0
V64	11	62	46	36	18	0	2	0	0	0
V65	2	32	8	0	7	2	0	0	22	27
V66	0	6	30	124	27	221	29	20	0	5
V67	20	27	0	1	37	3	9	0	0	20
V68	29	57	0	34	10	180	18	0	56	31
V69	175	47	124	54	0	143	0	0	35	0
V70	2	16	0	0	13	0	3	13	0	4
V71	13	1	3	43	7	6	15	0	0	0
V72	0	31	4	0	1	8	1	0	10	0
V73	20	16	108	9	64	0	0	6	4	0
V74	40	0	92	160	0	29	27	18	23	0
V75	26	0	79	0	368	104	3	57	5	0
V76	8	86	0	0	25	95	0	17	27	21
V77	17	470	8	8	4	9	0	1	0	0
V78	0	249	0	0	18	0	0	0	20	0
V79	3	258	9	187	14	7	37	0	24	14
V80	9	94	62	93	85	27	11	0	0	32
V81	0	19	0	2	2	6	4	0	0	0
V82	0	45	3	1	6	5	0	9	0	0
V83	8	75	105	23	0	0	5	0	0	0
V84	1	0	2	19	39	4	0	1	0	0
V85	35	100	34	13	11	0	0	0	32	0
V86	3	24	0	55	29	3	0	2	0	40
V87	76	37	39	1	0	2	0	0	0	6
V88	29	5	52	1	34	0	0	1	6	0
V89	147	0	180	0	8	0	8	2	0	2
V90	32	7	0	0	3	1	8	18	0	15
V91	54	0	110	0	65	46	27	8	0	6
V92	0	8	288	12	32	19	33	22	0	14
V93	19	6	6	0	0	22	0	18	8	0
V94	16	25	21	29	54	179	0	16	29	0
V95	18	3	11	0	18	29	17	44	0	0
V96	3	0	84	47	0	9	27	11	22	0
V97	95	3	434	1	150	0	0	13	0	27
V98	10	250	90	2	30	21	0	0	2	23
V99	5	84	40	32	0	0	10	0	28	0
V100	5	57	55	259	48	5	61	0	0	0
