Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	24	43	0	0	19	5	7	14	0	0	0	5	0
V2	3	0	141	28	0	65	5	2	0	0	1	0	11	0
V3	121	113	53	56	0	73	0	0	32	55	0	0	8	4
V4	0	38	23	6	52	33	8	0	0	0	0	0	0	25
V5	39	9	16	9	8	14	7	0	0	7	16	6	0	3
V6	0	0	0	0	23	3	0	4	0	0	20	1	0	0
V7	271	21	22	0	0	15	27	11	0	60	0	0	0	0
V8	0	13	35	6	144	15	0	28	0	16	0	56	0	4
V9	2	0	4	120	37	4	24	4	0	0	7	43	0	0
V10	13	0	7	11	158	4	0	50	107	52	26	121	0	0
V11	0	29	3	25	0	2	5	16	0	1	0	0	23	0
V12	285	0	107	0	4	43	12	0	0	45	0	0	0	0
V13	0	3	44	86	0	92	0	0	0	0	0	0	0	0
V14	94	57	23	5	0	24	51	124	193	8	72	61	0	18
V15	52	60	0	18	0	1	0	0	10	2	0	0	28	0
V16	86	18	0	1	16	1	4	0	2	5	2	0	0	18
V17	1	0	112	0	58	81	34	0	0	0	2	0	0	0
V18	203	0	114	0	0	37	0	37	4	69	0	0	0	0
V19	15	24	6	105	0	0	2	0	0	0	8	0	23	3
V20	5	212	59	1	0	64	17	154	72	0	0	42	0	21
V21	3	8	10	38	88	12	32	0	1	2	0	21	0	0
V22	55	32	150	33	0	102	0	148	21	2	0	0	0	39
V23	0	0	2	78	175	13	61	0	0	9	82	3	12	0
V24	4	0	3	20	0	6	10	18	47	0	5	0	0	0
V25	1	2	11	53	12	13	41	0	52	15	0	14	0	2
V26	40	4	174	89	1	130	13	51	48	18	0	14	0	0
V27	26	93	63	3	39	27	9	201	9	35	0	0	12	0
V28	107	0	0	7	261	0	162	0	0	0	0	13	37	0
V29	4	0	12	0	8	13	9	37	0	28	1	0	3	0
V30	0	24	147	110	7	92	14	0	5	0	6	4	5	0
V31	6	21	98	0	22	70	0	0	3	0	0	0	0	0
V32	1	42	61	129	103	22	164	0	0	0	16	30	0	0
V33	37	12	15	0	1	4	4	24	17	12	0	0	0	0
V34	45	6	0	63	0	0	0	0	0	0	7	0	18	0
V35	216	13	18	5	0	37	5	6	23	0	0	0	0	2
V36	0	29	5	151	13	7	0	92	62	35	11	0	30	0
V37	6	0	7	14	38	10	1	0	0	0	0	3	0	0
V38	24	4	139	121	0	95	9	0	0	0	0	0	0	0
V39	39	20	6	18	14	32	53	68	134	20	13	0	2	0
V40	36	161	11	165	0	18	6	8	12	0	7	0	9	45
V41	0	12	54	0	54	17	87	17	8	0	22	15	7	0
V42	83	78	43	23	0	40	15	0	2	1	0	0	0	0
V43	0	45	14	2	8	0	16	11	0	6	7	0	16	1
V44	0	37	36	147	3	20	10	90	16	22	0	0	11	6
V45	0	39	15	40	0	5	26	0	0	7	32	2	1	0
V46	0	21	0	1	0	4	14	0	0	0	0	0	9	1
V47	43	27	45	0	0	61	14	26	25	2	0	0	0	0
V48	78	41	3	37	22	9	61	0	8	4	11	20	27	0
V49	9	8	89	0	145	45	55	21	4	0	30	71	0	0
V50	59	146	0	0	72	0	4	9	26	57	0	0	0	0
V51	96	80	13	63	0	24	109	0	0	4	48	0	8	0
V52	27	209	0	163	12	2	22	0	0	0	23	0	78	22
V53	24	10	0	33	132	0	242	0	19	0	53	0	0	31
V54	6	16	7	17	104	17	72	9	26	0	0	21	7	10
V55	4	25	5	91	0	3	4	2	0	0	9	0	14	12
V56	5	30	0	16	38	3	4	0	0	0	2	0	0	0
V57	127	64	55	0	16	43	5	31	86	54	0	0	0	0
V58	0	65	10	61	41	7	69	0	0	0	30	3	0	0
V59	2	138	108	44	0	52	0	3	5	0	0	0	32	1
V60	398	9	0	6	19	0	0	33	46	0	1	0	5	0
V61	20	9	0	109	0	2	0	2	0	7	0	0	0	9
V62	49	4	29	81	7	43	0	60	22	26	0	15	0	2
V63	42	17	17	14	0	13	9	96	70	39	0	14	0	13
V64	13	30	2	9	0	6	0	6	0	0	0	7	4	0
V65	155	56	22	40	0	9	0	0	0	55	0	0	0	4
V66	10	10	119	26	16	79	40	0	12	2	28	0	0	0
V67	1	33	3	16	6	0	0	2	31	17	0	0	0	0
V68	23	194	43	68	133	51	94	0	0	0	0	0	25	5
V69	37	52	0	8	9	2	50	0	9	4	3	1	17	0
V70	89	13	0	149	7	0	16	0	0	23	4	0	9	4
V71	5	1	6	0	0	32	0	0	0	0	0	0	0	0
V72	7	65	14	4	12	13	14	4	6	2	0	3	5	0
V73	51	36	64	15	72	28	38	29	79	27	64	0	0	0
V74	13	20	67	0	0	53	4	0	0	7	25	0	0	0
V75	0	42	50	43	0	96	9	24	4	0	7	23	9	0
V76	131	0	0	63	170	0	271	0	0	13	126	7	0	19
V77	5	4	0	0	0	0	0	63	6	3	0	24	0	0
V78	14	5	9	0	0	15	1	0	12	0	0	1	0	0
V79	4	32	26	6	19	1	5	0	0	2	0	0	0	0
V80	49	31	78	26	21	57	0	16	17	0	13	0	17	0
V81	126	294	9	24	27	3	37	0	0	15	8	0	22	7
V82	103	109	116	0	0	92	30	24	110	0	0	0	0	0
V83	29	18	15	4	2	20	0	0	0	3	3	0	0	0
V84	97	63	9	2	0	0	12	39	18	18	9	0	29	0
V85	7	184	37	6	0	1	0	0	0	0	6	0	0	7
V86	20	25	0	0	197	0	42	0	0	3	0	0	4	0
V87	2	20	11	3	0	26	22	75	78	6	0	8	0	40
V88	108	10	4	1	0	0	0	4	34	31	8	0	0	0
V89	46	2	0	5	0	1	12	43	63	23	0	0	0	8
V90	123	2	6	4	72	10	45	0	0	41	0	0	0	33
V91	26	72	0	1	10	6	8	3	26	8	0	0	23	0
V92	0	0	255	0	0	198	0	0	0	0	0	0	0	0
V93	0	12	36	174	13	15	3	7	0	1	6	0	48	0
V94	0	30	79	0	0	47	17	9	8	0	0	43	0	0
V95	2	148	7	33	85	13	74	0	0	0	7	52	45	0
V96	26	0	0	17	48	0	68	0	42	0	0	16	2	10
V97	89	2	2	48	0	2	0	0	0	18	1	0	0	0
V98	10	1	36	5	0	10	1	0	0	1	4	0	0	0
V99	2	4	7	8	0	6	3	2	47	1	0	0	3	0
V100	62	10	9	18	0	1	0	0	0	0	11	2	0	0
