NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.669	26.291	18.328	17.382	0.148	0.979	80000.0
2	63.801	23.608	15.718	14.889	0.148	0.985	30000.0
3	64.052	23.855	15.968	15.767	0.145	0.982	30000.0
4	63.42	23.004	15.757	14.873	0.144	0.985	30000.0
5	65.128	24.209	16.547	15.887	0.147	0.983	50000.0
6	64.727	24.171	15.973	15.586	0.147	0.983	20000.0
7	64.261	23.776	15.904	15.317	0.14	0.984	30000.0
8	63.642	23.891	15.339	15.411	0.147	0.984	40000.0
9	65.658	24.382	15.809	15.629	0.148	0.983	40000.0
10	64.661	24.299	15.893	15.688	0.156	0.982	60000.0
