NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.503	19.123	12.365	12.521	0.093	0.99	50000.0
2	54.482	20.598	12.764	13.375	0.099	0.987	50000.0
3	51.485	18.441	12.004	12.02	0.09	0.99	30000.0
4	51.912	18.901	11.887	11.941	0.091	0.991	40000.0
5	50.464	18.885	11.916	12.327	0.091	0.989	30000.0
6	50.624	18.659	11.537	11.934	0.093	0.99	50000.0
7	54.12	19.959	12.754	12.841	0.096	0.989	30000.0
8	52.699	19.357	12.5	12.77	0.091	0.989	40000.0
9	52.109	19.204	12.282	12.253	0.092	0.99	30000.0
10	53.046	19.625	12.838	13.073	0.094	0.988	60000.0
