Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	0	93	160	27	0	38	8	2
V2	131	7	13	17	9	0	0	38
V3	20	78	2	17	47	53	0	48
V4	675	0	18	0	3	0	175	0
V5	214	210	2	15	3	10	188	3
V6	13	5	160	0	2	56	23	1
V7	6	104	42	2	6	70	7	1
V8	0	48	1	67	62	0	0	124
V9	28	13	27	31	84	7	20	0
V10	67	0	102	0	10	18	46	0
V11	38	1	27	6	1	188	62	3
V12	0	4	29	71	0	12	0	119
V13	254	79	9	0	0	10	0	0
V14	39	17	1	43	61	5	0	47
V15	0	3	2	2	0	31	2	11
V16	121	0	6	27	0	38	0	28
V17	5	0	38	56	178	15	21	36
V18	1	0	0	0	28	7	6	1
V19	29	4	58	51	23	6	0	0
V20	4	45	149	142	37	21	2	44
V21	0	126	14	55	193	26	0	47
V22	142	53	60	13	11	51	70	12
V23	44	1	247	181	116	0	16	0
V24	4	28	23	7	0	56	10	6
V25	12	43	55	105	44	124	0	65
V26	16	37	40	17	66	64	23	11
V27	24	97	3	46	0	0	40	36
V28	64	3	41	24	0	0	0	0
V29	0	3	131	49	182	214	5	22
V30	11	13	26	38	0	0	0	454
V31	76	13	7	24	0	1	0	0
V32	5	0	121	3	0	66	0	0
V33	152	26	23	39	74	5	0	24
V34	32	117	0	91	0	0	43	65
V35	151	32	10	371	158	0	120	0
V36	0	1	30	6	5	13	4	6
V37	0	295	178	21	115	25	23	30
V38	0	74	1	17	8	39	12	0
V39	2	0	141	1	36	12	0	3
V40	8	73	33	0	38	60	7	4
V41	128	1	21	55	20	0	195	11
V42	2	0	27	0	8	72	28	3
V43	0	6	20	0	60	11	12	7
V44	28	9	65	29	30	20	28	35
V45	93	33	8	18	202	32	4	0
V46	16	3	38	29	122	6	8	33
V47	72	0	54	0	63	17	109	9
V48	46	0	67	43	88	0	58	45
V49	66	0	198	8	0	174	50	15
V50	152	27	36	0	185	42	35	18
V51	0	147	29	8	16	67	47	0
V52	29	96	29	57	0	38	19	14
V53	178	12	5	1	21	3	0	0
V54	7	2	27	19	10	10	0	18
V55	11	397	4	19	0	0	34	31
V56	28	106	16	31	0	0	211	36
V57	14	12	0	77	59	0	0	21
V58	43	221	32	320	2	0	11	27
V59	6	11	87	24	0	22	1	3
V60	104	105	16	28	2	247	28	9
V61	1	64	127	179	0	28	11	48
V62	0	22	8	21	1	6	9	7
V63	180	17	2	159	0	84	51	190
V64	1	54	12	1	92	44	17	0
V65	181	88	10	81	102	106	44	21
V66	0	0	127	3	3	0	3	0
V67	0	4	13	0	243	117	66	0
V68	32	2	34	74	0	0	0	40
V69	13	437	0	150	84	61	0	79
V70	74	29	1	12	0	11	5	5
V71	14	10	3	40	46	1	12	0
V72	17	0	1	6	20	46	27	4
V73	36	14	38	36	5	235	29	4
V74	101	61	8	17	7	0	78	0
V75	29	67	26	31	12	0	38	15
V76	76	3	15	0	45	0	62	0
V77	75	0	0	16	26	7	178	12
V78	59	0	80	32	68	0	31	10
V79	280	10	1	61	70	87	0	6
V80	6	97	5	74	1	4	0	42
V81	0	23	116	236	17	88	21	0
V82	0	3	104	11	52	19	9	17
V83	9	0	6	17	5	72	8	19
V84	0	40	0	8	0	21	5	16
V85	131	0	6	1	2	0	358	0
V86	0	1	4	66	0	0	0	40
V87	62	131	2	0	2	1	0	0
V88	7	0	17	59	0	2	43	17
V89	4	41	200	46	39	9	0	66
V90	9	48	50	0	7	206	43	2
V91	13	5	127	14	48	102	0	29
V92	108	26	51	8	10	0	23	5
V93	39	2	5	49	99	41	0	8
V94	64	0	13	0	13	2	0	0
V95	3	2	4	19	163	16	11	12
V96	44	56	150	3	0	1	0	0
V97	23	40	6	16	49	205	40	0
V98	13	81	68	0	2	14	0	0
V99	17	134	111	20	52	35	8	0
V100	0	84	30	133	24	3	0	0
