Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V59	1.07E+00	1.20E+00	2.41E+00	1.39E+00	0.00E+00	2.59E+00	9.24E-01	3.12E+00
V60	4.14E+00	1.01E+01	1.56E+00	2.54E+00	6.36E-01	1.92E+01	1.60E+01	2.65E+00
V61	8.19E-01	3.47E+00	2.62E+00	9.07E+00	5.81E-01	6.97E+00	7.07E+00	9.72E+00
V62	6.05E-01	1.78E+00	5.22E-01	1.93E+00	8.43E-01	2.52E+00	2.60E+00	7.89E-01
V63	1.53E+01	2.68E+00	7.12E-01	2.63E+01	1.46E+00	7.94E+00	7.74E+00	2.73E+01
V64	7.92E-01	5.80E+00	1.08E+00	2.67E-01	3.85E+00	5.02E+00	6.48E+00	5.30E+00
V65	1.02E+01	5.17E+00	1.44E+00	4.09E+00	1.15E+01	8.55E+00	8.15E+00	1.10E+01
V66	0.00E+00	0.00E+00	1.30E+00	2.49E-01	4.67E-01	1.02E+00	8.62E-01	0.00E+00
V67	1.26E+00	9.66E-01	9.87E-01	0.00E+00	7.07E+00	2.43E+01	2.62E+01	7.08E+00
V68	2.51E+00	5.78E-01	1.21E+00	8.02E+00	0.00E+00	0.00E+00	1.70E+00	7.26E+00
V69	1.11E+00	2.37E+01	2.67E-01	1.18E+01	4.20E+00	4.68E+00	2.67E+01	9.97E+00
V70	2.68E+00	1.51E+00	2.67E-01	1.60E+00	4.73E-01	2.48E+00	2.64E+00	1.93E+00
V71	1.99E+00	7.06E-01	5.16E-01	1.97E+00	2.23E+00	7.02E-01	2.01E+00	2.89E+00
V72	2.39E+00	5.59E-01	3.94E-01	8.41E-01	3.25E+00	7.43E+00	7.13E+00	3.52E+00
V73	4.48E+00	2.69E+00	2.12E+00	2.64E+00	1.19E+00	1.89E+01	1.39E+01	1.86E+01
V74	1.24E+01	3.12E+00	8.00E-01	1.28E+00	1.11E+00	1.18E+00	1.29E+01	4.67E-01
V75	5.05E+00	2.90E+00	1.20E+00	2.94E+00	2.03E+00	1.03E+00	5.45E+00	1.35E+00
V76	8.72E+00	1.15E+00	1.14E+00	0.00E+00	2.76E+00	1.30E+00	9.04E+00	4.42E+00
V77	1.84E+01	0.00E+00	0.00E+00	1.55E+00	3.14E+00	9.50E+00	1.51E+01	2.92E+00
V78	6.57E+00	0.00E+00	2.50E+00	2.69E+00	3.96E+00	6.51E-01	6.17E+00	2.53E+00
V79	6.76E+00	1.46E+00	3.59E-01	3.08E+00	6.00E+00	5.18E+00	4.64E+00	4.77E+00
V80	6.15E-01	3.54E+00	6.29E-01	6.22E+00	1.09E+00	1.61E+00	3.77E+00	6.02E+00
V81	5.26E-01	1.62E+00	3.80E+00	5.26E+00	1.43E+00	1.18E+01	1.15E+01	3.41E+00
V82	1.00E-01	5.73E-01	3.30E+00	1.37E+00	3.76E+00	2.89E+00	3.18E+00	1.67E+00
V83	1.05E+00	2.67E-01	8.41E-01	3.38E+00	9.43E-01	9.83E+00	9.12E+00	2.42E+00
V84	0.00E+00	1.92E+00	0.00E+00	2.26E+00	0.00E+00	3.89E+00	4.50E+00	2.10E+00
V85	5.31E+01	2.16E+00	8.36E-01	1.67E-01	1.45E+00	9.52E+00	5.18E+01	3.56E+00
V86	2.91E-01	4.48E-01	5.42E-01	7.10E+00	0.00E+00	0.00E+00	1.33E-01	7.16E+00
V87	3.05E+00	3.00E+00	5.81E-01	0.00E+00	6.90E-01	4.99E-01	1.36E+00	4.73E-01
V88	4.11E+00	1.33E-01	1.48E+00	3.47E+00	0.00E+00	3.57E+00	2.40E+00	4.34E+00
V89	7.63E-01	3.08E+00	3.72E+00	9.71E+00	2.75E+00	1.90E+00	3.44E+00	7.81E+00
V90	1.74E+00	1.51E+00	2.15E+00	0.00E+00	7.72E-01	2.27E+01	2.10E+01	4.12E+00
V91	1.66E+00	1.29E+00	1.84E+00	3.36E+00	2.40E+00	3.36E+00	3.13E+00	3.75E+00
V92	7.33E+00	3.13E+00	2.40E+00	1.02E+00	2.15E+00	1.26E+00	7.61E+00	1.74E+00
V93	1.53E+00	4.99E-01	9.43E-01	2.38E+00	5.25E+00	3.53E+00	2.31E+00	6.77E+00
V94	3.90E+00	0.00E+00	1.33E+00	0.00E+00	1.60E+00	3.06E-01	3.30E+00	9.36E-01
V95	6.32E-01	3.71E-01	6.83E-01	1.23E+00	6.47E+00	2.95E+00	2.63E+00	6.27E+00
V96	2.69E+00	3.37E+00	3.37E+00	3.14E-01	0.00E+00	4.16E-01	2.32E+00	0.00E+00
V97	1.96E+00	4.37E+00	7.81E-01	1.08E+00	2.82E+00	1.46E+01	1.22E+01	2.86E+00
V98	1.52E+00	2.67E+00	1.28E+00	0.00E+00	5.81E-01	1.45E+00	2.78E+00	7.00E-01
V99	1.36E+00	1.14E+01	3.79E+00	9.31E-01	2.67E+00	4.35E+00	1.30E+01	2.84E+00
V100	0.00E+00	2.00E+00	1.35E+00	3.05E+00	3.34E+00	8.14E-01	1.90E+00	2.92E+00
