NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	149.429	57.673	48.225	46.051	0.367	0.855	30000.0
2	150.51	57.541	48.111	45.292	0.365	0.86	20000.0
3	152.524	58.022	48.844	46.624	0.363	0.852	20000.0
4	149.263	57.4	47.839	45.041	0.36	0.863	30000.0
5	159.359	59.489	53.836	48.272	0.353	0.849	20000.0
6	148.001	55.885	44.821	42.827	0.367	0.867	40000.0
7	147.82	56.158	47.781	44.977	0.349	0.862	20000.0
8	150.239	58.141	48.282	46.261	0.371	0.853	20000.0
9	150.818	57.33	48.578	45.555	0.361	0.86	30000.0
10	147.129	57.209	47.682	44.956	0.364	0.862	40000.0
