Samples	ID83A	ID83B	ID83C	ID83D
V1	3	0	0	134
V2	0	81	56	9
V3	206	0	34	0
V4	18	256	222	59
V5	197	202	63	253
V6	0	0	156	25
V7	317	11	111	18
V8	138	50	11	12
V9	0	314	34	0
V10	0	6	211	3
V11	30	73	108	3
V12	5	269	26	19
V13	0	80	0	4
V14	51	60	3	3
V15	0	63	75	130
V16	24	40	2	22
V17	0	163	2	303
V18	79	12	12	8
V19	123	60	83	29
V20	102	11	76	29
V21	15	35	4	5
V22	0	79	172	157
V23	0	439	77	37
V24	81	152	263	227
V25	58	14	11	21
V26	130	155	7	54
V27	7	16	76	3
V28	100	0	3	169
V29	289	11	7	0
V30	0	234	8	12
V31	46	4	0	60
V32	122	68	7	1
V33	355	0	83	3
V34	0	93	52	7
V35	10	0	84	292
V36	375	0	308	31
V37	276	125	135	57
V38	0	268	3	15
V39	111	44	346	71
V40	65	0	0	1
V41	244	54	52	81
V42	25	0	10	437
V43	196	199	504	53
V44	148	0	85	0
V45	15	36	51	107
V46	7	23	6	2
V47	324	17	4	15
V48	178	0	141	211
V49	329	0	50	9
V50	292	31	50	0
V51	25	69	0	35
V52	31	14	69	5
V53	0	0	69	116
V54	47	81	81	4
V55	143	60	2	74
V56	110	41	79	77
V57	56	134	4	3
V58	87	64	4	17
V59	0	161	62	15
V60	17	59	5	113
V61	217	34	27	144
V62	0	471	0	1
V63	27	34	252	15
V64	0	12	0	224
V65	341	7	191	15
V66	78	3	1	2
V67	94	392	104	64
V68	27	84	2	7
V69	163	49	172	23
V70	30	26	32	69
V71	221	67	7	61
V72	0	0	21	129
V73	0	0	336	5
V74	114	0	1	359
V75	110	165	20	2
V76	196	0	122	1
V77	59	4	65	101
V78	273	21	62	23
V79	44	100	31	1
V80	96	25	7	11
V81	0	0	20	80
V82	53	0	14	20
V83	0	66	214	9
V84	5	84	9	120
V85	180	0	123	63
V86	3	19	9	52
V87	293	116	11	17
V88	77	165	1	8
V89	15	0	7	118
V90	30	1	16	203
V91	74	36	44	0
V92	12	22	136	43
V93	0	16	212	6
V94	0	131	31	3
V95	25	2	39	26
V96	98	0	41	119
V97	263	39	0	37
V98	257	76	45	0
V99	71	30	87	0
V100	3	5	0	17
