NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	34.923	15.301	8.458	9.16	0.09	0.992	40000.0
2	37.393	16.245	9.175	9.428	0.092	0.992	40000.0
3	34.937	15.501	8.549	9.159	0.089	0.993	50000.0
4	35.064	15.33	8.391	8.72	0.087	0.994	40000.0
5	36.62	15.774	8.738	8.901	0.087	0.995	50000.0
6	35.846	15.841	8.653	9.125	0.092	0.993	40000.0
7	34.387	14.989	8.119	8.432	0.087	0.995	60000.0
8	37.003	16.653	9.081	9.651	0.094	0.993	30000.0
9	34.765	15.549	8.461	9.251	0.089	0.993	80000.0
10	34.283	15.014	8.232	8.55	0.084	0.994	70000.0
