NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.3	21.211	15.135	12.584	0.114	0.988	50000.0
2	67.979	21.078	15.602	12.369	0.108	0.989	40000.0
3	69.979	21.559	16.193	12.71	0.112	0.989	30000.0
4	67.881	21.21	15.648	12.539	0.113	0.989	60000.0
5	69.888	21.491	16.163	12.592	0.111	0.99	80000.0
6	65.51	20.546	15.189	12.051	0.107	0.99	30000.0
7	67.704	21.254	15.14	12.37	0.111	0.989	40000.0
8	66.309	20.934	15.486	12.554	0.109	0.989	30000.0
9	65.325	20.49	14.779	12.052	0.112	0.99	50000.0
10	67.799	21.893	15.541	13.011	0.117	0.987	40000.0
