NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.144	17.571	13.393	10.985	0.101	0.992	30000.0
2	54.326	16.786	13.007	10.148	0.099	0.993	40000.0
3	60.598	19.151	16.769	13.336	0.103	0.987	40000.0
4	52.669	16.642	12.783	10.632	0.098	0.991	40000.0
5	56.926	18.326	15.462	12.462	0.101	0.988	90000.0
6	53.61	17.424	13.255	11.286	0.106	0.991	60000.0
7	60.783	19.494	16.373	13.24	0.105	0.987	40000.0
8	67.152	20.955	18.694	14.613	0.11	0.984	50000.0
9	53.017	16.644	13.061	10.484	0.101	0.992	50000.0
10	52.055	16.549	12.742	10.314	0.097	0.992	40000.0
