Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V42	187	15	92	0	71	7	24	57	0	14	33	3	78	0
V43	14	44	5	0	48	0	0	6	0	1	0	0	0	43
V44	16	160	5	30	17	0	3	5	13	5	0	1	0	0
V45	27	0	10	0	7	34	10	10	0	9	0	0	0	0
V46	4	69	33	24	7	1	4	4	3	4	0	0	0	6
V47	2	6	15	7	1	0	5	0	8	13	4	0	7	0
V48	12	54	0	40	9	38	21	7	20	7	114	26	0	0
V49	0	15	108	0	23	0	0	15	0	41	0	1	0	0
V50	1	0	139	15	13	0	3	0	5	14	0	3	0	0
V51	2	31	86	4	0	28	17	6	3	11	0	5	0	0
V52	13	116	5	4	16	19	2	14	11	0	0	16	4	9
V53	190	1	10	1	32	0	6	14	11	0	1	0	0	8
V54	4	249	31	0	25	8	40	22	10	0	20	22	11	0
V55	16	30	16	8	0	0	3	1	2	4	1	7	9	0
V56	23	50	14	9	1	0	33	5	10	8	32	8	0	17
V57	0	104	1	6	33	49	15	5	0	0	20	7	1	7
V58	30	13	5	16	5	82	84	3	0	4	0	2	0	0
V59	3	6	0	8	9	63	0	15	36	4	25	0	0	0
V60	0	49	0	6	0	0	0	1	2	6	0	1	0	10
V61	0	37	197	15	33	6	17	41	35	20	13	12	0	10
V62	0	152	76	0	3	26	1	5	26	44	24	2	8	0
V63	147	0	123	15	0	17	47	0	36	61	43	6	0	13
V64	21	30	1	0	3	0	25	0	1	0	18	0	5	0
V65	7	4	97	43	0	0	6	0	27	19	0	29	0	0
V66	3	0	77	0	1	2	18	10	0	15	15	0	0	6
V67	6	0	5	2	2	2	0	1	0	4	0	2	0	0
V68	98	237	35	1	3	26	17	0	0	5	0	3	71	0
V69	43	5	1	18	41	28	3	37	13	0	0	17	0	0
V70	0	7	96	0	9	0	0	2	0	29	0	0	0	0
V71	0	2	97	0	118	1	4	38	0	77	0	0	0	0
V72	75	9	20	3	11	14	11	1	5	0	23	13	5	0
V73	0	20	19	0	49	0	1	66	0	0	0	0	0	0
V74	0	0	14	45	26	0	15	39	35	0	28	1	0	0
V75	39	30	8	128	2	0	1	1	60	6	0	0	13	16
V76	152	121	4	10	0	8	0	0	3	2	0	25	26	18
V77	60	2	7	0	6	0	1	7	0	1	0	0	18	0
V78	4	2	3	35	20	56	59	43	0	0	0	11	0	22
V79	8	19	39	0	77	0	3	8	0	28	0	0	0	0
V80	158	4	58	13	15	6	50	14	24	7	83	8	0	0
V81	6	35	0	112	9	1	0	0	101	11	0	36	0	0
V82	22	13	1	0	0	17	5	0	0	2	14	17	0	0
V83	777	281	1	8	45	49	80	32	29	0	47	0	0	110
V84	35	3	1	3	19	0	3	8	3	0	4	8	2	0
V85	32	0	31	16	0	0	0	0	13	12	0	1	0	19
V86	33	11	89	0	0	10	47	5	0	22	11	0	6	0
V87	10	14	0	122	30	0	2	19	34	6	0	0	0	37
V88	15	24	92	77	95	6	11	40	44	19	9	0	16	0
V89	0	119	8	78	20	0	3	12	0	5	13	38	0	34
V90	238	7	101	56	8	107	77	56	76	36	0	0	0	0
V91	17	0	0	24	81	57	27	45	7	3	0	8	1	14
V92	129	7	32	50	4	0	0	7	28	3	0	0	0	0
V93	3	30	14	13	6	56	15	5	7	8	73	19	0	0
V94	47	42	35	19	3	35	48	0	12	35	0	10	52	0
V95	13	76	2	21	0	6	11	2	38	0	9	41	0	3
V96	152	1	13	7	5	59	22	3	4	6	11	0	128	7
V97	69	16	11	2	21	5	0	0	3	0	0	0	17	0
V98	88	99	48	58	0	0	0	0	3	9	12	24	0	11
V99	11	74	30	22	5	118	30	0	1	16	0	47	0	52
V100	1	6	6	1	22	7	10	13	1	0	0	0	0	0
