Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	59	5	18	0	14	121	17	0	0	8	19	0	0	0
V2	19	8	9	9	0	3	3	0	1	1	8	1	6	0
V3	7	11	57	2	6	0	3	10	6	17	12	6	0	11
V4	4	18	2	64	58	16	126	30	30	0	2	36	0	0
V5	143	21	0	29	48	2	4	43	46	5	3	20	0	108
V6	54	0	27	0	4	0	7	8	0	10	8	7	70	0
V7	52	29	363	17	8	24	22	1	0	50	62	1	21	0
V8	26	49	113	3	7	29	19	3	6	12	48	0	0	26
V9	175	40	12	18	76	53	25	72	6	6	0	4	70	0
V10	13	31	25	13	13	18	20	3	12	7	43	21	0	0
V11	44	0	49	0	0	1	9	2	0	36	18	0	19	0
V12	15	88	23	35	0	21	39	0	16	8	56	6	5	0
V13	7	11	13	51	3	80	5	7	23	5	0	2	0	0
V14	25	3	5	147	36	17	16	0	106	2	18	74	0	0
V15	100	2	28	0	2	0	0	7	0	15	0	5	20	0
V16	208	1	0	4	21	0	1	26	0	1	0	36	0	0
V17	3	0	59	0	31	0	0	32	0	33	0	0	0	0
V18	0	14	61	0	88	5	7	10	0	48	1	0	0	0
V19	10	6	64	1	23	25	14	22	0	0	24	0	0	0
V20	11	16	30	232	36	5	3	65	23	8	0	9	0	0
V21	15	160	13	30	0	7	6	0	38	0	0	23	39	35
V22	1	59	1	4	0	5	0	0	2	1	0	7	0	3
V23	183	135	1	28	14	34	14	6	8	0	14	0	0	9
V24	26	24	43	17	0	37	47	7	0	1	26	8	12	0
V25	19	0	103	1	3	0	0	0	0	5	0	0	7	0
V26	239	0	8	62	7	24	11	22	18	5	0	19	36	32
V27	14	0	50	0	38	0	0	36	0	31	0	0	0	0
V28	14	89	133	42	90	0	0	0	11	103	4	0	0	0
V29	3	8	0	1	7	0	0	2	0	0	0	0	3	4
V30	0	56	9	0	82	1	0	93	1	1	0	0	0	0
V31	26	3	0	87	7	18	8	9	73	8	14	31	0	0
V32	27	0	20	0	3	0	0	8	0	34	0	0	0	0
V33	0	84	18	8	0	12	12	0	2	15	0	6	4	0
V34	0	4	95	1	7	37	10	21	0	16	0	6	24	3
V35	6	9	56	0	9	0	4	6	0	18	0	0	8	0
V36	10	0	24	0	23	11	19	94	0	50	1	0	0	0
V37	0	79	9	0	41	4	12	70	2	1	3	0	10	0
V38	0	9	20	18	23	4	1	11	9	1	0	5	0	0
V39	26	109	52	9	12	0	1	6	0	9	0	10	0	1
V40	13	1	9	3	4	40	138	0	2	6	90	0	2	0
V41	2	29	24	47	3	5	21	0	36	0	2	14	0	0
