Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	39	232	109	42	163	108	1	0	52	0	0
V2	8	30	2	0	8	4	0	1	25	0	0	1
V3	303	72	16	0	5	0	2	9	20	11	5	1
V4	0	26	0	109	4	128	3	0	149	0	0	0
V5	9	59	0	24	0	36	2	50	38	11	0	11
V6	13	17	159	0	24	0	45	68	32	52	0	0
V7	31	13	55	0	1	0	10	24	42	1	5	9
V8	22	7	83	7	74	15	162	0	0	51	59	1
V9	219	97	171	0	99	0	131	1	12	0	0	0
V10	274	12	48	0	25	3	29	0	0	2	0	8
V11	32	2	6	19	0	102	6	0	7	0	0	0
V12	0	34	1	17	5	61	2	0	0	0	0	0
V13	4	24	3	19	4	17	2	58	2	1	2	2
V14	5	26	1	28	0	8	0	0	1	1	11	0
V15	0	85	83	0	5	0	39	25	54	0	0	0
V16	40	0	2	12	0	28	2	0	1	0	0	1
V17	38	58	37	5	10	0	17	1	0	1	16	14
V18	43	1	1	0	17	1	1	14	45	1	9	0
V19	66	30	75	5	23	5	62	6	6	13	10	1
V20	0	25	20	40	28	17	2	157	155	21	0	0
V21	21	131	0	262	2	104	1	6	0	15	0	3
V22	2	3	7	129	0	34	13	0	0	0	6	0
V23	2	17	2	12	93	8	4	37	40	29	57	1
V24	0	18	51	2	6	21	14	21	55	23	0	0
V25	0	0	18	34	0	24	10	3	0	0	0	0
V26	69	12	30	45	0	40	5	5	0	7	10	12
V27	1	0	1	86	0	95	1	0	0	0	0	0
V28	0	10	28	12	30	2	28	0	3	0	12	0
V29	0	21	0	243	6	52	1	0	0	1	0	0
V30	18	85	5	67	86	65	0	0	0	1	49	10
V31	46	7	13	6	33	3	20	0	0	19	8	33
V32	5	0	12	12	103	20	12	0	0	5	28	0
V33	0	14	271	70	0	65	196	65	0	8	2	0
V34	6	15	1	104	8	0	101	6	4	0	0	0
V35	11	10	9	45	27	45	3	1	12	9	0	0
V36	0	3	5	106	0	119	16	0	0	0	0	0
V37	69	1	34	7	16	32	19	30	48	0	0	7
V38	112	12	15	2	122	4	19	30	2	0	23	0
V39	5	58	21	6	6	3	18	0	0	0	14	0
V40	2	67	11	39	1	35	3	27	3	0	2	0
V41	21	4	0	18	15	21	0	22	0	36	19	6
V42	100	14	7	4	46	24	0	56	90	5	0	0
V43	63	74	107	9	48	16	41	70	2	0	81	2
V44	32	51	12	26	33	51	0	53	29	72	20	9
V45	12	12	4	13	0	21	9	0	10	0	0	4
V46	0	36	29	0	1	1	49	0	0	0	17	0
V47	86	27	27	12	25	29	23	28	65	42	2	30
V48	0	0	3	18	91	16	1	8	3	35	18	0
V49	522	32	16	19	3	0	27	83	7	18	10	0
V50	65	0	0	0	1	0	1	4	3	0	0	10
V51	21	72	52	2	0	0	15	6	6	3	5	9
V52	7	5	22	53	20	13	14	103	12	0	0	0
V53	141	1	1	38	0	13	6	2	15	1	0	25
V54	10	146	15	145	0	48	5	0	8	0	1	5
V55	243	0	1	7	145	0	12	0	0	25	0	3
V56	8	203	3	25	2	2	4	0	5	2	7	4
V57	31	43	84	12	27	0	24	44	21	21	20	2
V58	51	88	1	61	2	68	2	0	0	0	11	0
V59	0	1	53	17	4	3	73	33	75	4	1	7
V60	58	4	16	153	2	46	13	21	10	0	2	0
V61	1	51	18	1	33	7	4	117	8	7	18	4
V62	82	47	21	18	6	0	22	22	6	8	13	16
V63	49	51	8	8	50	5	26	9	6	0	11	0
V64	81	0	95	0	0	8	23	2	1	0	3	11
V65	1	373	14	0	9	4	7	0	0	0	13	9
V66	2	175	0	0	25	1	3	18	36	25	21	7
V67	3	142	1	0	105	2	2	11	10	0	14	4
V68	38	2	11	35	3	68	10	0	0	0	0	0
V69	67	48	37	0	94	0	33	0	0	46	65	4
V70	56	131	3	0	6	0	3	0	0	0	34	10
V71	1	3	27	0	83	0	45	34	108	64	32	0
V72	136	1	1	18	1	10	2	8	16	0	0	20
V73	20	87	21	60	9	31	13	0	0	0	0	0
V74	40	4	2	5	68	8	20	0	0	56	25	0
V75	87	65	13	0	0	2	3	45	13	0	0	17
V76	45	6	73	1	5	0	71	0	0	0	3	0
V77	61	0	3	7	38	11	5	16	12	0	19	3
V78	12	21	12	0	4	0	14	0	0	6	0	0
V79	41	36	51	1	54	0	98	0	0	102	0	0
V80	3	24	2	9	40	2	5	0	1	4	8	0
V81	83	3	5	25	0	8	6	76	66	0	0	3
V82	6	4	17	4	8	0	13	12	3	1	1	1
V83	38	4	0	38	0	31	6	14	0	3	0	0
V84	53	4	77	16	0	71	10	45	17	0	4	17
V85	267	35	34	9	19	12	13	3	8	4	5	25
V86	61	195	2	28	81	28	10	64	45	30	15	18
V87	95	169	86	2	15	5	41	0	0	0	7	18
V88	0	30	26	116	23	42	48	2	56	0	2	0
V89	26	0	0	24	30	22	0	0	4	37	5	0
V90	39	3	142	0	35	13	44	10	37	3	14	0
V91	19	7	37	0	0	0	39	4	13	7	0	0
V92	149	0	46	13	34	4	24	9	24	10	0	8
V93	0	0	123	16	81	8	25	8	26	58	25	0
V94	75	18	10	2	0	0	25	1	0	0	6	18
V95	33	148	0	84	0	82	6	3	12	20	7	9
V96	60	75	4	5	40	0	7	36	8	29	19	4
V97	28	3	96	9	5	18	25	16	25	0	1	14
V98	7	41	7	5	120	7	9	59	35	16	32	0
V99	0	173	4	0	3	0	3	22	26	3	21	1
V100	0	45	24	8	0	29	6	100	49	1	6	0
