NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.98	26.9	18.909	16.588	0.156	0.982	40000.0
2	71.957	25.962	17.853	15.725	0.154	0.984	30000.0
3	74.523	26.887	19.176	17.021	0.16	0.98	20000.0
4	72.308	26.046	18.163	15.879	0.154	0.984	30000.0
5	73.316	26.379	18.183	15.814	0.154	0.984	70000.0
6	72.987	26.334	18.374	16.002	0.154	0.983	30000.0
7	72.681	26.495	17.947	15.97	0.152	0.983	60000.0
8	72.765	26.166	18.062	15.68	0.156	0.983	30000.0
9	71.35	26.023	17.732	15.746	0.153	0.983	30000.0
10	74.193	26.653	18.724	16.397	0.158	0.982	30000.0
