Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	291	86	112	0	33	76	64	0	10	56	0	14
V2	0	285	17	19	5	0	0	0	6	1	0	0
V3	73	3	0	124	90	0	0	0	0	0	79	27
V4	3	10	0	0	0	2	0	0	0	0	0	0
V5	192	29	107	21	26	10	81	0	3	0	17	10
V6	18	0	9	136	19	15	21	22	3	18	0	3
V7	156	31	1	60	5	39	0	0	24	0	24	4
V8	30	97	0	14	28	59	0	0	51	45	70	41
V9	5	4	8	3	12	55	3	4	22	0	0	24
V10	33	7	5	59	25	136	8	0	28	23	0	59
V11	21	200	99	115	193	81	119	0	0	46	0	4
V12	2	0	0	0	0	2	0	0	12	17	0	9
V13	5	16	63	4	0	24	46	41	0	12	0	0
V14	111	16	49	22	7	21	61	61	3	0	0	0
V15	130	24	0	0	28	30	0	0	32	21	13	31
V16	42	11	205	8	2	83	133	0	46	20	0	0
V17	43	5	32	0	0	13	13	2	0	20	0	8
V18	5	0	0	178	0	56	0	1	49	21	0	0
V19	14	0	3	13	9	1	20	10	0	0	21	17
V20	0	0	242	151	0	7	0	142	0	10	15	0
V21	32	17	17	11	8	30	30	0	9	24	3	0
V22	26	40	41	3	0	4	107	42	15	16	0	0
V23	6	1	0	66	0	1	0	0	4	0	0	0
V24	164	5	0	123	1	82	0	0	18	20	3	0
V25	16	0	3	106	2	0	0	0	7	13	17	6
V26	273	25	2	0	0	4	0	0	0	1	0	1
V27	1	7	44	0	9	34	36	0	111	63	0	0
V28	49	28	3	52	30	0	0	3	4	13	55	29
V29	2	0	1	0	20	0	1	2	11	9	1	9
V30	174	73	4	58	51	0	43	97	0	0	10	36
V31	0	16	108	0	4	22	96	0	25	38	5	0
V32	36	35	20	8	17	5	17	23	13	16	61	12
V33	0	2	149	0	8	116	73	69	80	0	18	0
V34	34	2	72	10	49	16	43	69	25	0	0	0
V35	25	22	0	0	15	172	0	3	80	3	101	18
V36	32	0	16	15	36	0	18	1	0	0	11	35
V37	1	6	0	2	0	1	0	0	4	0	4	5
V38	0	43	4	0	21	17	40	0	0	2	18	23
V39	33	34	0	0	1	21	0	5	15	8	6	1
V40	1	60	7	11	1	10	13	0	0	0	16	37
V41	3	30	5	0	27	15	13	8	3	0	12	25
V42	31	31	40	14	31	62	78	62	3	0	15	7
V43	2	14	23	1	0	3	9	2	4	0	3	2
V44	28	150	0	0	2	119	0	0	31	43	9	4
V45	1	33	12	0	37	3	3	0	0	0	20	37
V46	0	26	0	44	6	0	0	1	0	0	8	4
V47	0	3	0	0	40	83	1	0	37	43	0	7
V48	5	3	126	58	89	4	359	28	7	39	94	10
V49	57	153	1	0	0	7	0	0	2	39	0	0
V50	0	30	31	73	71	12	9	0	8	1	0	109
V51	0	3	65	0	129	2	0	35	0	0	88	0
V52	0	3	8	0	25	10	64	41	12	0	11	0
V53	41	5	3	1	0	46	26	11	9	1	0	6
V54	21	232	90	10	146	0	29	5	20	7	79	3
V55	47	73	6	3	3	47	28	7	55	5	8	14
V56	39	0	1	114	61	0	0	0	19	4	7	7
V57	115	50	130	1	13	8	40	0	2	38	0	6
V58	337	90	43	1	29	6	40	31	2	0	13	34
V59	0	25	51	15	5	36	91	21	0	36	2	0
V60	5	0	15	0	0	2	12	25	6	0	0	0
V61	0	40	5	0	70	7	35	0	0	0	43	25
V62	0	6	143	27	12	25	115	37	66	1	16	17
V63	0	0	162	34	30	51	27	126	85	72	41	18
V64	30	20	10	94	29	4	6	8	0	31	0	3
V65	0	10	5	0	0	56	3	3	27	25	5	0
V66	131	23	0	83	2	0	1	2	1	8	1	4
V67	21	36	0	0	0	0	0	1	0	4	0	0
V68	40	5	35	0	282	11	8	13	1	0	2	130
V69	41	3	0	0	58	0	0	0	0	0	10	19
V70	21	0	1	3	7	5	2	0	2	0	22	2
V71	8	123	74	0	9	215	101	0	61	96	0	21
V72	15	10	18	17	61	3	24	28	0	7	30	32
V73	2	0	16	20	55	0	0	0	7	7	45	0
V74	13	18	0	3	6	12	0	0	3	1	8	4
V75	10	18	24	4	38	9	4	16	1	0	9	28
V76	5	238	82	16	3	99	41	13	47	0	21	0
V77	2	0	0	5	0	5	0	0	0	0	0	3
V78	0	15	3	78	9	6	4	9	2	0	46	17
V79	110	0	8	0	22	0	1	0	16	32	19	45
V80	1	13	30	89	0	47	5	0	57	23	2	0
V81	112	90	0	1	0	0	0	4	0	1	0	1
V82	60	59	12	54	86	3	47	46	11	0	0	38
V83	22	47	0	35	28	33	0	0	21	0	11	9
V84	12	0	30	204	32	52	44	56	0	0	0	1
V85	45	19	0	86	12	13	100	0	19	40	44	10
V86	0	30	3	3	9	0	3	5	4	0	6	7
V87	90	21	24	0	10	9	3	42	0	23	4	18
V88	84	20	3	155	106	0	24	24	8	53	0	32
V89	57	47	6	0	77	3	1	23	4	0	27	37
V90	12	7	1	30	2	98	0	0	42	132	0	0
V91	9	54	39	2	3	5	18	0	12	7	0	5
V92	0	38	48	4	21	74	28	78	6	17	3	0
V93	3	122	9	32	42	19	37	25	6	1	38	4
V94	13	7	0	4	3	16	0	2	3	8	7	15
V95	14	24	36	9	0	27	22	39	3	11	1	0
V96	49	59	0	0	39	19	16	37	0	8	36	5
V97	39	3	4	0	12	0	5	16	0	0	0	12
V98	29	78	0	2	169	36	0	0	8	75	67	14
V99	363	1	64	3	1	14	73	7	26	30	0	0
V100	2	58	16	2	5	18	0	6	58	16	1	0
