NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	92.497	31.303	23.825	20.516	0.181	0.972	20000.0
2	89.808	29.98	22.981	19.709	0.176	0.973	40000.0
3	89.262	30.106	22.541	19.745	0.172	0.974	40000.0
4	90.623	30.512	23.053	19.883	0.179	0.975	30000.0
5	91.873	31.187	23.68	20.928	0.184	0.97	30000.0
6	90.239	30.361	22.713	19.911	0.183	0.973	20000.0
7	91.616	31.291	23.433	20.592	0.186	0.972	30000.0
8	90.902	30.428	22.917	19.512	0.179	0.976	30000.0
9	91.051	30.566	22.7	19.543	0.179	0.974	20000.0
10	91.819	30.692	23.0	20.001	0.177	0.973	20000.0
