MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.25E-02	1.60E-02	1.54E-02
1:Del:C:1	6.08E-03	4.57E-03	3.99E-03
1:Del:C:2	3.46E-04	1.61E-04	2.18E-04
1:Del:C:3	1.05E-03	8.65E-04	4.41E-04
1:Del:C:4	1.78E-03	1.34E-03	7.41E-04
1:Del:C:5	1.74E-04	7.06E-04	2.67E-04
1:Del:T:0	6.92E-03	5.10E-03	3.91E-03
1:Del:T:1	2.74E-03	1.75E-03	1.94E-03
1:Del:T:2	5.62E-03	4.18E-03	3.71E-03
1:Del:T:3	8.06E-03	6.22E-03	5.40E-03
1:Del:T:4	6.25E-03	4.56E-03	3.70E-03
1:Del:T:5	6.00E-03	2.82E-02	3.87E-03
1:Ins:C:0	1.92E-04	1.34E-04	2.17E-04
1:Ins:C:1	1.78E-04	1.43E-04	1.23E-04
1:Ins:C:2	1.02E-04	8.45E-05	1.09E-04
1:Ins:C:3	4.56E-05	6.22E-05	6.01E-05
1:Ins:C:4	1.52E-04	9.93E-05	1.53E-04
1:Ins:C:5	2.24E-04	2.93E-04	1.25E-03
1:Ins:T:0	7.40E-04	7.12E-04	5.00E-04
1:Ins:T:1	5.10E-04	5.53E-04	3.26E-04
1:Ins:T:2	3.32E-04	2.50E-04	1.45E-04
1:Ins:T:3	2.16E-04	1.87E-04	3.27E-04
1:Ins:T:4	4.38E-04	2.93E-04	7.32E-04
1:Ins:T:5	3.29E-03	1.72E-03	3.10E-02
2:Del:R:0	7.56E-04	6.75E-04	4.65E-04
2:Del:R:1	1.23E-03	6.44E-04	1.48E-03
2:Del:R:2	1.53E-04	8.52E-05	2.79E-05
2:Del:R:3	2.79E-09	6.95E-05	9.90E-05
2:Del:R:4	6.23E-05	6.58E-05	9.18E-05
2:Del:R:5	9.69E-05	6.71E-05	6.20E-05
3:Del:R:0	6.95E-04	5.42E-04	3.95E-04
3:Del:R:1	4.27E-04	3.57E-04	3.70E-04
3:Del:R:2	7.16E-05	1.31E-04	3.46E-05
3:Del:R:3	2.99E-02	1.59E-02	3.27E-02
3:Del:R:4	8.31E-09	5.75E-09	7.09E-09
3:Del:R:5	3.40E-05	1.92E-05	5.92E-08
4:Del:R:0	5.31E-04	4.52E-04	3.15E-04
4:Del:R:1	4.07E-04	2.84E-04	2.18E-04
4:Del:R:2	1.22E-04	1.12E-04	4.18E-08
4:Del:R:3	1.16E-05	3.77E-05	4.95E-08
4:Del:R:4	8.31E-09	5.75E-09	7.09E-09
4:Del:R:5	2.48E-05	9.62E-06	2.07E-05
5:Del:R:0	1.54E-02	1.13E-02	1.18E-02
5:Del:R:1	7.94E-05	9.11E-05	2.42E-05
5:Del:R:2	2.72E-05	5.62E-05	1.04E-05
5:Del:R:3	8.31E-09	5.75E-09	7.09E-09
5:Del:R:4	5.37E-08	3.56E-05	3.28E-05
5:Del:R:5	8.31E-09	5.75E-09	7.09E-09
2:Ins:R:0	1.96E-04	1.99E-04	1.67E-04
2:Ins:R:1	1.86E-04	1.84E-04	2.31E-05
2:Ins:R:2	5.33E-05	1.16E-04	2.43E-05
2:Ins:R:3	1.20E-04	9.23E-05	1.15E-04
2:Ins:R:4	6.58E-03	6.41E-03	6.57E-05
2:Ins:R:5	3.07E-04	4.89E-04	9.34E-04
3:Ins:R:0	1.74E-02	9.65E-03	1.99E-02
3:Ins:R:1	1.44E-04	8.74E-05	5.24E-05
3:Ins:R:2	2.51E-05	2.87E-05	4.78E-08
3:Ins:R:3	3.56E-05	2.70E-08	5.65E-05
3:Ins:R:4	4.12E-05	9.63E-06	1.04E-05
3:Ins:R:5	2.62E-05	1.35E-04	1.32E-04
4:Ins:R:0	1.13E-04	3.93E-05	8.46E-05
4:Ins:R:1	1.30E-04	1.11E-04	1.43E-04
4:Ins:R:2	1.68E-05	3.59E-08	6.75E-08
4:Ins:R:3	8.31E-09	5.75E-09	7.09E-09
4:Ins:R:4	3.09E-05	2.74E-05	4.99E-05
4:Ins:R:5	1.34E-04	8.28E-05	9.91E-05
5:Ins:R:0	5.41E-02	5.34E-02	6.01E-08
5:Ins:R:1	8.90E-04	7.02E-04	7.25E-04
5:Ins:R:2	4.09E-05	2.21E-05	1.09E-05
5:Ins:R:3	1.32E-05	4.99E-05	8.86E-09
5:Ins:R:4	8.31E-09	5.75E-09	7.09E-09
5:Ins:R:5	4.22E-05	4.80E-05	4.91E-08
2:Del:M:1	6.82E-04	4.79E-04	3.97E-04
3:Del:M:1	7.81E-04	5.05E-04	6.47E-04
3:Del:M:2	2.29E-04	1.69E-04	1.33E-04
4:Del:M:1	3.01E-04	2.41E-04	3.20E-04
4:Del:M:2	2.51E-04	2.20E-04	1.31E-04
4:Del:M:3	1.91E-04	2.39E-04	1.37E-04
5:Del:M:1	1.82E-02	1.28E-02	1.40E-02
5:Del:M:2	7.11E-03	5.24E-03	5.44E-03
5:Del:M:3	3.37E-03	2.64E-03	2.69E-03
5:Del:M:4	9.81E-04	9.75E-04	7.74E-04
5:Del:M:5	9.36E-04	6.60E-04	6.26E-04
