MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	9.55E-04	2.33E-03	0.00E+00	2.16E-03	2.47E-03	1.16E-03	1.97E-02	4.35E-02
1:Del:C:1	7.68E-04	3.76E-03	5.03E-04	1.58E-21	5.11E-03	6.49E-04	1.67E-02	1.77E-02
1:Del:C:2	1.08E-04	4.47E-04	9.43E-09	7.64E-09	5.41E-04	1.03E-08	8.69E-04	1.66E-04
1:Del:C:3	4.40E-04	5.26E-04	5.33E-04	1.32E-04	1.06E-03	4.71E-04	2.51E-03	3.49E-03
1:Del:C:4	2.59E-04	2.36E-03	3.57E-04	3.04E-04	8.55E-05	5.35E-04	1.48E-03	1.18E-03
1:Del:C:5	0.00E+00	0.00E+00	3.92E-04	1.10E-04	4.81E-04	1.33E-03	8.90E-04	1.39E-03
1:Del:T:0	4.35E-04	2.06E-03	6.41E-04	2.59E-03	4.68E-03	4.10E-04	1.67E-02	1.52E-02
1:Del:T:1	1.12E-04	2.30E-03	5.07E-04	2.18E-04	1.23E-03	5.82E-04	1.23E-02	1.73E-02
1:Del:T:2	1.33E-04	2.84E-03	7.45E-04	1.15E-03	1.35E-03	1.09E-03	9.20E-03	2.30E-02
1:Del:T:3	1.38E-03	1.94E-03	1.26E-03	2.46E-04	2.13E-04	1.21E-03	7.65E-03	1.59E-02
1:Del:T:4	8.14E-04	8.30E-03	1.54E-03	1.43E-03	2.71E-04	2.37E-03	1.50E-02	1.68E-02
1:Del:T:5	1.93E-03	2.14E-46	1.83E-07	1.64E-07	1.47E-07	4.63E-03	2.41E-03	3.49E-02
1:Ins:C:0	4.28E-05	1.79E-04	1.87E-07	1.06E-08	4.03E-04	7.11E-05	5.38E-04	8.86E-04
1:Ins:C:1	6.82E-08	2.14E-07	1.39E-07	2.75E-05	2.72E-04	1.00E-05	1.13E-03	6.23E-04
1:Ins:C:2	1.70E-09	7.78E-05	1.29E-08	1.72E-04	2.18E-04	3.31E-08	7.52E-04	5.72E-08
1:Ins:C:3	4.02E-05	2.71E-07	1.62E-04	3.67E-08	1.44E-08	4.45E-08	3.04E-04	2.00E-04
1:Ins:C:4	2.81E-05	0.00E+00	1.57E-04	2.57E-04	4.61E-04	4.32E-04	8.60E-04	2.23E-03
1:Ins:C:5	1.55E-04	1.04E-05	1.36E-03	2.44E-04	0.00E+00	1.13E-03	2.96E-03	5.01E-03
1:Ins:T:0	4.32E-09	1.28E-03	1.71E-04	1.89E-08	6.89E-04	3.75E-04	9.02E-03	3.73E-03
1:Ins:T:1	2.03E-04	1.13E-03	6.72E-09	3.23E-08	5.23E-04	2.27E-07	1.96E-03	1.91E-03
1:Ins:T:2	1.12E-06	5.28E-04	1.33E-07	0.00E+00	2.75E-04	3.24E-07	3.44E-03	1.27E-03
1:Ins:T:3	1.86E-05	1.49E-04	5.50E-04	0.00E+00	7.92E-04	6.71E-05	3.05E-03	6.77E-03
1:Ins:T:4	0.00E+00	4.38E-04	1.99E-03	2.05E-04	6.01E-04	6.15E-04	3.03E-03	3.32E-03
1:Ins:T:5	6.06E-08	2.30E-03	4.14E-03	3.51E-08	1.11E-03	1.15E-07	8.53E-02	4.90E-02
2:Del:R:0	1.48E-04	2.03E-03	4.65E-04	2.88E-04	5.21E-04	1.51E-04	6.52E-03	2.90E-03
2:Del:R:1	4.86E-04	5.59E-04	7.09E-05	1.77E-04	1.60E-03	1.08E-03	9.67E-03	2.40E-03
2:Del:R:2	9.26E-05	5.15E-05	1.31E-04	3.87E-05	3.49E-04	1.15E-04	1.30E-03	1.61E-04
2:Del:R:3	6.70E-07	1.35E-04	2.64E-05	1.78E-05	2.71E-05	1.49E-04	2.02E-04	1.90E-04
2:Del:R:4	0.00E+00	2.61E-08	1.71E-05	9.92E-05	6.98E-08	2.07E-04	3.76E-07	1.10E-03
2:Del:R:5	2.97E-08	2.01E-05	3.08E-08	4.63E-08	2.45E-04	6.19E-08	5.12E-08	1.17E-07
3:Del:R:0	2.20E-04	4.25E-04	1.67E-04	3.67E-04	1.14E-03	2.71E-04	9.80E-04	1.36E-03
3:Del:R:1	2.16E-04	1.84E-03	6.55E-04	2.40E-04	2.40E-04	4.76E-04	1.38E-03	1.03E-02
3:Del:R:2	6.35E-05	4.27E-04	1.06E-04	0.00E+00	2.43E-04	3.63E-04	2.47E-03	2.50E-03
3:Del:R:3	1.10E-26	3.71E-08	1.60E-04	9.96E-05	9.27E-05	2.24E-04	6.72E-04	1.42E-03
3:Del:R:4	2.35E-08	3.21E-08	3.15E-08	4.52E-05	3.89E-08	5.76E-08	3.05E-04	1.11E-04
3:Del:R:5	4.73E-03	4.10E-08	2.42E-07	6.30E-03	1.40E-46	4.27E-04	2.65E-02	9.23E-02
4:Del:R:0	1.32E-04	3.07E-04	2.42E-06	0.00E+00	5.53E-04	4.41E-04	2.11E-03	1.06E-03
4:Del:R:1	0.00E+00	2.22E-03	4.13E-04	5.51E-04	3.77E-04	2.58E-04	3.13E-03	1.37E-03
4:Del:R:2	1.20E-04	2.31E-04	2.43E-04	1.63E-04	6.18E-05	7.74E-05	1.47E-03	5.31E-04
4:Del:R:3	4.13E-09	2.36E-08	1.00E-08	1.05E-08	1.19E-08	1.12E-08	8.40E-08	2.15E-07
4:Del:R:4	1.81E-08	1.25E-04	2.70E-08	4.98E-08	8.36E-08	8.22E-08	1.02E-04	1.41E-07
4:Del:R:5	4.13E-09	2.36E-08	1.00E-08	1.05E-08	1.19E-08	1.12E-08	8.40E-08	2.15E-07
5:Del:R:0	1.54E-05	4.02E-04	1.02E-08	9.37E-04	6.11E-03	0.00E+00	3.15E-02	6.32E-03
5:Del:R:1	3.70E-05	5.35E-04	7.91E-05	0.00E+00	8.00E-05	4.46E-04	2.50E-04	1.51E-03
5:Del:R:2	7.85E-05	1.98E-04	3.89E-05	0.00E+00	3.50E-04	9.40E-05	1.23E-04	7.49E-04
5:Del:R:3	4.13E-09	2.36E-08	1.00E-08	1.05E-08	1.19E-08	1.12E-08	8.40E-08	2.15E-07
5:Del:R:4	4.13E-09	2.36E-08	1.00E-08	1.05E-08	1.19E-08	1.12E-08	8.40E-08	2.15E-07
5:Del:R:5	4.13E-09	2.36E-08	1.00E-08	1.05E-08	1.19E-08	1.12E-08	8.40E-08	2.15E-07
2:Ins:R:0	1.40E-46	9.09E-04	0.00E+00	4.70E-03	6.63E-04	0.00E+00	9.28E-04	5.89E-03
2:Ins:R:1	1.12E-04	4.88E-04	9.51E-05	0.00E+00	4.94E-04	4.46E-05	1.76E-03	1.11E-03
2:Ins:R:2	1.20E-04	3.60E-04	1.47E-06	0.00E+00	5.76E-05	2.03E-04	5.57E-04	5.79E-04
2:Ins:R:3	9.20E-05	5.32E-05	1.63E-07	1.17E-07	2.58E-04	3.15E-07	1.54E-03	1.69E-03
2:Ins:R:4	3.06E-04	8.78E-05	3.01E-04	0.00E+00	6.73E-05	4.41E-04	1.03E-03	1.49E-03
2:Ins:R:5	2.59E-04	1.76E-04	1.71E-03	9.82E-04	3.37E-04	1.06E-03	3.36E-03	6.22E-03
3:Ins:R:0	3.12E-07	2.07E-08	3.40E-08	2.25E-04	4.54E-04	5.76E-05	5.01E-04	1.06E-04
3:Ins:R:1	2.03E-04	1.58E-04	1.48E-04	2.13E-04	9.18E-05	2.78E-04	1.27E-03	2.55E-03
3:Ins:R:2	5.33E-10	2.49E-08	5.61E-05	1.70E-08	1.21E-04	9.46E-08	1.90E-04	2.89E-04
3:Ins:R:3	1.82E-08	6.04E-05	7.86E-05	2.03E-05	1.79E-05	5.71E-08	1.60E-04	1.44E-04
3:Ins:R:4	3.49E-08	3.08E-08	7.52E-05	8.15E-05	6.43E-05	6.52E-08	9.52E-05	2.86E-04
3:Ins:R:5	0.00E+00	4.39E-05	2.08E-04	8.85E-05	9.77E-09	3.95E-04	1.06E-03	6.42E-03
4:Ins:R:0	3.01E-05	1.10E-04	4.18E-05	5.99E-07	1.82E-04	8.18E-05	4.28E-04	3.51E-04
4:Ins:R:1	2.36E-05	2.21E-04	1.76E-04	1.99E-04	2.22E-04	2.60E-04	7.94E-04	1.20E-04
