MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.00E+00	1.86E-03	1.23E-07	1.97E-02	1.73E-03	7.72E-03	1.36E-02
1:Del:C:1	6.31E-04	4.22E-04	2.49E-04	6.39E-03	2.10E-03	9.25E-04	6.94E-03
1:Del:C:2	1.31E-04	3.38E-05	9.76E-04	2.69E-08	9.90E-04	8.93E-03	4.82E-04
1:Del:C:3	3.65E-04	2.14E-04	3.52E-04	1.36E-03	1.30E-03	2.53E-04	4.69E-03
1:Del:C:4	1.47E-03	1.45E-03	5.80E-04	1.32E-03	5.54E-04	1.64E-02	7.38E-02
1:Del:C:5	3.76E-04	6.88E-04	2.53E-04	3.67E-05	3.48E-04	8.28E-05	2.28E-03
1:Del:T:0	1.06E-03	0.00E+00	1.28E-03	9.49E-03	4.54E-03	6.90E-04	3.89E-02
1:Del:T:1	5.80E-04	4.73E-04	1.37E-04	1.11E-03	1.44E-03	4.61E-04	5.04E-03
1:Del:T:2	5.26E-04	1.14E-03	4.94E-04	3.30E-03	1.08E-03	4.45E-04	1.35E-02
1:Del:T:3	1.01E-03	2.00E-03	8.70E-04	6.35E-03	1.69E-03	0.00E+00	2.49E-02
1:Del:T:4	1.43E-03	3.28E-03	7.81E-04	4.67E-03	1.40E-46	2.53E-04	2.35E-02
1:Del:T:5	4.86E-08	5.37E-03	4.80E-07	1.05E-07	2.30E-07	5.72E-08	5.64E-02
1:Ins:C:0	8.85E-08	4.56E-07	3.24E-07	2.64E-08	4.99E-04	1.05E-08	2.51E-04
1:Ins:C:1	8.65E-08	9.93E-08	2.13E-08	2.96E-08	1.66E-04	2.00E-04	4.56E-04
1:Ins:C:2	4.49E-08	3.07E-05	3.21E-08	8.37E-08	1.87E-04	5.90E-05	4.02E-04
1:Ins:C:3	1.38E-04	2.39E-08	7.87E-09	1.65E-08	7.42E-10	1.49E-08	3.20E-08
1:Ins:C:4	3.22E-04	1.90E-04	4.95E-04	1.15E-08	3.70E-04	6.91E-09	4.07E-04
1:Ins:C:5	6.37E-04	8.30E-04	2.83E-05	1.85E-04	2.89E-04	2.59E-04	8.19E-04
1:Ins:T:0	2.72E-04	6.50E-04	2.16E-04	8.30E-04	1.29E-03	4.14E-04	1.92E-03
1:Ins:T:1	1.94E-04	2.85E-04	3.73E-04	7.39E-04	7.84E-04	2.69E-05	1.41E-03
1:Ins:T:2	1.91E-04	2.92E-04	4.25E-05	4.87E-04	2.55E-04	5.38E-04	8.00E-04
1:Ins:T:3	5.27E-04	0.00E+00	2.58E-04	5.18E-04	2.29E-04	8.70E-05	2.58E-03
1:Ins:T:4	5.85E-04	4.96E-04	4.41E-04	6.04E-05	0.00E+00	6.47E-07	1.81E-03
1:Ins:T:5	2.88E-03	2.88E-07	1.70E-07	3.45E-04	2.93E-03	4.35E-08	1.49E-02
2:Del:R:0	1.23E-04	4.09E-04	4.77E-04	1.06E-03	4.57E-04	9.32E-05	3.22E-03
2:Del:R:1	2.43E-04	4.48E-04	4.66E-04	6.96E-04	1.46E-03	4.43E-04	1.30E-03
2:Del:R:2	1.77E-05	1.65E-04	1.40E-04	3.29E-04	1.34E-04	2.48E-05	5.33E-04
2:Del:R:3	2.04E-04	1.33E-04	3.29E-09	8.21E-05	0.00E+00	1.19E-04	1.21E-04
2:Del:R:4	6.74E-09	1.85E-04	0.00E+00	9.50E-05	7.66E-05	2.03E-08	1.47E-04
2:Del:R:5	1.59E-04	1.02E-08	1.96E-04	3.11E-07	7.85E-05	1.20E-03	6.00E-03
3:Del:R:0	3.53E-04	0.00E+00	2.26E-04	3.56E-04	1.83E-03	1.22E-04	3.36E-03
3:Del:R:1	3.53E-04	5.90E-04	3.12E-04	6.69E-04	5.25E-04	0.00E+00	1.29E-03
3:Del:R:2	1.49E-04	2.44E-04	1.26E-04	1.99E-04	9.83E-05	7.86E-05	2.93E-04
3:Del:R:3	1.28E-08	6.71E-05	1.30E-08	2.53E-04	1.14E-04	2.59E-08	6.56E-05
3:Del:R:4	3.64E-09	7.24E-09	8.62E-09	1.51E-08	2.35E-08	4.16E-09	6.15E-08
3:Del:R:5	4.83E-05	2.83E-08	5.25E-08	6.79E-08	2.84E-07	3.30E-08	7.23E-08
4:Del:R:0	9.20E-05	0.00E+00	1.93E-04	2.53E-04	9.60E-04	2.47E-04	3.21E-03
4:Del:R:1	2.47E-04	2.10E-04	1.40E-46	7.22E-04	2.87E-04	4.88E-04	1.87E-03
4:Del:R:2	1.49E-04	3.09E-05	7.87E-09	1.99E-04	9.00E-05	1.68E-08	4.90E-05
4:Del:R:3	3.15E-08	5.88E-08	2.72E-07	6.37E-08	5.54E-05	5.00E-08	8.83E-05
4:Del:R:4	2.33E-08	1.14E-04	3.00E-03	1.54E-08	2.13E-08	2.14E-08	1.12E-03
4:Del:R:5	3.64E-09	7.24E-09	8.62E-09	1.51E-08	2.35E-08	4.16E-09	6.15E-08
5:Del:R:0	2.84E-08	7.11E-04	7.13E-08	5.39E-08	3.45E-02	4.66E-07	1.95E-02
5:Del:R:1	5.29E-05	2.73E-04	3.74E-04	0.00E+00	1.70E-04	3.77E-09	4.28E-04
5:Del:R:2	1.32E-04	2.58E-08	2.69E-09	1.28E-08	0.00E+00	1.61E-04	2.89E-05
5:Del:R:3	7.10E-08	5.98E-04	5.13E-03	9.31E-08	2.43E-03	4.17E-08	7.32E-02
5:Del:R:4	3.34E-08	4.55E-08	3.73E-08	6.01E-08	9.04E-05	1.75E-05	2.84E-05
5:Del:R:5	2.62E-08	4.67E-08	3.97E-08	6.07E-08	4.55E-05	4.77E-08	8.68E-05
