NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.29	23.772	14.869	15.095	0.145	0.985	40000.0
2	68.257	27.266	18.608	18.279	0.153	0.977	70000.0
3	58.174	23.167	13.798	13.881	0.143	0.987	20000.0
4	60.336	24.042	14.815	14.791	0.142	0.986	60000.0
5	67.061	26.415	18.815	17.976	0.145	0.978	50000.0
6	64.848	25.829	16.651	16.452	0.148	0.983	20000.0
7	58.597	23.217	14.254	14.327	0.138	0.986	50000.0
8	59.551	24.064	14.867	15.103	0.151	0.984	30000.0
9	62.679	25.264	16.292	16.402	0.148	0.983	30000.0
10	59.948	24.11	14.7	15.033	0.15	0.984	60000.0
