Samples	ID83A	ID83B	ID83C
V1	148	136	0
V2	245	45	0
V3	58	46	7
V4	52	437	0
V5	71	345	97
V6	0	99	69
V7	25	0	101
V8	0	18	241
V9	125	137	0
V10	66	51	21
V11	42	135	172
V12	190	59	24
V13	92	0	38
V14	0	29	36
V15	126	65	82
V16	95	205	0
V17	199	163	24
V18	0	0	317
V19	232	0	66
V20	0	43	188
V21	530	0	55
V22	112	19	61
V23	123	202	54
V24	154	0	84
V25	0	224	208
V26	258	108	103
V27	67	304	28
V28	71	5	107
V29	0	195	173
V30	117	69	87
V31	47	422	0
V32	14	176	63
V33	178	57	0
V34	0	334	85
V35	14	48	0
V36	20	45	94
V37	254	0	125
V38	335	30	20
V39	41	79	1
V40	0	73	105
V41	250	343	168
V42	18	122	67
V43	168	53	37
V44	1	33	472
V45	341	24	64
V46	122	0	60
V47	277	34	10
V48	81	157	30
V49	25	0	9
V50	206	0	468
V51	0	202	58
V52	0	352	0
V53	292	4	399
V54	132	85	11
V55	38	5	178
V56	71	18	29
V57	91	130	19
V58	0	386	56
V59	396	41	21
V60	50	0	63
V61	0	91	356
V62	26	69	0
V63	0	231	399
V64	0	18	183
V65	258	0	102
V66	20	182	85
V67	0	58	53
V68	175	0	33
V69	8	85	16
V70	189	119	41
V71	328	10	0
V72	57	0	412
V73	257	117	22
V74	57	14	55
V75	68	66	34
V76	529	9	76
V77	282	2	8
V78	107	5	0
V79	363	0	0
V80	169	126	0
V81	53	4	10
V82	0	158	0
V83	32	50	130
V84	0	25	267
V85	245	80	0
V86	0	138	0
V87	104	0	46
V88	299	22	11
V89	157	0	17
V90	54	278	0
V91	276	83	0
V92	143	34	23
V93	197	160	0
V94	74	41	26
V95	0	345	0
V96	33	32	168
V97	49	155	0
V98	0	265	11
V99	88	32	0
V100	244	105	0
