Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	212	53	18	102	0	2	0	16	59	3
V2	96	68	316	1	0	35	71	0	0	0
V3	137	511	0	63	34	7	0	89	0	0
V4	0	0	117	15	7	5	42	0	24	0
V5	1	69	38	0	7	12	0	19	8	37
V6	0	66	27	299	2	227	0	27	25	5
V7	0	0	16	50	0	19	35	0	0	0
V8	1	236	46	0	0	40	21	100	0	17
V9	54	30	0	97	6	2	0	0	0	8
V10	9	0	136	0	24	0	32	0	0	0
V11	14	57	41	53	0	0	58	0	0	0
V12	310	8	0	0	0	15	0	0	105	0
V13	88	285	13	0	131	3	7	84	62	0
V14	83	189	0	44	0	7	0	6	1	0
V15	11	32	132	0	4	117	61	13	0	0
V16	40	117	4	0	46	8	0	45	0	0
V17	2	6	11	20	176	60	4	0	0	6
V18	0	0	51	17	15	38	10	6	0	0
V19	6	0	8	6	254	111	78	1	0	48
V20	55	13	0	40	10	13	1	0	0	14
V21	624	0	55	117	68	27	73	0	60	0
V22	117	27	29	16	18	12	0	2	16	15
V23	1	0	3	19	4	0	1	6	0	0
V24	0	30	28	20	66	137	8	3	0	0
V25	507	63	32	17	4	23	20	59	77	0
V26	18	41	30	62	9	45	41	13	48	0
V27	351	0	21	0	20	2	6	0	24	0
V28	0	0	37	205	227	55	111	0	32	1
V29	2	20	1	93	0	1	0	21	7	10
V30	122	0	44	81	11	17	0	0	38	4
V31	0	122	91	33	105	11	29	0	0	0
V32	68	0	5	0	8	15	4	1	0	0
V33	8	0	11	0	113	1	5	10	0	0
V34	0	89	10	117	0	0	1	0	0	37
V35	0	244	7	96	12	8	35	40	10	0
V36	73	153	1	57	0	29	0	22	0	46
V37	0	65	33	469	32	93	0	40	21	0
V38	95	298	0	279	61	121	0	31	9	43
V39	255	212	0	0	0	47	0	76	0	27
V40	77	2	177	52	0	25	67	0	0	22
V41	5	242	217	0	0	94	75	9	0	28
V42	6	12	87	0	111	1	68	0	0	0
V43	8	1	0	13	158	18	74	0	86	0
V44	111	28	111	3	126	2	74	0	0	0
V45	277	137	0	33	12	138	67	0	106	0
V46	85	267	0	0	15	36	0	72	24	0
V47	26	0	35	10	15	56	21	0	0	0
V48	49	94	92	38	39	0	29	12	15	11
V49	16	206	211	41	93	0	173	12	0	15
V50	1	31	37	48	59	361	6	100	22	9
V51	7	129	20	78	90	4	12	40	0	0
V52	2	43	86	105	13	44	0	40	0	3
V53	29	25	0	4	1	5	0	1	0	0
V54	9	32	0	71	232	16	64	10	0	0
V55	1	0	0	288	13	1	0	0	0	4
V56	1	2	20	19	5	35	28	2	0	49
V57	8	0	76	8	0	112	71	0	0	0
V58	0	11	0	5	195	128	20	38	0	0
V59	32	65	116	127	121	11	83	38	0	109
V60	11	22	142	0	20	114	173	0	0	1
V61	59	64	53	8	0	70	0	0	5	56
V62	18	93	0	41	19	61	45	5	12	0
V63	153	0	0	39	0	0	0	0	22	0
V64	142	260	0	42	0	33	0	65	13	15
V65	54	0	72	72	90	184	45	0	16	13
V66	48	75	0	57	0	48	0	0	7	11
V67	1	17	50	80	20	0	30	16	0	11
V68	7	16	13	10	8	0	21	7	7	0
V69	0	10	82	8	23	0	87	0	6	0
V70	423	53	52	18	0	19	1	0	36	23
V71	1	42	3	36	35	3	53	0	0	0
V72	4	134	498	64	60	0	54	21	0	0
V73	52	122	69	17	1	36	0	47	69	0
V74	25	19	0	0	16	5	8	21	52	7
V75	0	347	11	5	0	30	0	58	0	3
V76	3	11	30	162	36	24	1	1	0	0
V77	197	20	70	121	0	1	4	0	0	0
V78	19	9	22	2	70	205	0	24	0	0
V79	1	24	29	1	4	48	0	0	0	12
V80	1	68	3	33	0	62	10	3	9	4
V81	0	7	104	65	0	4	31	8	0	0
V82	19	3	39	69	255	225	49	0	0	77
V83	73	28	52	49	2	0	23	13	0	0
V84	0	30	810	0	51	111	74	0	0	0
V85	0	184	107	268	27	0	83	65	0	5
V86	176	0	55	1	29	1	38	0	30	0
V87	303	20	217	7	83	38	214	0	77	21
V88	6	3	6	2	2	13	5	7	0	1
V89	32	65	0	20	11	155	0	14	35	67
V90	277	65	0	259	39	0	0	10	88	0
V91	9	1	66	2	0	0	32	0	11	0
V92	0	63	11	0	10	35	0	0	2	18
V93	31	159	2	18	97	0	0	56	45	16
V94	49	39	16	3	1	6	10	4	0	0
V95	1	10	0	44	4	21	0	0	0	23
V96	132	4	168	0	0	34	31	15	0	0
V97	122	0	58	68	215	6	38	0	30	0
V98	0	32	122	0	162	32	0	47	54	12
V99	0	0	0	6	8	0	10	0	0	0
V100	88	57	0	51	1	50	0	0	0	3
