NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.543	28.699	18.701	18.611	0.17	0.976	40000.0
2	74.063	29.75	19.811	19.644	0.168	0.974	40000.0
3	69.637	28.611	18.342	18.996	0.17	0.974	20000.0
4	71.067	28.642	19.002	18.604	0.165	0.975	40000.0
5	70.119	28.523	18.687	18.506	0.167	0.975	50000.0
6	74.121	30.048	20.058	19.975	0.169	0.97	30000.0
7	73.852	29.58	19.833	19.55	0.17	0.974	20000.0
8	71.74	29.284	18.866	18.838	0.175	0.975	40000.0
9	70.647	28.619	18.968	18.794	0.165	0.975	60000.0
10	65.879	27.025	17.093	17.283	0.168	0.979	40000.0
