Samples	ID83A	ID83B	ID83C	ID83D
V35	1.27E+01	3.32E+01	4.71E+00	3.85E+01
V36	2.73E+00	2.14E+00	0.00E+00	1.04E+00
V37	1.45E+01	1.75E+01	7.48E-01	5.22E+00
V38	5.57E+00	7.01E+00	5.16E-01	5.33E+00
V39	1.31E+01	1.30E+01	4.27E-01	0.00E+00
V40	1.21E+01	1.06E+01	8.72E-01	6.88E+00
V41	2.84E+00	9.69E+00	3.19E+00	7.59E+00
V42	1.08E+01	1.00E+01	9.94E-01	6.57E+00
V43	9.70E+00	8.53E+00	4.76E-01	1.67E+00
V44	8.71E+00	4.07E+00	2.00E+00	5.83E+00
V45	2.61E+01	2.12E+01	3.43E+00	4.40E+00
V46	1.51E+01	1.25E+01	1.15E+00	4.69E+00
V47	1.40E+01	1.53E+01	3.46E+00	0.00E+00
V48	9.21E+00	6.39E+00	2.78E+00	8.36E+00
V49	2.17E+01	2.13E+01	2.99E+00	2.30E+00
V50	3.10E+01	3.16E+01	6.01E+00	5.01E+00
V51	1.48E+01	1.40E+01	0.00E+00	1.09E+01
V52	4.43E+00	2.65E+00	3.37E+00	5.59E+00
V53	2.37E+00	1.65E+00	2.25E+00	1.45E+00
V54	3.35E+00	4.54E+00	1.02E+00	3.74E+00
V55	1.34E+00	4.13E+00	2.29E+00	4.87E+00
V56	8.97E+00	4.59E+00	3.12E+00	6.05E+00
V57	3.68E+00	8.18E+00	2.00E+00	8.13E+00
V58	4.46E+00	3.32E+01	1.04E+00	3.13E+01
V59	8.14E+00	8.33E+00	1.12E+00	3.68E+00
V60	2.99E+01	2.42E+01	4.03E+00	2.23E+01
V61	1.29E+01	2.26E+01	9.52E-01	2.00E+01
V62	1.88E+00	2.09E+00	6.83E-01	3.34E+00
V63	1.17E+01	1.89E+01	7.09E+00	3.21E+01
V64	1.72E+01	1.53E+01	6.70E-01	6.18E+00
V65	2.31E+01	1.74E+01	6.84E+00	1.11E+01
V66	1.23E+01	1.23E+01	0.00E+00	0.00E+00
V67	5.34E+01	4.48E+01	1.76E+00	1.94E+01
V68	3.65E+00	1.24E+01	2.18E+00	1.03E+01
V69	1.41E+01	1.81E+01	9.89E-01	1.46E+01
V70	1.76E+00	1.16E+00	2.53E+00	1.37E+00
V71	3.79E+00	4.82E+00	1.52E+00	4.79E+00
V72	1.02E+01	7.47E+00	1.65E+00	7.25E+00
V73	2.98E+01	2.01E+01	3.55E+00	2.15E+01
V74	1.28E+00	1.34E+00	3.28E+00	3.34E+00
V75	1.95E+00	5.52E+00	2.94E+00	4.79E+00
V76	6.74E+00	7.15E+00	2.95E+00	1.32E+00
V77	1.18E+01	8.03E+00	5.71E+00	7.85E+00
V78	7.64E+00	6.28E+00	2.92E+00	3.70E+00
V79	1.31E+01	8.90E+00	7.23E+00	9.82E+00
V80	8.44E-01	1.00E+01	6.67E-01	1.02E+01
V81	1.38E+01	1.73E+01	6.15E-01	2.43E+01
V82	8.41E+00	7.42E+00	2.98E-01	1.71E+00
V83	1.23E+01	6.35E+00	1.07E+00	9.48E+00
V84	3.77E+00	1.57E+00	0.00E+00	3.08E+00
V85	6.48E+00	8.06E+00	6.77E+00	4.31E+00
V86	6.63E-01	1.08E+01	2.67E-01	1.04E+01
V87	9.69E-01	3.00E-01	2.74E+00	2.54E+00
V88	2.53E+00	5.80E+00	1.75E+00	7.38E+00
V89	1.93E+01	2.10E+01	6.57E-01	8.08E+00
V90	2.68E+01	2.57E+01	1.53E+00	1.85E+01
V91	1.59E+01	1.30E+01	1.80E+00	4.27E+00
V92	6.28E+00	5.16E+00	2.22E+00	1.40E+00
V93	1.53E+01	1.00E+01	2.16E+00	5.94E+00
V94	2.48E+00	1.81E+00	2.03E+00	0.00E+00
V95	2.34E+01	1.94E+01	1.03E+00	3.52E+00
V96	1.56E+01	1.49E+01	1.43E+00	3.29E+00
V97	3.35E+01	2.80E+01	1.78E+00	2.15E+01
V98	6.61E+00	6.11E+00	1.35E+00	2.02E+00
V99	9.83E+00	8.36E+00	1.34E+00	4.33E+00
V100	3.32E+00	1.44E+01	0.00E+00	1.38E+01
