Samples	ID83A	ID83B	ID83C	ID83D
V1	231	13	0	84
V2	17	46	145	7
V3	37	71	33	124
V4	13	0	858	0
V5	12	0	330	303
V6	242	0	14	4
V7	103	0	8	127
V8	0	228	3	71
V9	78	69	44	19
V10	169	0	74	0
V11	203	9	88	26
V12	43	186	0	6
V13	6	0	262	84
V14	7	126	56	24
V15	26	14	1	10
V16	16	60	143	1
V17	145	182	21	1
V18	25	11	7	0
V19	82	61	25	3
V20	210	190	2	42
V21	84	177	5	195
V22	138	15	186	73
V23	348	217	40	0
V24	73	10	8	43
V25	150	218	17	63
V26	137	46	32	59
V27	0	81	41	124
V28	52	24	54	2
V29	449	139	7	11
V30	33	461	22	26
V31	2	30	75	14
V32	192	0	3	0
V33	48	85	180	30
V34	0	157	49	142
V35	0	583	210	49
V36	55	9	0	1
V37	332	21	2	332
V38	18	21	4	108
V39	195	0	0	0
V40	106	0	13	104
V41	30	115	261	25
V42	117	0	14	9
V43	81	18	6	11
V44	131	63	38	12
V45	92	86	158	54
V46	118	104	30	3
V47	169	10	145	0
V48	150	117	80	0
V49	422	2	84	3
V50	166	43	241	45
V51	100	0	2	212
V52	51	78	35	118
V53	7	3	198	12
V54	47	37	7	2
V55	0	1	19	476
V56	50	69	116	193
V57	0	150	18	15
V58	0	392	40	224
V59	119	22	4	9
V60	154	42	164	179
V61	166	229	0	63
V62	13	32	2	27
V63	0	396	252	35
V64	92	18	12	99
V65	71	165	264	133
V66	136	0	0	0
V67	286	89	36	32
V68	35	115	31	1
V69	0	253	17	554
V70	1	17	83	36
V71	8	79	24	15
V72	44	23	45	9
V73	216	68	71	42
V74	10	20	153	89
V75	42	48	44	84
V76	49	8	132	12
V77	36	56	218	4
V78	148	58	74	0
V79	31	116	353	15
V80	0	116	5	108
V81	174	301	0	26
V82	189	24	0	2
V83	56	54	19	7
V84	8	20	0	62
V85	43	1	417	37
V86	0	110	0	1
V87	0	0	60	138
V88	23	99	21	2
V89	293	76	1	35
V90	243	0	29	93
V91	280	36	15	7
V92	81	8	114	28
V93	49	128	63	3
V94	24	1	67	0
V95	88	119	19	4
V96	182	0	31	41
V97	172	43	64	100
V98	96	0	10	72
V99	202	13	17	145
V100	23	165	0	86
