Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83E	ID83F
V1	1:Del:C:0	0.0	0.002745302638641499	0.0	0.0	5.971825109523567e-05	0.9971949791102632
V1	1:Del:C:1	0.0	0.0010991063106499616	0.0	0.0	0.024125067261461665	0.9747758264278883
V1	1:Del:C:2	0.0	1.406798051940542e-06	0.0	0.0	0.0007908065761339643	0.999207786625814
V1	1:Del:C:3	0.0	0.4149842637339575	0.0	0.0	0.1867676249655855	0.398248111300457
V1	1:Del:C:4	0.0	0.0021662544744289803	0.0	0.0	0.0009064801843527652	0.9969272653412182
V1	1:Del:C:5	0.0	0.9191042548338003	0.0	0.0	0.033745303401744246	0.0471504417644553
V1	1:Del:T:0	0.0	0.21564327931297586	0.0	0.0	0.09905469515138574	0.6853020255356383
V1	1:Del:T:1	0.0	2.56884527177242e-16	0.0	0.0	0.007297769571373281	0.9927022304286265
V1	1:Del:T:2	0.0	0.40873118022262417	0.0	0.0	0.058439183298381284	0.5328296364789946
V1	1:Del:T:3	0.0	0.8995411308392424	0.0	0.0	0.10045886916075768	0.0
V1	1:Del:T:4	0.0	0.8527232475552678	0.0	0.0	0.04383655335937773	0.10344019908535451
V1	1:Del:T:5	0.0	0.9999952996525349	0.0	0.0	2.27381364242126e-06	2.4265338227617067e-06
V1	1:Ins:C:0	0.0	9.09506897202143e-12	0.0	0.0	0.9615421498381301	0.03845785015277481
V1	1:Ins:C:1	0.0	0.09065211589611052	0.0	0.0	2.5958247143892534e-06	0.909345288279175
V1	1:Ins:C:2	0.0	0.04677901079813792	0.0	0.0	0.00011764483799922873	0.9531033443638628
V1	1:Ins:C:3	0.0	0.9982492922202364	0.0	0.0	5.9967620982062027e-05	0.001690740158781554
V1	1:Ins:C:4	0.0	0.7541377601389081	0.0	0.0	0.24580126551594314	6.097434514884901e-05
V1	1:Ins:C:5	0.0	0.7635005395548088	0.0	0.0	0.0010242618479543066	0.2354751985972369
V1	1:Ins:T:0	0.0	0.10706001935067071	0.0	0.0	0.021687607110361325	0.8712523735389679
V1	1:Ins:T:1	0.0	2.70199871403203e-15	0.0	0.0	0.9467551256776284	0.05324487432236908
V1	1:Ins:T:2	0.0	0.0062258166129370626	0.0	0.0	0.0010457658727177112	0.9927284175143452
V1	1:Ins:T:3	0.0	0.4432053104120429	0.0	0.0	0.24489936454884073	0.3118953250391163
V1	1:Ins:T:4	0.0	0.6232164220731542	0.0	0.0	0.3478142241505938	0.02896935377625194
V1	1:Ins:T:5	0.0	0.36496099179747415	0.0	0.0	0.023900046746930186	0.6111389614555955
V1	2:Del:R:0	0.0	0.10871200255057811	0.0	0.0	0.8912879974494219	0.0
V1	2:Del:R:1	0.0	0.26267982919005606	0.0	0.0	0.041700053786361185	0.6956201170235827
V1	2:Del:R:2	0.0	0.5286760867832868	0.0	0.0	0.07427786661791237	0.39704604659880083
V1	2:Del:R:3	0.0	0.3319750121089555	0.0	0.0	9.84353012401032e-07	0.6680240035380322
V1	2:Del:R:4	0.0	0.9998481594901072	0.0	0.0	0.0	0.00015184050989285847
V1	2:Del:R:5	0.0	1.312305076955354e-17	0.0	0.0	0.0012613039257389329	0.998738696074261
V1	3:Del:R:0	0.0	0.0038199253341712025	0.0	0.0	0.1054552311635349	0.890724843502294
V1	3:Del:R:1	0.0	0.8452027241747533	0.0	0.0	0.1547972758252467	0.0
V1	3:Del:R:2	0.0	0.7302985040276094	0.0	0.0	0.14103505795480917	0.12866643801758137
V1	3:Del:R:3	0.0	0.9989688649264752	0.0	0.0	0.00010492103157160024	0.0009262140419531135
V1	3:Del:R:4	0.0	1.7399425280926896e-12	0.0	0.0	0.10173659374588857	0.8982634062523714
V1	3:Del:R:5	0.0	3.332130762969091e-12	0.0	0.0	0.059444803180324315	0.9405551968163436
