MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	0.00E+00	0.00E+00	4.99E-09	5.99E-07	1.91E-07	2.18E-03	1.13E-03	2.21E-02	1.07E-03	7.80E-04	1.72E-02	4.49E-02	4.66E-02	1.13E-02	5.02E-02	2.72E-02	2.23E-02
1:Del:C:1	0.00E+00	3.38E-07	9.75E-04	2.80E-08	0.00E+00	1.32E-03	8.25E-03	9.02E-03	2.32E-03	2.15E-07	3.34E-02	1.40E-46	1.13E-02	2.81E-03	3.45E-02	9.81E-03	8.47E-03
1:Del:C:2	1.93E-04	4.29E-04	0.00E+00	4.83E-04	5.14E-03	2.47E-04	9.54E-05	7.17E-04	0.00E+00	1.27E-02	4.30E-04	5.02E-03	8.19E-04	0.00E+00	1.16E-03	6.47E-02	3.90E-03
1:Del:C:3	1.80E-04	6.87E-08	9.18E-08	1.40E-46	1.94E-02	9.03E-04	6.83E-04	7.86E-04	5.96E-04	3.37E-02	7.89E-09	2.55E-07	2.88E-03	2.02E-07	3.48E-03	4.73E-02	2.66E-03
1:Del:C:4	7.17E-04	1.06E-04	4.51E-04	3.77E-04	0.00E+00	8.34E-04	0.00E+00	1.90E-03	2.26E-03	0.00E+00	7.02E-03	1.30E-03	2.33E-03	6.10E-03	8.22E-03	3.40E-03	7.01E-03
1:Del:C:5	8.95E-04	0.00E+00	1.82E-07	1.68E-04	0.00E+00	0.00E+00	0.00E+00	4.82E-07	1.04E-02	1.30E-03	0.00E+00	7.48E-03	4.88E-03	7.67E-03	1.51E-02	4.76E-02	2.07E-02
1:Del:T:0	5.77E-04	0.00E+00	1.98E-03	8.41E-05	1.30E-03	1.57E-03	2.77E-02	1.31E-02	1.15E-02	0.00E+00	2.91E-02	3.87E-02	4.59E-02	1.68E-02	8.78E-03	2.02E-02	2.49E-02
1:Del:T:1	4.39E-08	6.64E-08	6.97E-09	1.45E-07	1.16E-06	2.86E-03	6.39E-03	5.33E-03	6.42E-04	3.33E-08	1.93E-02	1.50E-02	2.84E-02	0.00E+00	1.62E-02	1.17E-02	5.67E-03
1:Del:T:2	2.54E-03	0.00E+00	0.00E+00	0.00E+00	1.92E-03	5.14E-04	1.21E-03	5.73E-03	9.58E-03	1.22E-05	2.73E-02	1.55E-02	4.00E-02	4.31E-02	2.14E-02	1.25E-02	2.04E-02
1:Del:T:3	3.21E-03	6.79E-04	9.20E-04	2.78E-07	3.27E-07	1.07E-02	1.30E-03	1.30E-02	4.75E-03	3.63E-07	3.25E-02	5.99E-02	3.14E-02	1.71E-02	3.26E-02	1.16E-02	2.73E-02
1:Del:T:4	2.18E-03	1.72E-07	2.50E-08	1.18E-07	1.28E-03	4.90E-07	1.74E-07	4.25E-03	2.92E-03	0.00E+00	3.36E-02	1.45E-02	4.90E-02	5.88E-02	2.86E-06	4.22E-06	1.16E-02
1:Del:T:5	5.68E-03	1.21E-07	8.28E-08	5.34E-07	2.55E-06	2.86E-03	6.79E-07	2.16E-07	2.87E-02	8.90E-03	6.19E-07	1.64E-02	4.64E-02	1.35E-02	1.29E-06	2.38E-06	8.37E-02
1:Ins:C:0	5.06E-08	1.32E-04	0.00E+00	4.97E-07	3.46E-07	5.88E-04	5.78E-04	0.00E+00	3.29E-04	6.98E-08	2.47E-08	0.00E+00	2.82E-03	1.49E-04	2.72E-03	1.28E-03	6.99E-04
1:Ins:C:1	4.15E-09	0.00E+00	0.00E+00	1.98E-08	1.85E-05	1.45E-03	7.39E-04	3.73E-06	2.07E-04	7.86E-08	2.89E-07	7.38E-04	2.00E-03	0.00E+00	1.38E-03	3.62E-07	6.36E-04
1:Ins:C:2	8.34E-09	9.39E-05	4.94E-08	1.43E-08	4.91E-09	3.91E-04	7.13E-04	0.00E+00	1.26E-08	1.50E-07	1.55E-03	6.57E-09	1.74E-03	0.00E+00	2.13E-03	3.38E-04	5.88E-04
1:Ins:C:3	4.09E-08	6.47E-09	9.80E-09	1.82E-04	0.00E+00	2.11E-04	8.88E-05	9.80E-09	3.38E-04	7.26E-08	0.00E+00	6.92E-08	1.89E-08	0.00E+00	9.76E-07	1.96E-04	0.00E+00
