MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	2.31E-03	1.37E-03	3.04E-02	1.72E-03	6.40E-02	5.49E-03	6.14E-02	3.88E-46	3.13E-02	4.55E-02	2.84E-02	4.21E-02
1:Del:C:1	3.91E-08	8.10E-08	3.37E-07	1.39E-08	1.14E-03	2.17E-03	2.26E-02	7.08E-03	3.43E-02	1.55E-02	3.44E-03	1.08E-02
1:Del:C:2	1.44E-07	2.10E-04	2.71E-08	0.00E+00	8.88E-04	8.18E-04	6.15E-06	2.97E-04	1.13E-03	5.86E-04	1.06E-03	2.10E-04
1:Del:C:3	4.76E-04	2.69E-04	1.65E-04	6.30E-04	2.48E-03	2.99E-46	5.48E-03	1.91E-03	3.10E-03	4.75E-03	5.28E-03	4.14E-03
1:Del:C:4	4.61E-08	0.00E+00	4.04E-02	8.58E-04	8.82E-03	2.85E-08	9.67E-02	4.53E-04	6.94E-03	5.79E-03	2.22E-04	1.49E-07
1:Del:C:5	3.23E-04	4.69E-04	1.05E-04	1.09E-03	0.00E+00	3.16E-04	1.56E-03	1.32E-04	3.41E-04	1.40E-46	2.20E-03	6.49E-03
1:Del:T:0	1.40E-46	0.00E+00	2.55E-08	2.07E-03	1.98E-02	4.65E-03	8.50E-02	7.30E-03	2.87E-02	6.18E-03	7.82E-03	1.30E-02
1:Del:T:1	3.15E-03	0.00E+00	2.94E-04	0.00E+00	6.44E-03	1.40E-03	1.95E-02	4.33E-03	8.15E-03	1.45E-02	5.01E-03	3.45E-02
1:Del:T:2	6.11E-04	1.46E-04	6.12E-04	0.00E+00	1.24E-02	7.04E-04	1.24E-02	1.45E-03	2.15E-02	2.23E-02	4.78E-03	7.61E-03
1:Del:T:3	8.73E-08	8.44E-04	2.92E-08	3.04E-03	2.17E-02	0.00E+00	1.61E-02	1.40E-46	1.79E-02	3.32E-02	6.30E-04	2.62E-02
1:Del:T:4	3.93E-04	1.40E-46	4.97E-08	3.01E-03	1.30E-02	0.00E+00	1.40E-46	1.40E-46	2.36E-02	4.92E-02	8.72E-03	1.71E-02
1:Del:T:5	5.14E-07	3.50E-08	3.39E-07	8.40E-03	3.25E-08	6.36E-08	6.56E-08	1.49E-03	5.71E-04	4.28E-03	1.21E-02	4.31E-03
1:Ins:C:0	5.39E-08	7.37E-05	5.90E-08	1.06E-08	1.17E-04	1.15E-03	1.19E-04	1.06E-03	2.35E-03	1.55E-07	9.19E-04	2.30E-03
1:Ins:C:1	4.04E-05	5.31E-08	1.40E-05	1.23E-04	5.16E-08	1.87E-04	6.90E-04	1.13E-03	8.11E-05	5.19E-07	1.11E-03	9.33E-04
1:Ins:C:2	3.38E-08	4.67E-08	2.61E-09	1.75E-05	5.07E-08	1.19E-03	4.71E-07	3.93E-04	1.16E-03	1.37E-03	1.05E-03	1.13E-03
1:Ins:C:3	7.53E-09	1.33E-04	2.20E-08	7.91E-05	0.00E+00	1.95E-05	6.33E-09	1.85E-04	0.00E+00	1.97E-07	4.36E-05	7.00E-04
1:Ins:C:4	7.82E-05	1.83E-04	3.47E-04	4.68E-04	0.00E+00	2.73E-04	1.68E-04	2.72E-04	8.17E-04	5.37E-03	7.20E-04	9.11E-04
1:Ins:C:5	0.00E+00	2.25E-03	3.20E-04	8.51E-04	4.23E-04	1.15E-04	2.00E-03	1.96E-04	5.15E-04	5.96E-03	4.04E-03	1.71E-02
1:Ins:T:0	0.00E+00	3.81E-04	2.14E-04	1.40E-46	2.14E-03	8.49E-04	6.73E-03	1.05E-07	7.52E-03	5.46E-03	8.73E-04	4.80E-03
1:Ins:T:1	2.04E-04	8.45E-05	0.00E+00	0.00E+00	1.73E-03	8.58E-04	9.15E-04	9.34E-05	3.24E-03	5.03E-03	2.06E-03	3.60E-04
1:Ins:T:2	4.09E-04	0.00E+00	1.04E-05	2.59E-04	4.06E-08	3.37E-04	1.22E-03	2.00E-04	1.91E-03	3.92E-03	1.38E-03	3.24E-03
1:Ins:T:3	8.04E-05	6.91E-04	0.00E+00	2.47E-04	7.74E-04	4.48E-04	6.94E-05	7.70E-05	8.62E-04	1.26E-03	6.93E-04	1.10E-02
1:Ins:T:4	2.77E-08	2.03E-03	1.58E-04	8.41E-04	1.18E-04	0.00E+00	7.83E-03	8.93E-04	1.10E-04	4.10E-03	2.80E-03	3.89E-02
1:Ins:T:5	1.44E-07	5.38E-03	1.54E-07	3.90E-08	1.27E-06	4.44E-05	1.68E-02	2.24E-03	8.40E-03	2.52E-02	7.94E-03	5.77E-02
2:Del:R:0	4.49E-05	5.15E-04	5.24E-04	1.56E-05	1.57E-03	2.56E-04	1.40E-46	2.69E-03	4.12E-03	2.97E-03	2.77E-03	4.79E-03
2:Del:R:1	0.00E+00	1.84E-04	0.00E+00	1.01E-03	1.48E-03	1.06E-03	1.25E-04	2.67E-03	1.40E-46	3.94E-03	5.90E-03	3.55E-03
2:Del:R:2	0.00E+00	7.75E-08	2.04E-08	2.48E-04	7.08E-04	2.17E-04	4.47E-08	0.00E+00	8.53E-04	8.32E-04	0.00E+00	2.82E-03
2:Del:R:3	1.05E-07	1.22E-04	8.61E-05	9.33E-05	1.12E-07	2.72E-08	4.15E-07	8.85E-05	1.63E-04	7.45E-04	3.77E-08	1.13E-03
2:Del:R:4	1.47E-04	1.85E-08	1.14E-05	3.98E-04	1.29E-05	0.00E+00	0.00E+00	1.37E-04	4.39E-04	1.24E-03	7.96E-04	7.41E-04
2:Del:R:5	4.86E-08	8.82E-08	2.13E-08	6.36E-08	1.85E-08	1.49E-04	9.37E-08	1.55E-04	1.49E-04	1.92E-03	3.95E-04	7.91E-04
3:Del:R:0	3.07E-04	1.08E-04	2.91E-04	1.94E-04	3.30E-04	2.55E-03	2.34E-03	1.27E-03	6.63E-04	2.10E-03	7.91E-03	3.45E-03
3:Del:R:1	3.32E-04	3.14E-04	8.09E-05	4.06E-04	5.24E-04	8.09E-04	5.54E-04	3.94E-04	1.04E-03	5.22E-03	1.48E-03	6.50E-03
3:Del:R:2	0.00E+00	1.91E-04	0.00E+00	2.28E-04	8.45E-04	0.00E+00	4.53E-04	2.55E-04	1.27E-03	1.45E-03	4.98E-05	7.35E-04
3:Del:R:3	1.40E-07	3.38E-08	5.59E-08	7.83E-05	2.42E-05	2.81E-09	1.52E-07	1.17E-04	1.14E-07	3.11E-04	3.07E-04	2.03E-04
3:Del:R:4	9.98E-09	3.05E-08	2.37E-08	1.40E-08	5.28E-08	1.26E-08	1.37E-07	2.80E-08	5.35E-08	1.32E-07	5.81E-08	2.68E-07
3:Del:R:5	3.12E-08	4.78E-08	6.33E-05	5.88E-08	1.57E-04	1.11E-07	1.01E-04	4.78E-08	5.84E-08	8.64E-08	1.15E-04	1.85E-07
4:Del:R:0	1.90E-04	5.51E-09	0.00E+00	3.79E-33	1.17E-03	1.79E-03	5.62E-04	1.74E-03	5.36E-04	2.40E-04	3.01E-03	1.25E-03
4:Del:R:1	4.84E-05	2.40E-04	1.86E-04	5.82E-04	9.17E-04	0.00E+00	1.79E-03	4.82E-04	1.67E-03	5.21E-03	1.24E-03	3.17E-03
4:Del:R:2	0.00E+00	0.00E+00	1.00E-07	1.24E-04	4.06E-04	3.78E-04	2.64E-04	3.30E-04	0.00E+00	9.05E-05	5.49E-04	8.83E-04
4:Del:R:3	9.98E-09	3.05E-08	2.37E-08	1.40E-08	5.28E-08	1.26E-08	1.37E-07	2.80E-08	5.35E-08	1.32E-07	5.81E-08	2.68E-07
4:Del:R:4	9.98E-09	3.05E-08	2.37E-08	1.40E-08	5.28E-08	1.26E-08	1.37E-07	2.80E-08	5.35E-08	1.32E-07	5.81E-08	2.68E-07
4:Del:R:5	5.60E-05	5.16E-08	7.78E-08	1.35E-07	5.63E-08	7.36E-07	1.59E-07	6.25E-08	8.53E-08	2.22E-04	1.58E-04	1.22E-04
5:Del:R:0	5.99E-08	3.61E-08	7.21E-04	4.20E-04	9.79E-08	1.28E-02	4.82E-03	2.04E-02	1.54E-02	2.14E-46	3.84E-02	8.66E-07
