Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	1.66E+00	1.13E+01	3.24E+00	1.15E+01	3.00E-01
V2	5.19E+00	4.71E+00	1.70E+00	1.37E+00	2.60E+00
V3	5.94E+00	6.00E-01	5.39E-01	3.80E+00	4.26E+00
V4	1.49E+01	5.97E+00	1.94E+00	6.02E+00	8.50E+00
V5	8.55E+00	1.74E+00	1.45E+00	6.05E+00	7.42E+00
V6	2.48E+00	2.78E+00	2.98E+00	1.92E+00	2.28E+00
V7	9.73E+00	2.61E+00	2.28E+00	8.74E+00	7.29E+00
V8	7.55E+00	5.13E+01	0.00E+00	5.70E+01	7.29E+00
V9	9.21E-01	8.00E-01	8.54E-01	8.03E-01	0.00E+00
V10	1.96E+00	5.68E+00	1.92E+00	7.59E+00	1.69E+00
V11	3.99E+00	3.00E+00	1.31E+00	9.19E-01	1.52E+00
V12	1.35E+00	2.60E+00	1.25E+00	3.41E+00	0.00E+00
V13	5.42E+00	7.21E+00	6.05E-01	4.51E+00	5.22E+00
V14	2.83E+00	8.82E-01	2.47E+00	9.89E-01	1.41E+00
V15	1.48E+01	1.45E+01	2.22E+00	6.70E-01	3.79E+00
V16	5.16E+00	5.02E+00	1.70E+00	2.59E+00	3.63E+00
V17	4.95E+00	1.39E+00	1.67E+00	5.50E+00	1.28E+00
V18	1.11E+01	1.63E+00	2.14E+00	8.67E+00	7.52E+00
V19	3.03E+00	1.53E+00	2.07E+00	2.48E+00	1.08E+00
V20	0.00E+00	3.56E+00	3.73E+00	2.77E+00	3.50E+00
V21	5.70E+00	1.78E+00	0.00E+00	4.20E+00	3.50E+00
V22	2.37E+00	2.52E+00	2.66E+00	2.39E+00	1.54E+00
V23	3.59E+00	1.66E+00	5.78E-01	2.25E+00	2.60E+00
V24	3.28E+00	1.89E+00	4.58E-01	1.75E+00	2.65E+00
V25	1.74E+01	1.22E+01	1.22E+00	2.79E+00	1.02E+01
V26	2.80E+00	4.07E-01	2.21E+00	1.90E+00	3.59E+00
V27	1.29E+01	9.94E-01	8.47E-01	1.14E+01	9.22E+00
V28	2.02E+00	1.12E+01	1.74E+00	9.81E+00	3.01E+00
