Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	1	126	137	0
V2	114	129	19	1	52
V3	35	0	3	11	34
V4	106	2	44	91	69
V5	51	14	33	16	39
V6	7	127	66	8	51
V7	50	75	119	8	41
V8	0	192	0	591	65
V9	23	0	5	6	0
V10	38	4	26	80	42
V11	85	72	14	0	10
V12	24	0	26	33	0
V13	13	47	5	86	142
V14	12	8	72	3	31
V15	80	567	82	0	61
V16	8	137	48	54	13
V17	117	33	41	4	1
V18	81	14	104	7	4
V19	150	3	52	34	12
V20	0	101	83	31	70
V21	34	23	0	2	54
V22	12	93	103	12	2
V23	306	16	3	6	52
V24	45	44	4	15	75
V25	142	4	13	174	7
V26	23	1	70	1	78
V27	79	4	8	9	124
V28	15	37	23	110	91
V29	254	52	146	1	12
V30	20	20	0	87	9
V31	214	100	43	17	27
V32	0	16	121	219	11
V33	287	58	259	10	47
V34	0	51	16	1	18
V35	39	5	3	42	29
V36	30	61	129	48	204
V37	15	3	106	3	8
V38	383	31	8	36	8
V39	56	29	274	0	311
V40	86	43	69	4	1
V41	239	138	33	19	43
V42	476	5	58	43	19
V43	41	82	24	0	8
V44	113	107	114	177	46
V45	133	38	5	9	146
V46	23	2	42	3	0
V47	8	24	179	72	53
V48	0	73	7	168	0
V49	43	103	46	0	17
V50	20	178	68	8	0
V51	41	246	2	232	9
V52	152	37	4	22	3
V53	15	148	11	85	256
V54	7	23	23	0	56
V55	95	91	57	0	2
V56	97	325	5	0	0
V57	0	19	236	94	130
V58	119	30	5	0	8
V59	78	231	8	0	182
V60	59	2	65	72	5
V61	8	69	397	30	53
V62	5	37	16	86	80
V63	134	4	285	25	29
V64	27	53	226	9	23
V65	368	5	7	1	12
V66	116	158	207	5	4
V67	727	114	3	61	167
V68	44	35	12	86	103
V69	376	2	7	10	58
V70	0	54	110	75	4
V71	0	89	70	219	54
V72	229	644	56	0	15
V73	0	142	2	5	7
V74	360	0	9	15	7
V75	14	41	65	6	54
V76	100	33	18	56	211
V77	42	99	19	93	1
V78	403	75	3	26	4
V79	0	158	4	84	165
V80	42	1	299	9	146
V81	8	17	111	18	0
V82	0	2	5	72	163
V83	43	13	248	108	7
V84	47	65	7	49	45
V85	80	2	4	10	119
V86	47	61	5	29	18
V87	35	0	70	182	23
V88	330	9	57	16	0
V89	0	146	60	308	59
V90	0	0	116	323	0
V91	215	1	23	11	20
V92	234	19	124	66	122
V93	147	1	0	38	6
V94	121	195	306	96	15
V95	0	208	18	132	24
V96	10	27	0	17	2
V97	0	213	22	0	135
V98	0	96	6	86	0
V99	49	2	1	0	7
V100	95	19	13	5	40
