Sample Names	MutationType	ID1	ID2	ID8	ID9	ID14	ID83F	ID83G
V1	1:Del:C:0	0.003968739942717437	0.0	0.0	0.0	0.4175633146651307	0.027603018118467625	0.5508649272736843
V1	1:Del:C:1	0.055104725885706786	0.0	0.0	0.0	0.19410568686126622	0.0	0.750789587253027
V1	1:Del:C:2	9.537971202280537e-16	0.0	0.0	0.0	0.2758157662465303	0.04141492473242745	0.6827693090210414
V1	1:Del:C:3	0.010502975283732069	0.0	0.0	0.0	0.0037574760173339277	0.882979336198079	0.10276021250085501
V1	1:Del:C:4	0.1553593674517955	0.0	0.0	0.0	0.6383224554995511	0.10862255172873092	0.09769562531992229
V1	1:Del:C:5	0.3293889150409573	0.0	0.0	0.0	0.3243330556917696	0.06978822703479419	0.27648980223247893
V1	1:Del:T:0	0.024779279407689446	0.0	0.0	0.0	0.4842808728324844	0.1042247134689301	0.3867151342908962
V1	1:Del:T:1	9.799180640567853e-17	0.0	0.0	0.0	0.03533574473365149	0.13346569866770336	0.8311985565986452
V1	1:Del:T:2	0.0467480733197659	0.0	0.0	0.0	0.758739201809541	0.0678381018474076	0.1266746230232855
V1	1:Del:T:3	0.06374361530580658	0.0	0.0	0.0	0.6679489504031836	0.06273130156950374	0.205576132721506
V1	1:Del:T:4	0.1084908069035492	0.0	0.0	0.0	0.4724249150319934	0.010567447586002632	0.40851683047845466
V1	1:Del:T:5	6.122254621948458e-17	0.0	0.0	0.0	0.9999768606010289	1.9655277825313984e-05	3.484121145828896e-06
V1	1:Ins:C:0	5.195881560973533e-18	0.0	0.0	0.0	0.9985852396576064	4.444338896591818e-07	0.0014143159085039908
V1	1:Ins:C:1	1.700454342569799e-16	0.0	0.0	0.0	0.9189852943556001	0.0018254711589212572	0.0791892344854786
V1	1:Ins:C:2	1.2208959171123109e-15	0.0	0.0	0.0	0.3402242250710647	0.0	0.659775774928934
V1	1:Ins:C:3	0.2506189131339736	0.0	0.0	0.0	0.6488246512222883	0.1005414892229089	1.494642082917823e-05
V1	1:Ins:C:4	0.2841637411214139	0.0	0.0	0.0	0.3430133472773882	0.0	0.3728229116011979
V1	1:Ins:C:5	0.6722591043639856	0.0	0.0	0.0	0.0888227538142277	0.01435179806722439	0.22456634375456228
V1	1:Ins:T:0	0.04394123734376296	0.0	0.0	0.0	0.8784462882344886	0.02269502516237967	0.05491744925936898
V1	1:Ins:T:1	0.004363067898881442	0.0	0.0	0.0	0.479854776289833	0.009461614371004227	0.5063205414402814
V1	1:Ins:T:2	0.04695941937615381	0.0	0.0	0.0	0.604921858989523	2.7316586678858556e-06	0.3481159899756553
V1	1:Ins:T:3	0.6066222773134884	0.0	0.0	0.0	0.23493810182521588	0.022758396769681458	0.13568122409161437
V1	1:Ins:T:4	0.5301856960753685	0.0	0.0	0.0	0.21332729552419885	3.8243433992007e-07	0.25648662596609284
V1	1:Ins:T:5	0.6891781488111964	0.0	0.0	0.0	0.25206500210673627	3.759349171847199e-07	0.05875647314715026
V1	2:Del:R:0	0.10412543275507358	0.0	0.0	0.0	0.14066530229019447	0.0	0.755209264954732
V1	2:Del:R:1	0.08176210556745687	0.0	0.0	0.0	0.6192665356688754	0.03708375276370787	0.2618876059999599
V1	2:Del:R:2	0.09853383164824331	0.0	0.0	0.0	0.7884186366200103	0.0	0.11304753173174632
V1	2:Del:R:3	0.21130000308042773	0.0	0.0	0.0	0.27230456007214215	0.4608826825852738	0.05551275426215645
V1	2:Del:R:4	0.11251657678510861	0.0	0.0	0.0	0.0040679070068462345	9.737579991963222e-05	0.8833181404081254
V1	2:Del:R:5	2.4563860485800508e-15	0.0	0.0	0.0	0.04540232581635272	4.960686111460305e-05	0.9545480673225303
