NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	100.015	37.287	28.476	26.084	0.214	0.954	20000.0
2	103.023	38.44	29.479	26.856	0.227	0.954	30000.0
3	101.385	38.427	28.647	26.7	0.231	0.952	30000.0
4	101.279	37.669	29.122	26.367	0.22	0.953	30000.0
5	101.121	37.648	28.173	25.403	0.223	0.958	30000.0
6	101.943	37.901	29.157	26.24	0.221	0.953	20000.0
7	100.632	37.473	28.607	25.955	0.221	0.956	20000.0
8	101.418	37.433	29.294	26.097	0.216	0.956	20000.0
9	103.072	38.465	29.392	26.641	0.232	0.951	30000.0
10	100.884	37.427	28.434	25.817	0.22	0.955	50000.0
