Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	295	87	39	2	122	76	51	0	0	63	7
V2	0	286	5	19	16	0	0	0	6	0	1
V3	79	5	114	136	0	0	0	62	0	0	0
V4	3	10	0	0	0	2	0	0	0	0	0
V5	198	30	31	23	120	8	70	14	2	0	0
V6	21	0	20	139	8	18	22	0	3	13	20
V7	157	31	11	63	0	42	0	9	28	3	0
V8	29	97	49	28	0	57	0	48	47	80	0
V9	5	2	14	3	6	54	0	26	27	0	3
V10	34	3	30	61	1	138	0	59	31	26	0
V11	21	202	199	122	118	89	103	0	4	16	4
V12	2	0	2	0	0	1	0	6	9	22	0
V13	8	19	0	5	56	24	44	0	0	11	44
V14	118	20	6	21	46	20	62	0	1	1	56
V15	127	23	35	1	0	29	0	29	32	33	0
V16	41	9	0	11	223	87	109	0	57	3	10
V17	45	5	1	0	31	12	9	5	0	22	6
V18	3	0	0	176	0	59	0	0	54	18	0
V19	15	0	13	15	1	2	20	33	0	1	8
V20	5	7	0	155	218	0	2	0	0	13	167
V21	31	17	9	15	21	31	26	0	8	23	0
V22	28	42	0	4	43	4	105	0	16	14	38
V23	6	1	0	65	0	1	0	0	5	0	0
V24	163	4	1	124	0	85	0	0	21	18	0
V25	16	1	6	110	2	0	0	8	6	19	2
V26	274	25	0	0	2	5	0	0	0	0	0
V27	0	3	6	7	46	43	28	0	123	45	4
V28	51	29	41	61	0	1	0	60	1	18	4
V29	2	0	23	0	1	0	1	4	11	12	2
V30	189	79	56	57	0	0	51	43	0	0	71
V31	0	16	4	3	118	21	84	0	20	42	6
V32	38	38	29	16	15	6	20	38	10	28	25
V33	0	3	10	1	142	118	63	0	93	6	79
V34	39	5	48	9	65	15	44	0	31	0	64
V35	22	21	34	10	0	176	0	55	104	16	1
V36	33	0	37	15	15	0	14	50	0	0	0
V37	1	5	0	2	0	1	0	9	3	2	0
V38	0	41	25	1	6	19	36	37	0	3	0
V39	33	34	2	0	0	20	0	0	13	18	4
V40	2	58	3	11	4	10	10	56	0	2	0
V41	4	32	32	0	4	16	12	33	2	0	6
V42	37	35	36	15	37	64	77	9	6	0	58
V43	2	14	0	1	22	3	7	5	4	0	5
V44	27	148	6	0	0	119	0	0	28	58	0
V45	2	31	42	0	10	4	1	56	0	0	0
V46	0	27	7	44	0	0	0	9	0	0	2
V47	0	1	42	2	0	85	0	0	42	42	0
V48	6	9	106	72	148	6	343	53	2	37	40
V49	58	155	0	5	1	10	0	0	0	30	0
V50	0	24	77	70	27	12	0	127	0	7	0
V51	0	10	162	8	63	4	3	18	0	3	51
V52	1	6	28	0	7	11	67	0	17	0	37
V53	42	5	0	1	3	47	23	6	13	1	8
V54	21	237	170	20	96	1	27	17	25	11	17
V55	44	71	6	4	7	48	23	12	62	14	5
V56	38	0	66	115	3	0	0	0	21	9	0
V57	118	51	13	6	143	9	30	4	1	24	4
V58	344	91	31	1	42	5	37	50	1	0	24
V59	0	27	5	20	55	39	84	0	0	28	24
V60	7	2	0	0	12	1	14	0	6	0	23
V61	0	42	81	0	8	10	35	49	0	0	0
V62	0	5	12	27	142	26	101	30	72	0	50
V63	0	3	40	47	143	60	31	19	94	65	144
V64	31	21	30	98	10	6	7	0	0	24	8
V65	0	9	0	0	4	58	0	0	28	31	4
V66	133	23	3	84	0	0	1	4	2	6	0
V67	22	35	0	0	0	0	0	1	0	4	0
V68	45	1	295	0	33	10	2	129	0	2	10
V69	43	3	63	0	0	0	0	22	0	0	0
V70	22	0	12	6	1	7	2	12	2	1	0
V71	5	121	11	0	80	224	80	18	59	99	11
V72	19	12	67	21	15	3	26	47	0	11	24
V73	2	0	69	28	17	0	0	5	8	16	7
V74	13	18	9	4	0	12	0	5	3	4	0
V75	12	18	41	5	20	10	3	35	0	0	17
V76	4	239	8	18	81	100	31	0	58	3	23
V77	2	0	1	5	0	5	0	2	0	0	0
V78	0	17	17	83	0	8	5	44	1	4	10
V79	110	0	26	5	5	0	0	59	13	35	0
V80	0	10	0	91	32	50	1	0	64	19	0
V81	114	91	0	1	0	0	0	2	1	0	0
V82	65	61	94	52	10	2	49	36	12	1	34
V83	21	45	33	36	0	34	0	9	23	5	0
V84	17	3	33	205	26	54	44	0	0	0	49
V85	45	22	28	98	0	12	104	1	21	57	0
V86	0	31	10	3	2	1	3	12	4	0	4
V87	96	23	13	0	18	8	6	16	0	26	38
V88	88	21	117	163	4	5	26	16	3	46	20
V89	61	49	91	0	3	2	3	47	0	9	17
V90	10	6	1	48	0	111	0	0	40	108	0
V91	9	52	3	3	40	6	14	6	13	4	4
V92	5	43	21	6	39	76	30	0	5	18	74
V93	5	127	54	36	9	18	40	8	5	14	22
V94	13	6	5	5	0	17	0	22	2	8	0
V95	17	26	0	10	31	28	22	0	3	9	40
V96	54	64	50	3	0	21	20	13	0	14	29
V97	41	4	13	0	2	0	6	13	0	0	12
V98	30	85	204	21	0	39	2	0	0	94	3
V99	365	1	0	7	69	18	65	0	31	15	11
V100	0	53	4	5	12	19	0	0	63	18	8
