NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	105.441	39.625	36.823	32.297	0.213	0.922	20000.0
2	102.624	38.455	36.251	31.77	0.2	0.925	40000.0
3	105.315	38.456	31.532	29.391	0.224	0.934	30000.0
4	104.741	37.716	33.74	30.219	0.22	0.932	20000.0
5	104.024	38.949	30.314	29.249	0.229	0.934	70000.0
6	104.8	38.898	36.968	32.278	0.208	0.924	30000.0
7	103.516	39.331	36.211	32.525	0.21	0.923	30000.0
8	105.185	38.805	31.169	29.215	0.229	0.933	20000.0
9	104.566	39.948	36.241	32.578	0.217	0.922	40000.0
10	106.087	40.147	37.374	33.001	0.218	0.921	30000.0
