Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	23	29	12	9	6	11	16	1	0	28
V2	138	7	313	44	12	5	8	8	44	37
V3	35	5	12	76	6	3	0	17	81	0
V4	29	0	10	28	10	5	0	40	15	22
V5	121	0	15	48	0	4	0	40	42	0
V6	12	30	16	28	22	24	12	0	4	24
V7	156	13	169	16	4	9	23	6	2	0
V8	5	50	31	11	0	47	97	3	2	25
V9	151	15	7	1	10	0	3	0	4	11
V10	12	17	19	2	108	32	19	28	0	0
V11	45	48	1	0	25	5	35	0	1	0
V12	37	175	195	6	17	0	9	47	21	55
V13	4	187	0	232	0	24	0	50	129	0
V14	3	36	4	62	5	60	87	28	59	0
V15	6	11	0	115	0	1	0	31	28	0
V16	29	124	32	33	33	0	2	28	36	3
V17	16	27	3	7	0	7	6	6	0	14
V18	21	0	18	1	34	53	139	3	2	0
V19	90	175	60	1	23	10	2	6	0	6
V20	236	4	96	8	14	19	13	10	21	0
V21	112	0	0	398	65	58	44	77	72	0
V22	53	27	77	19	20	9	5	71	47	0
V23	217	16	2	0	4	0	0	1	0	0
V24	51	25	3	13	1	8	25	0	10	0
V25	26	35	1	73	0	0	0	34	23	0
V26	54	0	84	0	196	0	0	13	0	21
V27	154	7	10	40	9	5	32	0	8	0
V28	0	305	162	10	54	5	0	25	0	56
V29	0	17	64	25	50	0	0	23	2	58
V30	17	0	0	68	3	34	0	1	41	0
V31	1	0	129	2	36	4	9	6	0	0
V32	1	31	0	36	51	30	0	13	1	42
V33	5	11	112	44	129	68	0	67	0	6
V34	4	19	0	12	196	0	5	29	38	0
V35	0	17	23	27	29	0	0	9	3	8
V36	21	0	38	6	25	45	193	22	6	0
V37	14	64	2	189	20	35	125	23	35	26
V38	234	397	167	38	0	0	0	15	12	0
V39	0	117	56	63	53	0	22	7	0	1
V40	15	246	0	34	82	0	2	2	133	25
V41	11	5	85	40	5	9	0	0	0	0
V42	39	0	0	2	16	15	0	7	0	1
V43	14	50	7	5	1	9	8	0	6	0
V44	0	0	6	1	84	90	100	70	0	27
V45	69	216	27	0	0	9	8	3	0	31
V46	160	205	106	19	2	0	0	4	7	10
V47	2	126	53	152	0	0	1	13	59	0
V48	2	0	48	97	19	0	3	18	2	37
V49	2	0	53	47	8	0	49	5	28	0
V50	0	5	117	0	9	23	30	3	1	26
V51	97	12	80	27	35	28	2	13	8	4
V52	16	0	26	121	100	6	6	40	26	15
V53	18	10	126	14	38	99	90	50	0	68
V54	3	1	21	7	16	25	64	21	14	0
V55	303	1	133	0	20	0	0	16	7	64
V56	4	28	69	15	0	13	0	0	21	30
V57	1	109	92	18	29	15	31	8	18	4
V58	0	21	5	0	10	50	4	12	0	30
V59	128	20	14	2	10	40	8	0	0	29
V60	1	0	28	13	54	0	1	53	3	0
V61	0	4	10	5	5	0	0	3	1	0
V62	70	29	69	4	5	45	26	8	9	30
V63	69	9	0	2	5	0	1	2	6	0
V64	1	0	31	3	1	33	32	6	2	0
V65	305	158	0	40	0	6	0	3	26	0
V66	0	15	4	42	5	4	34	0	3	3
V67	0	175	17	2	11	106	0	2	0	22
V68	87	35	0	2	6	17	2	0	5	0
V69	35	1	87	3	37	104	44	22	0	1
V70	13	87	3	32	0	0	8	28	42	0
V71	25	16	14	6	173	9	56	3	2	0
V72	134	0	0	1	6	1	11	1	0	0
V73	14	0	98	15	15	46	61	0	0	0
V74	44	3	14	9	64	612	23	0	1	0
V75	8	67	14	2	30	0	0	12	1	18
V76	148	19	19	2	19	0	54	5	0	13
V77	27	21	9	33	96	0	11	23	17	17
V78	42	0	1	203	24	11	27	9	34	0
V79	2	76	0	5	38	41	2	13	12	19
V80	6	221	58	30	73	25	38	1	24	10
V81	0	41	0	34	0	21	2	5	6	0
V82	8	2	37	29	0	0	2	4	24	3
V83	1	3	11	14	78	11	0	40	6	10
V84	47	31	16	0	7	0	7	2	7	0
V85	60	25	121	5	6	2	28	4	3	4
V86	20	3	18	1	10	2	0	2	2	6
V87	2	33	0	2	0	35	0	2	8	14
V88	77	43	15	5	142	13	17	23	21	56
V89	40	63	4	32	0	4	1	11	38	9
V90	3	0	58	57	0	4	0	33	28	0
V91	5	0	14	28	7	28	4	11	42	0
V92	3	0	7	140	152	27	19	153	51	87
V93	48	177	1	1	0	0	1	0	2	14
V94	24	0	132	7	52	29	19	6	1	24
V95	46	13	31	49	28	69	11	3	0	6
V96	0	0	20	2	0	15	45	2	0	8
V97	43	0	11	0	19	14	18	1	0	0
V98	0	33	71	3	5	21	7	2	3	12
V99	9	8	15	10	2	92	36	7	0	0
V100	155	17	56	2	3	0	0	3	0	21
