Samples	ID83A	ID83B	ID83C
V1	1.92E+01	1.55E+01	1.73E+01
V2	1.60E+01	1.07E+01	8.34E+00
V3	1.87E+01	1.74E+01	1.58E+01
V4	7.52E+00	6.65E+00	6.60E+00
V5	1.29E+01	1.09E+01	6.70E+00
V6	8.68E+00	6.84E+00	7.09E+00
V7	1.38E+01	3.42E+00	1.35E+01
V8	1.75E+01	1.89E+01	1.70E+01
V9	3.53E+01	2.29E+01	2.58E+01
V10	7.66E+00	5.39E+00	5.40E+00
V11	5.59E+00	3.96E+00	3.71E+00
V12	5.81E-01	1.37E+00	1.52E+00
V13	2.56E+01	2.11E+01	2.17E+01
V14	2.51E+01	2.02E+01	1.72E+01
V15	3.10E+01	2.07E+01	1.75E+01
V16	1.04E+01	1.02E+01	6.71E+00
V17	1.85E+01	1.49E+01	1.60E+01
V18	1.27E+01	8.79E+00	8.84E+00
V19	4.50E+00	3.54E+00	5.08E+00
V20	1.61E+01	1.15E+01	1.30E+01
V21	4.14E+01	2.45E+00	4.05E+01
V22	2.70E+00	1.31E+00	2.47E+00
V23	1.02E+01	9.28E+00	4.28E+00
V24	1.47E+01	1.20E+01	9.54E+00
V25	5.34E+00	5.08E+00	4.54E+00
V26	1.38E+01	9.19E+00	8.29E+00
V27	4.58E+01	1.34E+01	4.41E+01
V28	8.57E+00	6.24E+00	6.97E+00
V29	3.18E+01	4.47E+00	3.21E+01
V30	2.60E+01	2.53E+01	2.20E+01
V31	8.48E+00	4.05E+00	5.89E+00
V32	1.66E+01	1.56E+01	2.53E+00
V33	7.06E+00	4.82E+00	5.78E+00
V34	4.23E+00	3.90E+00	2.93E+00
V35	3.16E+01	2.21E+01	1.60E+01
V36	3.33E+00	1.67E+00	2.42E+00
V37	1.09E+01	7.56E+00	6.28E+00
V38	1.94E+01	5.04E+00	1.80E+01
V39	9.08E+00	7.86E+00	4.31E+00
V40	6.88E+01	7.18E+01	6.68E+01
V41	1.48E+01	2.48E+00	1.38E+01
V42	7.09E+00	1.87E+00	7.17E+00
V43	3.96E+01	3.21E+01	2.92E+01
V44	1.42E+01	1.16E+01	3.74E+00
V45	4.23E+01	3.68E+01	3.19E+01
V46	4.19E+01	4.15E+01	3.71E+01
V47	8.78E+00	5.57E+00	6.68E+00
V48	3.06E+01	2.92E+01	2.48E+01
V49	9.79E+00	6.39E+00	7.65E+00
V50	1.73E+01	1.70E+01	1.59E+00
V51	1.84E+01	1.64E+01	1.22E+01
V52	1.45E+01	7.95E+00	1.36E+01
V53	2.55E+01	1.66E+01	1.46E+01
V54	5.27E+00	2.97E+00	5.33E+00
V55	4.14E+00	4.14E+00	0.00E+00
V56	2.46E+01	6.05E+00	2.43E+01
V57	7.28E+00	7.52E+00	7.24E+00
V58	2.44E+01	2.20E+01	1.50E+01
V59	2.64E+00	2.20E+00	2.69E+00
V60	1.74E+01	1.39E+01	7.77E+00
V61	5.13E+00	4.26E+00	3.52E+00
V62	1.02E+01	6.27E+00	7.27E+00
V63	6.95E+00	2.23E+00	6.57E+00
V64	1.61E+01	1.67E+01	2.24E+00
V65	9.60E-01	6.99E-01	1.09E+00
V66	7.14E+00	5.17E+00	4.31E+00
V67	5.11E+00	1.96E+00	3.50E+00
V68	4.29E+01	3.92E+01	2.65E+01
V69	5.72E+01	4.35E+01	4.15E+01
V70	1.47E+01	8.07E+00	1.14E+01
V71	2.13E+01	2.08E+01	2.34E+01
V72	1.87E+01	4.93E+00	1.69E+01
V73	2.38E+01	8.00E-01	2.36E+01
V74	2.79E+01	2.22E+01	2.05E+01
V75	4.68E+00	3.66E+00	3.64E+00
V76	1.66E+01	1.26E+01	1.02E+01
V77	3.33E+01	1.72E+01	3.42E+01
V78	1.56E+01	6.57E+00	1.63E+01
V79	1.13E+01	1.05E+00	1.09E+01
V80	3.37E+01	3.19E+01	3.02E+01
V81	2.51E+01	2.57E+01	8.60E+00
V82	1.03E+00	9.78E-01	1.36E+00
V83	1.62E+01	1.11E+01	8.85E+00
V84	6.70E+00	3.41E+00	4.60E+00
V85	3.69E+01	2.76E+01	1.62E+01
V86	1.90E+00	4.85E+00	4.97E+00
V87	2.94E+00	8.79E-01	2.88E+00
V88	5.50E+00	4.71E+00	2.88E+00
V89	4.57E+01	4.26E+01	3.75E+01
V90	3.39E+01	3.08E+01	2.84E+01
V91	9.81E+00	5.26E+00	7.76E+00
V92	3.61E+00	3.85E+00	1.97E+00
V93	1.36E+01	1.09E+01	1.09E+01
V94	1.83E+01	1.21E+01	1.18E+01
V95	2.40E+01	1.72E+01	1.59E+01
V96	1.30E+01	9.19E+00	9.03E+00
V97	1.65E+01	1.08E+01	8.14E+00
V98	1.65E+01	1.39E+01	7.87E+00
V99	1.87E+01	3.07E+00	1.78E+01
V100	1.91E+00	1.65E+00	1.06E+00
