De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature 83-A, 0, 0, 0, 1, 1
Signature 83-B, Signature ID1 (100.00%), 4.70,  0.81, 0.035, 1.00, 1.00
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID9 (100.00%), 8.19,  3.91, 0.092, 1.00, 1.00
Signature 83-E, Signature ID8 (100.00%), 17.45,  9.29, 0.068, 1.00, 1.00
Signature 83-F, Signature ID2 (100.00%), 12.28,  2.18, 0.068, 1.00, 1.00
