Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	1	5	3	2	6	0	0	0	9	0	0	1
V2	23	34	126	7	39	15	4	22	0	8	14	67
V3	0	145	26	9	33	2	16	5	0	3	0	13
V4	45	1	25	12	4	3	0	13	0	6	0	6
V5	44	0	19	21	0	141	0	22	67	51	2	34
V6	7	7	80	18	19	15	143	8	0	9	0	20
V7	0	4	1	173	1	0	0	0	131	0	34	0
V8	9	99	29	5	34	2	34	4	9	0	0	0
V9	0	32	0	52	33	25	57	0	23	84	18	17
V10	0	17	143	104	14	0	7	0	87	0	0	10
V11	0	76	54	50	2	45	10	20	0	0	13	24
V12	17	310	52	54	0	4	5	0	0	20	54	0
V13	107	41	41	12	13	14	26	27	0	10	7	0
V14	20	249	17	1	10	0	10	2	0	0	0	7
V15	1	0	0	51	10	5	35	14	4	6	10	10
V16	3	19	205	0	96	94	134	58	0	23	15	27
V17	228	34	69	1	22	14	8	44	22	1	0	10
V18	1269	14	38	16	44	0	60	14	12	2	3	0
V19	11	3	0	33	43	5	45	13	24	19	2	0
V20	26	10	2	73	14	3	115	1	60	2	0	0
V21	66	29	6	4	0	0	25	4	3	4	1	0
V22	22	27	0	0	71	22	7	44	13	9	0	31
V23	61	0	24	60	118	28	34	36	0	55	76	71
V24	5	129	1	0	0	20	9	12	0	9	0	0
V25	25	23	1	23	2	0	9	0	4	2	18	4
V26	49	70	0	6	71	13	0	18	5	2	0	25
V27	15	5	6	0	76	32	46	124	6	0	0	0
V28	1	15	26	0	0	5	2	25	6	0	0	0
V29	43	8	11	45	3	99	0	86	0	18	0	6
V30	42	64	34	3	0	30	0	27	4	0	11	0
V31	26	184	6	0	14	69	5	68	19	53	0	5
V32	45	27	57	9	31	94	35	96	18	0	11	2
V33	98	13	3	0	4	26	6	55	0	58	0	0
V34	6	32	77	4	41	3	2	19	11	24	2	0
V35	24	39	6	142	2	88	0	159	113	0	267	36
V36	9	3	50	18	9	8	0	7	7	0	0	0
V37	4	79	79	4	21	8	66	36	0	21	0	0
V38	27	211	50	3	6	50	11	10	9	20	15	2
V39	0	165	78	71	185	3	48	0	16	62	7	46
V40	51	45	36	1	10	60	1	34	17	25	0	9
V41	6	15	117	0	66	0	30	0	11	15	1	2
V42	8	32	19	124	1	17	0	13	35	35	47	0
V43	98	51	25	68	74	1	0	0	26	10	36	0
V44	146	43	0	5	13	6	20	0	0	7	17	20
V45	8	15	126	49	123	16	162	6	0	0	34	0
V46	37	1	2	61	16	0	5	1	20	18	3	0
V47	3	8	28	139	45	6	10	24	43	0	25	0
V48	39	17	125	36	0	87	0	25	0	67	15	0
V49	17	0	7	0	1	3	0	5	0	3	0	0
V50	12	39	107	5	1	44	2	43	29	50	18	0
V51	9	44	0	48	3	5	5	4	0	14	16	27
V52	6	12	20	46	40	29	53	17	23	10	7	0
V53	32	7	163	49	18	0	4	0	7	25	55	0
V54	19	4	19	47	85	0	0	0	0	11	43	19
V55	46	24	21	15	23	116	0	160	8	47	4	0
V56	32	248	0	23	246	255	132	42	67	56	0	2
V57	4	35	18	0	158	56	126	9	0	22	0	56
V58	2	1	14	13	16	24	5	45	0	73	2	0
V59	122	46	11	20	1	0	5	0	0	9	8	15
V60	72	153	17	54	0	77	0	2	13	1	22	1
V61	21	63	2	99	0	37	0	44	0	26	0	1
V62	9	49	0	21	19	64	68	54	0	0	0	0
V63	29	95	0	52	0	0	2	0	13	4	6	2
V64	95	50	90	24	16	0	2	0	75	0	44	38
V65	237	25	32	0	5	94	16	26	8	0	0	31
V66	168	0	1	51	106	0	15	0	66	68	53	0
V67	2	27	11	1	11	0	0	0	0	2	3	0
V68	117	3	0	0	5	0	5	0	0	1	2	0
V69	6	2	17	0	11	2	1	13	8	0	0	0
V70	2	36	27	0	47	1	83	0	0	0	0	10
V71	2	0	99	148	0	0	0	0	0	4	4	3
V72	10	7	1	59	4	18	1	10	17	21	12	0
V73	0	18	40	2	21	5	44	8	4	0	7	1
V74	29	23	192	21	3	19	0	25	24	10	10	0
V75	39	0	9	9	3	1	10	0	0	8	14	5
V76	66	135	3	10	368	0	183	0	0	0	0	0
V77	3	62	16	22	7	0	1	0	0	1	13	9
V78	6	41	81	70	0	7	0	2	72	35	39	0
V79	23	3	462	121	0	31	0	19	0	4	21	0
V80	17	25	11	7	26	0	59	0	0	0	0	2
V81	105	0	0	29	3	51	1	47	10	3	20	0
V82	105	64	0	0	1	3	0	0	0	0	0	5
V83	8	33	30	0	22	0	0	0	0	2	4	0
V84	9	16	56	10	3	8	0	28	12	0	17	0
V85	0	0	32	1	31	10	6	11	0	0	2	13
V86	61	333	51	4	6	0	0	2	5	0	0	0
V87	86	51	5	65	0	0	0	0	4	7	50	0
V88	25	42	47	37	3	146	4	112	5	81	1	3
V89	58	9	2	141	17	61	3	11	39	31	61	0
V90	23	1	0	37	19	0	42	0	50	19	4	0
V91	59	35	16	22	4	0	3	0	18	9	15	17
V92	5	4	18	4	11	77	11	49	8	33	4	0
V93	0	76	70	0	0	0	6	10	0	0	10	17
V94	16	45	1	2	2	1	5	3	0	2	0	5
V95	14	8	38	0	10	0	35	0	7	1	0	17
V96	50	30	23	36	18	2	12	0	45	0	5	10
V97	40	0	1	3	9	16	0	0	10	5	0	9
V98	5	22	6	4	0	156	2	40	7	6	9	0
V99	5	127	42	0	0	1	0	0	4	0	5	8
V100	14	62	1	33	0	22	0	38	26	0	3	20
