MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.17E-04	2.17E-03	9.96E-03	3.93E-03	0.00E+00	8.31E-04	2.47E-02	1.02E-02	2.88E-02
1:Del:C:1	5.18E-04	6.30E-04	7.35E-03	4.62E-03	7.55E-05	1.26E-05	1.77E-02	5.19E-03	1.24E-02
1:Del:C:2	5.63E-05	1.88E-04	5.21E-04	7.07E-04	0.00E+00	4.78E-08	1.36E-03	1.25E-03	3.38E-04
1:Del:C:3	0.00E+00	8.48E-05	1.91E-03	1.06E-03	3.05E-04	5.83E-08	7.10E-03	3.66E-03	3.19E-03
1:Del:C:4	1.07E-04	2.66E-03	2.23E-03	6.18E-04	5.11E-04	0.00E+00	8.13E-03	1.12E-02	1.25E-02
1:Del:C:5	4.13E-04	5.57E-09	4.50E-09	3.33E-05	1.64E-03	4.08E-04	5.34E-04	6.70E-03	9.71E-03
1:Del:T:0	8.43E-04	4.93E-04	8.03E-03	3.51E-03	1.15E-03	2.49E-03	2.38E-02	1.53E-02	2.85E-02
1:Del:T:1	4.84E-04	4.24E-04	5.65E-03	1.39E-03	0.00E+00	1.24E-04	1.36E-02	3.60E-03	1.52E-02
1:Del:T:2	1.40E-46	0.00E+00	2.98E-03	1.66E-03	7.01E-04	1.84E-04	9.69E-03	7.07E-03	9.44E-03
1:Del:T:3	1.40E-04	1.53E-04	5.97E-03	0.00E+00	1.67E-03	7.54E-04	2.09E-02	3.76E-03	1.61E-02
1:Del:T:4	8.09E-04	9.93E-04	5.28E-03	2.48E-03	2.64E-03	3.99E-04	2.93E-02	1.66E-02	1.52E-02
1:Del:T:5	7.68E-08	9.21E-08	1.90E-07	8.49E-04	4.84E-03	1.48E-07	5.22E-02	6.37E-02	3.34E-02
1:Ins:C:0	4.26E-08	1.72E-08	3.82E-08	4.28E-04	5.81E-09	1.70E-08	5.31E-07	7.75E-04	7.12E-07
1:Ins:C:1	4.89E-08	2.83E-08	3.50E-08	4.33E-04	1.04E-08	4.12E-05	6.73E-05	1.18E-03	5.11E-04
1:Ins:C:2	4.09E-08	4.87E-08	2.77E-08	2.82E-04	2.18E-05	3.72E-08	2.66E-07	7.06E-04	4.95E-04
