NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.656	18.488	11.249	11.586	0.089	0.991	50000.0
2	47.221	18.585	11.151	12.073	0.088	0.99	60000.0
3	48.862	18.775	11.274	11.549	0.09	0.991	50000.0
4	46.315	17.489	10.656	11.082	0.09	0.991	50000.0
5	47.356	17.997	11.131	11.467	0.085	0.991	50000.0
6	45.852	17.19	11.07	11.174	0.083	0.992	50000.0
7	49.307	19.555	11.738	12.361	0.093	0.99	40000.0
8	51.299	19.598	12.533	13.023	0.088	0.988	90000.0
9	47.658	18.12	11.173	11.507	0.089	0.991	60000.0
10	47.399	18.549	11.441	11.894	0.088	0.99	40000.0
