MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.40E-46	1.43E-02	1.10E-03	1.31E-02	1.34E-02	5.17E-03	2.96E-03	1.78E-02	1.66E-02	1.91E-02	5.40E-02
1:Del:C:1	1.78E-04	3.54E-03	0.00E+00	1.34E-02	5.51E-03	5.61E-03	8.93E-04	5.08E-07	1.62E-02	2.54E-02	2.12E-02
1:Del:C:2	6.17E-08	4.32E-02	6.25E-05	1.41E-03	4.37E-03	8.86E-03	1.09E-03	4.96E-02	3.31E-02	2.19E-06	1.46E-03
1:Del:C:3	3.03E-04	7.85E-04	2.77E-04	1.35E-03	1.96E-03	1.95E-03	0.00E+00	6.28E-03	2.69E-03	2.49E-03	1.04E-02
1:Del:C:4	0.00E+00	1.09E-03	5.53E-04	2.49E-03	5.66E-04	2.20E-04	4.80E-04	1.25E-03	2.12E-03	1.17E-03	1.05E-02
1:Del:C:5	6.31E-04	4.64E-04	6.02E-04	6.20E-04	3.71E-04	3.29E-03	0.00E+00	8.79E-05	5.49E-03	1.99E-03	1.92E-03
1:Del:T:0	1.84E-04	2.25E-03	1.50E-03	1.01E-02	5.26E-03	5.85E-03	1.74E-03	2.02E-03	6.78E-03	9.36E-03	2.71E-02
1:Del:T:1	1.12E-03	9.76E-07	5.13E-05	2.81E-03	1.85E-03	5.23E-04	2.28E-04	3.13E-03	2.87E-03	6.17E-03	8.67E-03
1:Del:T:2	8.04E-05	4.10E-03	1.07E-03	3.72E-03	0.00E+00	1.75E-03	1.22E-03	3.32E-03	1.66E-02	7.83E-03	1.96E-02
1:Del:T:3	1.15E-03	2.05E-03	1.20E-03	8.69E-03	8.65E-04	4.22E-03	7.27E-04	5.95E-04	1.39E-02	5.86E-03	1.49E-02
1:Del:T:4	4.50E-04	4.88E-03	1.29E-03	8.05E-03	1.05E-03	1.46E-03	1.31E-03	7.01E-03	8.09E-03	4.94E-03	7.86E-03
1:Del:T:5	6.81E-09	3.35E-03	4.36E-03	1.30E-07	1.84E-06	2.19E-03	1.49E-07	2.74E-06	1.55E-02	1.81E-02	2.46E-03
1:Ins:C:0	3.80E-05	6.47E-04	1.80E-08	4.98E-08	3.52E-04	1.25E-03	1.79E-07	1.62E-06	2.48E-04	2.24E-03	1.76E-03
1:Ins:C:1	7.75E-05	4.39E-08	2.65E-08	1.43E-07	3.11E-04	3.30E-04	1.43E-04	4.48E-06	4.87E-04	1.49E-04	1.19E-03
1:Ins:C:2	1.39E-04	6.33E-04	7.77E-05	2.14E-08	6.92E-04	7.66E-04	1.27E-04	4.04E-04	1.88E-04	1.32E-06	1.86E-03
1:Ins:C:3	1.03E-03	2.51E-05	8.29E-05	2.05E-04	4.82E-04	8.58E-04	3.74E-07	4.67E-04	8.29E-04	4.17E-04	4.88E-04
1:Ins:C:4	4.28E-03	2.75E-02	4.44E-04	7.92E-08	3.98E-03	1.15E-03	9.16E-04	7.62E-02	1.12E-02	1.79E-02	4.64E-03
1:Ins:C:5	2.65E-03	6.85E-05	1.80E-03	6.26E-05	3.27E-05	1.08E-03	1.68E-03	1.84E-03	1.08E-02	6.15E-03	1.40E-02
1:Ins:T:0	3.41E-04	4.91E-05	2.69E-04	1.60E-03	1.49E-03	1.74E-03	9.06E-04	2.14E-04	6.41E-03	6.91E-03	1.71E-02
1:Ins:T:1	3.98E-08	8.71E-04	4.09E-08	1.99E-03	3.60E-04	1.90E-03	0.00E+00	2.48E-03	4.37E-03	9.55E-03	3.73E-03
1:Ins:T:2	4.96E-08	3.86E-09	1.98E-04	6.19E-04	5.39E-04	1.10E-03	3.83E-04	2.04E-03	3.34E-03	4.52E-03	2.03E-03
1:Ins:T:3	1.74E-03	1.11E-04	2.53E-04	5.20E-04	7.08E-04	3.95E-04	2.56E-04	4.33E-04	2.08E-03	1.54E-03	3.29E-03
1:Ins:T:4	3.98E-03	4.78E-03	1.30E-05	3.16E-04	7.87E-04	6.50E-04	9.65E-05	4.90E-02	3.04E-03	2.28E-03	5.95E-03
1:Ins:T:5	3.01E-02	1.90E-02	9.72E-30	6.77E-07	7.78E-04	1.18E-02	1.58E-07	1.11E-06	8.26E-02	9.71E-02	6.23E-03
2:Del:R:0	2.64E-07	1.38E-07	0.00E+00	2.96E-03	2.92E-03	1.82E-03	2.11E-05	1.92E-03	2.46E-04	4.70E-04	8.64E-03
2:Del:R:1	1.13E-03	1.50E-05	5.33E-04	8.33E-04	2.10E-03	2.02E-03	0.00E+00	2.52E-03	2.91E-03	4.26E-03	1.07E-02
2:Del:R:2	3.76E-04	6.00E-09	1.66E-04	7.03E-05	6.92E-05	0.00E+00	0.00E+00	1.09E-07	8.56E-04	1.25E-03	1.44E-07
2:Del:R:3	4.76E-07	2.66E-04	1.94E-04	9.32E-05	2.15E-04	4.53E-04	6.71E-08	1.27E-07	3.33E-04	4.17E-04	1.45E-03
2:Del:R:4	0.00E+00	1.98E-04	2.21E-04	6.10E-09	1.49E-04	2.07E-04	7.17E-04	1.63E-08	1.18E-03	2.44E-04	1.59E-03
2:Del:R:5	8.05E-05	4.89E-08	2.61E-08	2.30E-05	3.95E-08	2.11E-05	2.01E-04	4.45E-04	2.73E-04	7.29E-04	1.08E-04
3:Del:R:0	4.09E-04	2.80E-46	9.66E-05	5.03E-04	3.03E-03	3.56E-03	1.63E-07	1.79E-03	1.53E-03	8.88E-04	4.32E-03
3:Del:R:1	1.49E-03	6.70E-04	5.34E-04	7.68E-04	9.07E-04	1.13E-03	0.00E+00	6.62E-08	9.81E-03	3.82E-03	2.91E-04
3:Del:R:2	7.05E-04	5.61E-04	3.99E-04	4.62E-04	4.56E-04	3.68E-04	4.86E-04	2.69E-04	8.79E-04	2.29E-04	2.55E-03
3:Del:R:3	4.42E-07	6.09E-08	1.34E-04	5.19E-05	3.67E-04	5.86E-04	2.34E-08	2.43E-07	1.96E-03	8.75E-05	1.01E-03
3:Del:R:4	4.06E-08	2.52E-07	5.32E-08	4.94E-05	1.21E-07	9.26E-05	1.50E-07	2.09E-07	4.08E-07	4.93E-04	2.95E-04
3:Del:R:5	1.94E-08	8.05E-08	9.44E-09	3.55E-08	3.25E-08	5.69E-08	3.25E-08	3.11E-07	9.31E-08	1.35E-07	1.35E-07
4:Del:R:0	3.91E-08	1.76E-04	0.00E+00	3.94E-04	1.90E-03	1.80E-03	0.00E+00	5.15E-04	2.73E-03	5.86E-04	2.29E-03
4:Del:R:1	5.04E-04	1.83E-04	2.20E-04	7.32E-04	0.00E+00	1.50E-04	1.44E-03	5.05E-04	1.37E-03	5.58E-03	1.09E-03
4:Del:R:2	1.14E-04	1.61E-04	1.15E-08	2.48E-04	1.96E-08	1.53E-08	1.90E-04	1.49E-04	9.30E-05	2.37E-07	9.36E-05
4:Del:R:3	2.35E-07	4.90E-08	4.57E-08	7.86E-08	3.20E-05	1.47E-04	6.03E-08	1.60E-07	4.15E-07	1.88E-07	1.35E-04
4:Del:R:4	5.95E-05	4.43E-04	4.19E-08	5.63E-05	6.05E-05	1.09E-04	7.34E-08	5.35E-05	2.74E-04	9.52E-08	8.70E-05
4:Del:R:5	1.35E-04	1.69E-08	1.03E-04	1.00E-08	2.01E-08	4.80E-05	4.16E-08	1.89E-07	7.53E-08	4.41E-05	8.24E-08
5:Del:R:0	7.93E-08	1.88E-03	1.50E-07	1.96E-07	1.42E-02	1.54E-02	5.78E-08	6.04E-08	1.47E-06	2.43E-02	1.86E-02
5:Del:R:1	2.81E-04	3.09E-03	4.56E-04	1.45E-04	4.15E-05	3.00E-04	4.65E-09	4.59E-04	2.38E-03	1.25E-04	1.41E-03
5:Del:R:2	7.05E-05	2.77E-08	8.30E-05	1.05E-08	3.23E-04	2.36E-04	5.63E-05	4.48E-08	8.58E-04	1.24E-03	9.36E-08
5:Del:R:3	1.94E-08	8.05E-08	9.44E-09	3.55E-08	3.25E-08	5.69E-08	3.25E-08	3.11E-07	9.31E-08	1.35E-07	1.35E-07
5:Del:R:4	9.61E-04	4.03E-04	1.32E-08	0.00E+00	1.21E-06	1.71E-08	6.78E-04	2.71E-03	3.69E-03	1.37E-04	7.37E-08
5:Del:R:5	1.94E-08	8.05E-08	9.44E-09	3.55E-08	3.25E-08	5.69E-08	3.25E-08	3.11E-07	9.31E-08	1.35E-07	1.35E-07
2:Ins:R:0	2.51E-08	5.65E-05	1.21E-04	3.16E-04	1.21E-03	9.72E-04	5.78E-08	4.12E-04	1.96E-07	1.80E-03	2.41E-03
2:Ins:R:1	3.30E-04	4.49E-05	1.44E-07	6.87E-04	2.61E-04	2.28E-03	8.88E-08	4.48E-04	6.05E-04	2.97E-03	4.30E-03
2:Ins:R:2	4.53E-04	1.29E-04	1.65E-04	1.70E-04	5.98E-09	2.06E-08	4.22E-08	1.08E-06	5.48E-04	1.01E-04	4.19E-03
2:Ins:R:3	1.92E-04	9.00E-05	4.64E-08	1.58E-08	1.06E-04	3.46E-04	5.90E-05	7.74E-04	2.34E-03	1.04E-03	3.92E-04
2:Ins:R:4	4.98E-04	0.00E+00	3.21E-04	3.26E-04	1.59E-04	5.11E-05	0.00E+00	3.00E-04	4.12E-03	6.87E-04	1.08E-03
2:Ins:R:5	5.65E-03	7.89E-04	8.85E-04	3.04E-04	3.04E-04	0.00E+00	5.29E-04	1.66E-02	9.15E-03	6.36E-03	3.31E-03
3:Ins:R:0	4.43E-08	7.10E-08	1.41E-04	1.17E-04	2.36E-04	2.49E-04	4.45E-08	2.03E-04	1.44E-03	3.29E-04	6.62E-04
3:Ins:R:1	4.69E-05	1.71E-03	2.36E-04	1.85E-04	9.56E-05	1.99E-04	1.67E-08	4.37E-07	2.70E-03	6.26E-04	2.95E-03
3:Ins:R:2	2.71E-08	9.89E-08	2.38E-05	1.20E-04	2.27E-08	6.30E-07	5.65E-08	4.92E-07	2.00E-07	8.23E-04	2.20E-04
3:Ins:R:3	1.94E-08	8.05E-08	9.44E-09	3.55E-08	3.25E-08	5.69E-08	3.25E-08	3.11E-07	9.31E-08	1.35E-07	1.35E-07
3:Ins:R:4	2.28E-08	5.67E-08	7.90E-05	5.84E-08	1.77E-04	3.33E-04	9.95E-08	5.24E-08	1.70E-04	5.77E-07	4.96E-04
3:Ins:R:5	2.70E-04	2.90E-08	3.27E-04	4.66E-05	0.00E+00	1.56E-05	6.06E-05	5.60E-07	2.66E-03	6.56E-08	2.88E-04
4:Ins:R:0	1.55E-04	2.73E-04	3.27E-08	3.16E-08	3.99E-04	3.40E-04	9.29E-08	3.10E-04	3.35E-04	2.39E-04	9.28E-04
4:Ins:R:1	2.31E-03	1.01E-03	1.53E-04	7.76E-05	5.79E-04	5.58E-04	4.37E-03	2.01E-02	2.99E-03	6.50E-03	2.89E-03
4:Ins:R:2	6.27E-08	4.68E-08	5.83E-05	2.82E-08	5.45E-08	6.40E-05	9.48E-08	8.27E-08	1.04E-07	1.35E-07	1.09E-07
4:Ins:R:3	2.70E-08	4.26E-04	8.18E-08	2.89E-08	7.16E-05	1.74E-04	9.36E-08	2.09E-05	3.28E-04	4.45E-04	7.35E-08
4:Ins:R:4	2.60E-04	3.90E-04	2.10E-08	9.38E-04	6.20E-31	0.00E+00	3.19E-02	1.84E-07	6.06E-08	7.25E-02	5.54E-04
4:Ins:R:5	3.05E-04	1.70E-03	4.60E-05	2.37E-05	3.81E-04	1.36E-03	2.68E-08	1.85E-04	1.61E-04	4.98E-04	4.27E-03
5:Ins:R:0	2.60E-07	3.73E-08	4.49E-08	2.74E-07	9.90E-05	3.44E-04	8.63E-08	3.37E-07	5.37E-07	1.10E-03	7.86E-04
5:Ins:R:1	6.36E-04	9.44E-05	2.23E-07	7.88E-05	2.44E-03	2.66E-03	1.59E-05	4.79E-08	6.62E-04	2.28E-03	3.84E-03
5:Ins:R:2	1.94E-08	8.05E-08	9.44E-09	3.55E-08	3.25E-08	5.69E-08	3.25E-08	3.11E-07	9.31E-08	1.35E-07	1.35E-07
5:Ins:R:3	2.11E-05	2.84E-04	3.98E-08	1.19E-07	5.61E-08	1.95E-08	6.50E-08	1.34E-04	1.09E-04	7.92E-05	1.34E-07
5:Ins:R:4	0.00E+00	4.21E-04	1.20E-07	3.06E-04	1.74E-07	7.61E-04	6.38E-03	4.63E-04	0.00E+00	1.64E-02	8.40E-08
5:Ins:R:5	2.21E-08	5.18E-07	2.41E-08	2.15E-08	1.38E-04	1.72E-04	7.02E-08	1.70E-05	1.09E-04	5.69E-04	1.01E-04
2:Del:M:1	1.58E-02	1.37E-03	6.82E-05	1.40E-46	6.37E-04	6.76E-03	2.01E-02	3.91E-02	2.91E-03	6.84E-02	5.96E-03
3:Del:M:1	0.00E+00	1.56E-08	2.17E-08	1.49E-04	2.76E-03	1.76E-03	8.55E-04	5.35E-04	4.46E-04	4.70E-03	7.84E-03
3:Del:M:2	5.66E-05	1.42E-07	5.97E-04	1.11E-04	1.65E-03	1.52E-03	1.07E-07	0.00E+00	6.54E-04	3.58E-04	3.66E-03
4:Del:M:1	2.68E-04	2.59E-03	1.03E-07	2.89E-04	1.16E-03	2.30E-03	4.86E-04	2.09E-02	6.23E-03	4.40E-03	8.20E-04
4:Del:M:2	4.15E-05	1.37E-03	2.51E-05	4.60E-04	6.53E-04	1.30E-03	1.26E-04	1.12E-03	1.08E-03	5.67E-04	4.54E-03
4:Del:M:3	1.09E-04	0.00E+00	1.08E-04	1.28E-04	6.74E-04	7.14E-04	4.12E-04	1.52E-03	1.17E-03	2.00E-03	2.23E-03
5:Del:M:1	1.73E-07	3.12E-03	1.40E-46	5.78E-08	1.49E-02	1.34E-02	4.56E-08	1.93E-06	4.79E-08	1.40E-02	3.37E-02
