Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	18	233	77	4	127	10	31
V2	18	19	7	117	17	1	69
V3	27	193	10	9	45	17	52
V4	10	435	29	0	128	28	132
V5	36	3	40	178	52	162	0
V6	47	0	2	70	46	9	2
V7	199	128	39	12	25	88	106
V8	148	0	248	29	97	34	78
V9	36	0	120	58	28	119	16
V10	1	2	2	12	0	0	0
V11	18	159	0	86	11	49	148
V12	72	32	20	0	4	164	12
V13	78	94	107	31	23	81	0
V14	18	69	13	0	0	2	78
V15	29	55	5	15	57	30	0
V16	29	25	62	27	5	8	58
V17	7	178	49	20	63	280	0
V18	1	16	56	111	17	5	0
V19	98	96	72	11	27	12	32
V20	166	12	86	146	33	5	0
V21	11	0	22	41	4	76	1
V22	38	4	29	7	88	65	64
V23	27	25	1	65	0	23	4
V24	12	138	0	66	1	11	88
V25	189	11	39	12	2	34	82
V26	2	60	41	67	92	3	42
V27	117	7	205	29	0	105	3
V28	9	21	47	101	18	8	90
V29	4	26	71	16	121	28	165
V30	72	337	0	14	5	1	284
V31	120	262	25	37	1	10	148
V32	13	2	76	50	0	16	13
V33	0	9	64	86	95	6	34
V34	48	144	39	112	48	135	0
V35	50	1	126	161	131	6	12
V36	9	3	20	5	11	6	0
V37	81	38	0	87	1	10	31
V38	13	4	17	74	216	29	14
V39	35	3	12	0	0	4	10
V40	9	99	149	15	0	28	0
V41	10	52	176	23	19	33	67
V42	94	21	396	48	107	155	37
V43	2	125	78	216	10	14	34
V44	0	9	58	27	114	61	32
V45	67	0	8	10	30	27	6
V46	1	17	0	35	7	461	0
V47	47	16	433	30	35	2	26
V48	183	45	167	46	1	40	12
V49	62	193	11	4	0	13	0
V50	51	0	6	11	37	2	3
V51	91	90	0	13	51	28	118
V52	100	182	0	32	55	40	120
V53	5	95	0	28	51	0	42
V54	1	0	29	68	0	8	13
V55	40	29	24	107	11	21	11
V56	6	1	4	12	0	39	1
V57	87	172	0	0	9	0	413
V58	125	67	9	5	96	25	0
V59	44	18	8	30	43	4	0
V60	5	99	101	0	43	47	40
V61	3	15	124	11	86	15	0
V62	17	42	31	8	373	139	26
V63	224	193	551	48	1	3	0
V64	16	21	30	103	0	3	0
V65	56	1	16	252	49	2	6
V66	60	0	64	24	12	60	20
V67	40	7	0	85	53	2	97
V68	128	156	14	43	8	114	56
V69	34	22	0	0	0	2	63
V70	12	0	12	36	92	0	7
V71	9	55	0	57	2	103	20
V72	0	266	0	0	158	0	204
V73	0	34	54	22	109	5	73
V74	84	55	8	16	9	149	0
V75	386	28	84	27	10	65	0
V76	77	9	35	11	0	15	0
V77	3	4	1	0	29	8	0
V78	181	5	0	2	12	22	20
V79	169	47	2	0	68	1	28
V80	910	60	34	21	15	8	22
V81	7	135	12	10	32	0	0
V82	2	41	27	56	2	2	0
V83	14	1	25	0	3	0	52
V84	0	3	0	111	0	28	4
V85	1	0	1	25	0	40	7
V86	76	10	20	2	5	2	0
V87	19	14	24	0	12	0	22
V88	20	81	13	14	1	192	24
V89	64	1	44	2	18	2	7
V90	38	19	27	531	6	22	0
V91	0	9	28	66	75	0	16
V92	7	0	0	249	8	63	5
V93	47	0	47	174	32	76	16
V94	43	0	61	7	18	22	118
V95	3	8	87	16	348	0	3
V96	3	25	20	11	29	6	0
V97	2	2	13	15	345	15	0
V98	46	6	0	45	65	59	0
V99	33	60	39	86	4	18	25
V100	66	0	0	23	4	40	7
