NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.029	17.067	9.599	10.659	0.102	0.991	50000.0
2	40.799	17.439	9.748	10.584	0.106	0.992	70000.0
3	38.554	16.257	9.531	9.923	0.098	0.993	70000.0
4	43.35	18.673	10.818	11.814	0.1	0.99	50000.0
5	39.916	17.243	9.833	10.749	0.1	0.991	50000.0
6	37.595	15.89	8.785	9.689	0.098	0.993	30000.0
7	40.538	17.508	9.968	10.957	0.102	0.991	30000.0
8	40.047	17.485	9.949	11.048	0.106	0.991	40000.0
9	39.696	17.266	10.023	11.027	0.103	0.991	70000.0
10	39.582	16.484	9.517	10.131	0.097	0.992	40000.0
