Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	4	42	217	112	42	66	110	70	0	0	13	24	6	6	34	0	0	0	0
V2	8	24	2	0	5	1	3	0	18	0	0	0	1	1	0	0	4	12	0
V3	305	70	15	2	0	1	0	0	4	18	0	0	6	13	3	0	1	0	6
V4	1	24	0	0	11	54	83	115	73	0	0	8	0	46	4	0	0	0	0
V5	2	57	1	0	0	18	24	7	29	21	25	5	1	15	7	0	24	0	4
V6	14	20	153	49	21	0	0	1	28	0	47	0	10	31	20	12	4	0	0
V7	36	13	53	11	0	1	0	0	31	9	12	0	5	7	0	5	2	0	6
V8	21	9	89	159	62	4	11	5	0	0	2	26	53	1	19	11	0	9	0
V9	225	96	164	131	71	1	0	1	2	6	0	9	0	5	4	1	12	0	2
V10	275	11	44	28	7	1	1	0	1	0	0	0	2	0	5	4	18	0	4
V11	37	2	4	5	3	13	61	21	10	2	1	1	0	1	5	0	0	0	8
V12	1	35	0	1	6	9	36	20	0	0	0	6	0	0	1	5	0	0	0
V13	5	25	4	1	3	15	13	1	20	0	38	3	1	3	2	1	0	0	3
V14	5	25	0	0	0	12	7	24	0	0	0	1	7	0	0	0	0	0	0
V15	3	87	81	41	4	0	0	1	38	7	12	3	0	11	3	0	0	0	0
V16	41	0	0	1	0	5	16	16	0	2	0	0	0	0	1	0	0	0	4
V17	40	53	33	17	2	4	0	0	0	0	2	8	7	0	0	10	0	13	8
V18	43	1	1	0	10	1	1	0	9	28	0	8	2	24	2	2	0	0	1
V19	69	31	72	62	16	4	4	0	6	12	1	5	12	0	6	0	1	0	1
V20	1	24	21	0	22	30	17	17	69	124	51	9	0	64	16	0	0	0	0
V21	24	135	0	0	8	186	112	35	0	23	1	1	11	0	1	7	0	0	1
V22	3	3	2	10	0	82	41	39	0	0	0	2	5	4	0	3	0	0	0
V23	0	11	1	1	65	8	3	6	14	70	0	35	24	7	11	27	0	19	0
V24	0	8	49	15	2	6	12	0	49	7	9	1	1	0	10	5	3	34	0
V25	0	0	17	10	0	25	21	9	2	0	2	0	0	1	1	0	0	0	1
V26	71	12	26	6	0	29	30	17	0	12	1	3	11	0	0	3	10	0	4
V27	3	0	0	0	2	40	61	77	0	0	0	0	0	0	1	0	0	0	0
V28	0	9	27	27	23	6	3	10	3	0	0	17	0	0	0	0	0	0	0
V29	0	21	0	0	7	160	73	51	0	0	0	1	1	0	3	7	0	0	0
V30	18	82	0	0	65	40	45	34	0	0	4	39	22	6	6	20	0	1	4
V31	40	6	12	18	21	4	2	3	0	1	0	19	3	0	14	0	24	0	21
V32	3	1	8	9	76	5	10	15	0	0	0	17	17	0	8	28	0	0	0
V33	0	10	253	193	0	41	47	41	15	0	43	2	6	16	8	2	0	14	0
V34	6	14	0	87	6	58	6	50	0	0	3	2	0	6	4	3	0	0	0
V35	12	10	4	1	23	22	29	43	3	10	0	0	2	1	5	7	0	0	0
V36	1	3	6	16	4	90	100	8	0	0	0	8	0	0	6	6	0	0	1
V37	77	0	33	18	10	7	18	9	38	17	13	9	0	0	2	3	0	0	9
V38	108	10	12	15	85	2	0	0	0	25	10	27	6	10	0	31	0	0	0
V39	5	56	18	16	4	4	2	3	0	0	0	6	6	0	0	11	0	0	0
V40	3	65	8	1	1	24	24	19	7	2	17	5	0	6	0	8	0	0	0
V41	22	8	0	0	17	8	16	19	2	14	18	0	34	0	4	0	0	0	0
V42	107	10	8	0	32	9	15	0	70	0	34	0	2	24	11	6	6	12	0
V43	61	68	95	38	23	6	7	5	3	13	42	71	6	30	16	22	0	0	7
V44	36	46	16	1	30	22	35	6	50	1	39	1	41	0	17	5	0	39	3
V45	11	11	3	7	0	8	14	8	3	0	0	0	1	7	0	2	7	0	3
V46	0	35	29	47	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0
V47	82	29	29	22	22	14	20	0	47	0	21	0	22	21	11	8	33	0	15
V48	0	0	4	0	72	14	10	0	8	5	5	11	18	1	12	31	0	2	0
V49	520	32	17	24	0	12	1	6	8	10	50	0	12	33	4	0	8	0	0
V50	69	0	0	1	0	0	0	0	3	0	2	0	1	1	0	0	1	0	6
V51	24	69	49	17	0	2	0	0	2	10	0	1	6	3	1	0	0	0	7
V52	8	5	20	12	16	32	16	21	25	0	67	0	0	24	3	0	0	0	0
V53	140	0	0	4	0	19	11	28	6	0	2	0	1	3	3	0	11	0	15
V54	12	135	0	0	0	63	38	124	0	0	1	9	0	1	0	0	0	0	0
V55	250	0	2	12	107	5	1	4	0	2	0	3	22	0	18	0	9	0	1
V56	0	194	0	3	2	11	3	22	1	0	0	3	6	1	0	0	19	0	0
V57	34	44	79	26	21	6	0	14	29	0	30	10	16	4	9	7	0	0	0
V58	51	83	0	0	0	25	40	62	0	0	0	14	0	0	0	9	0	0	0
V59	5	1	47	65	4	4	1	37	29	65	0	3	2	2	3	0	0	0	3
V60	61	3	6	9	1	83	46	86	7	0	16	5	0	2	0	0	0	0	0
V61	0	49	20	4	23	2	3	0	38	0	72	20	3	12	13	0	5	4	1
V62	68	44	18	19	1	12	2	4	11	0	13	10	6	2	5	0	41	0	5
V63	45	43	7	22	32	6	3	0	0	15	0	16	0	4	0	13	4	13	0
V64	73	0	85	26	0	1	5	0	1	0	0	0	4	3	0	0	24	0	2
V65	0	365	13	6	6	0	2	1	0	0	0	14	5	1	0	5	5	0	7
V66	0	176	1	2	22	0	0	0	27	10	10	5	22	6	2	20	9	0	1
V67	0	137	0	1	81	0	1	0	10	6	5	17	10	0	0	15	2	8	1
V68	38	1	1	6	4	4	32	77	0	0	0	0	0	0	1	3	0	0	0
V69	66	47	39	34	67	0	0	1	0	9	0	53	35	0	24	0	0	14	5
V70	55	126	2	2	0	0	0	0	0	0	0	33	2	0	0	0	7	6	10
V71	4	0	29	40	57	4	0	3	43	75	0	45	8	29	33	7	0	20	0
V72	139	1	0	0	0	7	6	23	5	15	0	1	0	0	1	0	0	0	15
V73	21	82	14	11	7	29	23	46	0	0	0	5	0	0	3	0	0	0	0
V74	37	7	5	17	48	4	3	1	0	11	0	32	11	0	26	23	2	0	1
V75	78	61	11	2	0	1	0	0	13	11	23	2	0	9	0	1	25	0	8
V76	46	6	69	67	1	1	0	0	0	0	0	2	0	0	3	7	1	1	0
V77	62	0	2	4	24	4	7	4	9	20	2	21	2	0	6	0	5	0	3
V78	10	21	11	12	3	0	0	0	0	0	0	0	0	0	3	4	5	0	0
V79	42	44	59	93	46	1	0	0	3	9	0	1	0	0	57	21	2	3	2
V80	2	24	1	5	30	4	2	8	2	0	0	6	7	0	4	3	0	0	0
V81	92	3	4	4	0	13	5	29	63	0	49	0	0	7	0	0	2	0	4
V82	6	4	16	12	6	3	0	0	1	18	0	1	1	0	1	0	1	0	0
V83	41	4	0	4	0	23	23	19	3	0	11	1	0	0	4	0	0	0	1
V84	52	3	70	12	0	10	42	19	20	0	31	0	13	17	0	0	21	0	4
V85	265	26	28	12	0	8	7	0	0	15	0	2	7	0	0	12	24	18	10
V86	62	191	4	8	63	20	20	12	12	116	0	14	23	8	10	5	0	0	9
V87	82	146	73	40	1	0	2	6	0	0	0	6	1	0	0	1	33	46	1
V88	4	29	18	42	21	63	38	78	30	10	0	5	3	0	2	2	0	0	0
V89	25	0	0	0	23	17	14	1	1	7	0	3	9	6	11	31	0	0	0
V90	43	0	132	48	23	2	8	0	18	21	0	17	3	7	8	0	1	9	0
V91	20	7	36	37	0	0	0	0	6	11	0	0	0	0	4	3	0	0	2
V92	132	0	40	22	21	9	5	4	3	12	2	0	5	18	7	0	41	0	0
