Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	94	28	48	18	15	0	4	0	45	3	0	0
V2	14	0	42	0	44	9	14	0	6	0	26	0
V3	16	24	55	0	36	23	26	2	0	0	10	10
V4	0	0	1	10	0	10	24	0	0	3	0	0
V5	131	0	24	0	15	57	0	40	0	51	6	0
V6	17	39	103	0	113	5	0	2	56	0	36	5
V7	115	0	29	5	81	0	2	0	0	0	0	2
V8	21	8	3	31	4	0	0	46	0	0	9	0
V9	1	13	44	0	7	0	18	0	0	11	0	0
V10	28	109	44	0	0	0	0	0	12	3	0	0
V11	41	20	13	0	0	64	53	1	27	0	10	0
V12	0	22	42	34	0	0	0	0	9	4	0	6
V13	1	8	8	103	0	0	2	0	0	0	15	2
V14	125	4	3	46	0	10	1	46	0	0	0	0
V15	52	21	8	0	28	0	0	29	0	0	0	5
V16	73	4	13	42	0	36	6	0	0	23	2	0
V17	27	25	6	0	0	9	5	0	11	2	0	0
V18	5	1	37	33	0	18	4	0	12	0	0	5
V19	131	0	52	85	0	0	0	16	0	0	0	0
V20	26	0	113	34	13	1	0	18	0	8	0	8
V21	21	1	25	0	0	0	58	0	0	16	22	0
V22	27	83	15	0	0	72	34	0	0	0	0	25
V23	9	145	56	24	80	49	36	161	23	0	7	0
V24	20	2	1	83	3	5	0	51	9	0	1	5
V25	18	22	16	30	18	24	42	28	0	0	27	0
V26	4	2	112	327	0	2	0	112	0	26	0	0
V27	4	0	0	0	1	163	85	16	8	0	28	0
V28	176	109	321	0	26	11	21	0	53	0	10	0
V29	65	0	65	36	5	4	8	0	0	48	0	13
V30	72	5	37	73	0	30	14	10	0	31	0	0
V31	61	20	71	0	93	6	0	0	0	0	0	31
V32	28	0	4	0	38	3	8	9	8	0	18	2
V33	82	19	10	81	0	0	3	0	0	25	0	0
V34	2	0	5	23	43	68	86	1	3	0	9	1
V35	0	0	1	0	106	8	0	7	41	0	0	0
V36	102	0	20	326	13	0	8	0	0	35	0	2
V37	88	146	0	145	0	5	0	16	0	36	0	0
V38	53	7	26	0	0	0	0	0	11	0	0	11
V39	25	0	0	0	132	13	20	24	13	0	26	0
V40	53	38	1	70	4	7	63	209	0	3	0	4
V41	7	73	1	0	0	28	0	0	2	4	13	0
V42	0	41	100	12	43	0	0	0	10	0	0	20
V43	0	106	57	153	0	0	0	0	2	37	0	0
V44	131	6	0	0	18	7	22	1	3	0	0	6
V45	0	265	0	0	119	3	0	1	12	3	2	6
V46	3	65	29	40	0	7	0	0	26	0	2	0
V47	141	24	6	1	4	1	0	0	14	0	0	0
V48	38	36	2	0	0	85	23	58	4	0	0	0
V49	73	17	2	15	0	1	7	0	8	17	0	0
V50	4	28	37	0	0	31	10	0	0	3	0	7
V51	80	0	7	17	3	12	3	24	2	0	7	6
V52	6	62	0	1	99	0	1	0	6	4	0	8
V53	204	2	1	12	183	56	3	0	41	0	15	0
V54	25	5	3	6	33	16	1	5	31	0	2	0
V55	0	0	59	0	162	76	67	1	23	0	1	6
V56	89	0	47	81	69	14	76	118	16	0	21	0
V57	19	37	25	16	0	0	17	0	4	39	0	0
V58	43	108	93	57	0	0	2	59	0	3	2	29
V59	15	5	1	14	22	85	63	0	0	0	23	0
V60	124	1	5	0	5	12	0	21	15	4	22	0
V61	23	11	22	0	29	45	40	2	0	0	1	7
V62	300	24	0	0	67	11	6	0	0	12	6	2
V63	201	2	3	81	4	12	0	79	0	61	0	2
V64	47	51	108	0	28	2	0	16	39	6	9	4
V65	14	26	11	3	7	9	19	0	0	0	1	7
V66	33	9	2	8	0	1	13	0	1	8	0	0
V67	268	6	19	0	0	60	34	98	1	0	0	0
V68	6	3	36	0	53	44	46	0	46	0	0	33
V69	7	0	42	0	28	12	49	81	0	15	20	23
V70	259	0	62	0	7	0	0	18	6	0	0	0
V71	0	49	15	25	0	29	13	0	0	0	0	21
V72	42	29	17	37	8	27	0	52	0	0	0	6
V73	51	62	2	75	41	20	14	22	0	4	7	3
V74	0	31	14	3	0	0	14	0	0	9	13	0
V75	64	37	4	28	7	6	0	0	0	0	0	0
V76	40	32	220	0	0	0	0	12	10	0	0	0
V77	36	13	40	30	7	30	27	0	0	0	25	23
V78	11	67	2	3	0	41	34	0	37	0	7	0
V79	1	0	3	69	2	49	22	0	0	0	0	0
V80	3	0	53	12	5	0	0	4	8	0	1	0
V81	1	8	12	0	0	0	0	1	0	0	0	0
V82	0	94	123	38	19	80	90	0	10	15	0	0
V83	5	80	36	1	10	12	13	0	11	9	15	0
V84	132	4	11	20	0	71	48	0	0	22	25	0
V85	24	264	52	63	18	21	11	0	50	16	0	0
V86	22	212	2	7	0	78	60	0	7	0	0	0
V87	169	13	55	3	0	94	65	0	0	0	0	0
V88	2	18	23	149	24	10	16	0	0	0	0	0
V89	1	15	177	0	0	2	7	0	3	0	0	0
V90	136	89	5	0	0	6	11	5	0	0	12	3
V91	60	49	0	62	94	29	42	25	86	0	0	24
V92	11	122	43	35	115	0	19	47	55	13	18	0
V93	8	21	52	7	0	16	0	0	1	0	0	7
V94	1	12	71	0	14	13	12	0	0	0	4	7
V95	54	105	35	50	0	8	0	0	20	0	2	0
V96	52	0	38	138	81	10	0	59	19	0	0	35
V97	33	152	116	0	0	38	51	17	0	0	20	10
V98	0	37	14	21	172	37	34	0	0	12	33	17
V99	19	50	5	15	1	12	16	38	1	0	0	0
V100	7	7	3	29	3	22	0	23	55	6	11	0
