NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.018	22.624	12.854	14.618	0.126	0.984	50000.0
2	51.454	21.433	12.35	14.273	0.122	0.983	30000.0
3	52.921	21.632	12.611	14.417	0.118	0.983	70000.0
4	54.245	21.967	13.052	14.539	0.117	0.985	80000.0
5	52.43	21.615	12.31	13.94	0.114	0.984	30000.0
6	50.111	20.891	11.811	13.371	0.119	0.986	60000.0
7	49.137	20.128	11.399	13.069	0.114	0.986	60000.0
8	50.112	20.157	11.828	13.351	0.111	0.986	30000.0
9	52.604	21.578	12.473	14.218	0.119	0.985	40000.0
10	51.359	21.36	11.798	14.081	0.12	0.984	50000.0
