MutationType	ID83A	ID83B
1:Del:C:0	5.57E-03	6.76E-03
1:Del:C:1	1.64E-03	2.18E-03
1:Del:C:2	2.17E-04	2.35E-04
1:Del:C:3	1.68E-04	1.51E-04
1:Del:C:4	9.66E-05	1.92E-04
1:Del:C:5	1.85E-04	2.01E-04
1:Del:T:0	1.77E-03	2.33E-03
1:Del:T:1	1.12E-03	1.56E-03
1:Del:T:2	1.13E-03	1.18E-03
1:Del:T:3	1.46E-03	1.75E-03
1:Del:T:4	9.85E-04	1.09E-03
1:Del:T:5	1.71E-03	2.71E-04
1:Ins:C:0	1.27E-04	1.59E-04
1:Ins:C:1	3.54E-05	7.42E-05
1:Ins:C:2	6.59E-05	9.35E-05
1:Ins:C:3	4.58E-05	5.30E-05
1:Ins:C:4	8.86E-05	1.19E-04
1:Ins:C:5	9.72E-04	1.33E-03
1:Ins:T:0	2.41E-04	2.29E-04
1:Ins:T:1	3.03E-04	4.37E-04
1:Ins:T:2	7.20E-05	1.07E-04
1:Ins:T:3	1.60E-04	2.18E-04
1:Ins:T:4	7.20E-04	1.06E-03
1:Ins:T:5	3.79E-02	5.42E-02
2:Del:R:0	3.81E-04	4.75E-04
2:Del:R:1	2.54E-04	4.38E-04
2:Del:R:2	8.75E-05	1.27E-04
2:Del:R:3	5.56E-06	3.07E-05
2:Del:R:4	6.83E-05	8.35E-05
2:Del:R:5	6.53E-04	8.75E-04
3:Del:R:0	3.88E-04	6.30E-04
3:Del:R:1	2.00E-04	3.32E-04
3:Del:R:2	9.06E-05	1.31E-04
3:Del:R:3	6.52E-05	9.12E-05
3:Del:R:4	6.02E-09	7.11E-09
3:Del:R:5	6.02E-09	7.11E-09
4:Del:R:0	2.15E-04	3.85E-04
4:Del:R:1	1.03E-04	1.50E-04
4:Del:R:2	7.32E-05	8.36E-05
4:Del:R:3	2.92E-02	4.32E-02
4:Del:R:4	6.02E-09	7.11E-09
4:Del:R:5	2.69E-07	2.69E-05
5:Del:R:0	8.60E-03	1.22E-02
5:Del:R:1	6.83E-05	1.23E-04
5:Del:R:2	2.72E-05	1.93E-05
5:Del:R:3	6.02E-09	7.11E-09
5:Del:R:4	2.24E-05	3.42E-08
5:Del:R:5	6.02E-09	7.11E-09
2:Ins:R:0	1.09E-04	1.72E-04
2:Ins:R:1	1.82E-03	3.07E-03
2:Ins:R:2	1.10E-05	4.46E-05
2:Ins:R:3	3.70E-05	1.56E-05
2:Ins:R:4	2.02E-04	3.09E-04
2:Ins:R:5	7.84E-04	9.38E-04
3:Ins:R:0	3.91E-05	1.88E-05
3:Ins:R:1	4.35E-05	8.65E-05
3:Ins:R:2	3.17E-05	4.62E-05
3:Ins:R:3	6.02E-09	7.11E-09
3:Ins:R:4	2.38E-05	3.17E-05
3:Ins:R:5	1.09E-04	1.25E-04
4:Ins:R:0	1.66E-05	3.59E-05
4:Ins:R:1	9.05E-05	1.45E-04
4:Ins:R:2	2.35E-05	3.86E-05
4:Ins:R:3	4.42E-05	7.44E-05
4:Ins:R:4	5.26E-05	4.34E-05
4:Ins:R:5	7.71E-05	5.80E-05
5:Ins:R:0	1.64E-03	1.28E-03
5:Ins:R:1	2.87E-04	4.25E-04
5:Ins:R:2	1.22E-05	2.12E-05
5:Ins:R:3	1.32E-05	3.85E-08
5:Ins:R:4	2.03E-05	1.14E-05
5:Ins:R:5	2.32E-05	4.79E-05
2:Del:M:1	2.34E-04	2.90E-04
3:Del:M:1	5.57E-04	6.77E-04
3:Del:M:2	1.46E-04	9.10E-05
4:Del:M:1	3.11E-04	4.78E-04
4:Del:M:2	3.28E-03	1.61E-03
4:Del:M:3	2.33E-04	3.31E-04
5:Del:M:1	9.51E-03	1.40E-02
5:Del:M:2	4.34E-03	6.34E-03
5:Del:M:3	1.74E-03	2.84E-03
5:Del:M:4	2.49E-03	3.72E-03
5:Del:M:5	3.80E-04	6.56E-04
