NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.874	16.908	10.079	10.599	0.088	0.992	80000.0
2	42.446	17.078	10.442	10.888	0.08	0.992	60000.0
3	42.016	17.406	10.283	11.285	0.091	0.99	50000.0
4	42.718	17.486	10.487	11.249	0.085	0.991	40000.0
5	42.663	17.738	10.483	11.423	0.085	0.991	30000.0
6	46.356	18.613	11.06	11.409	0.086	0.991	40000.0
7	40.23	16.393	9.939	10.946	0.082	0.991	50000.0
8	43.092	17.624	10.505	11.308	0.088	0.99	40000.0
9	41.296	16.541	9.694	10.182	0.083	0.993	40000.0
10	39.617	15.835	9.358	9.924	0.084	0.993	30000.0
