Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V62	54	0	43	0	0	7	20	7	0	12	0	0	32
V63	208	30	1	42	0	12	0	34	0	5	2	26	10
V64	34	32	86	9	247	1	55	7	48	0	30	0	0
V65	3	0	25	0	13	2	1	6	19	11	0	0	0
V66	1	0	21	0	0	7	5	41	1	92	2	1	0
V67	0	6	1	43	0	34	3	0	0	10	0	13	8
V68	170	165	48	21	3	11	40	12	8	3	41	0	39
V69	12	10	23	14	62	11	35	0	56	0	0	5	0
V70	95	0	0	3	28	0	1	5	0	0	1	2	19
V71	102	11	0	16	0	57	0	12	0	2	0	73	0
V72	16	0	0	29	31	18	2	21	157	25	0	13	0
V73	3	9	0	0	0	14	17	48	11	64	35	0	0
V74	9	48	105	0	1	0	77	69	9	24	0	6	17
V75	0	0	0	0	0	2	0	5	6	27	0	5	15
V76	40	80	8	5	34	7	8	14	0	0	70	4	0
V77	13	92	14	63	0	66	4	38	4	12	12	7	2
V78	6	0	5	11	66	11	2	4	17	0	43	0	0
V79	84	84	0	41	44	24	0	0	0	0	57	0	14
V80	13	0	3	22	0	31	0	12	0	11	0	7	5
V81	1	0	0	1	0	0	3	0	0	2	0	1	0
V82	8	0	5	8	0	11	16	1	0	0	0	0	0
V83	0	3	21	0	8	7	8	49	8	27	0	0	29
V84	82	5	10	13	0	12	1	16	2	13	0	6	0
V85	0	105	1	0	2	1	4	2	7	2	0	0	5
V86	24	0	11	11	39	57	10	27	0	25	5	0	0
V87	420	0	43	1	3	0	16	2	0	0	0	0	27
V88	24	11	20	3	32	35	0	14	29	5	0	25	18
V89	63	7	10	5	66	8	4	7	0	0	40	7	55
V90	124	63	0	1	21	6	0	1	19	0	0	0	47
V91	21	41	0	32	0	65	0	75	13	8	87	0	0
V92	1	0	9	31	25	26	17	24	11	4	0	9	0
V93	0	1	14	9	23	24	8	5	2	23	0	11	0
V94	0	0	1	14	19	10	7	75	0	65	23	0	22
V95	38	45	1	4	10	1	6	0	8	3	33	0	13
V96	0	59	1	174	25	25	0	2	7	0	11	8	2
V97	76	20	7	0	85	6	1	16	40	0	25	5	9
V98	34	6	47	51	4	52	18	6	13	17	0	66	15
V99	17	0	25	25	23	19	20	3	46	0	0	42	0
V100	34	0	23	4	52	1	6	10	22	0	8	0	0
