Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	0	94	5	6	1	6	0	0	0	3	0	7	4	2	0	7	2	0
V2	51	7	39	9	1	2	0	1	0	4	0	11	2	4	0	4	0	11
V3	32	1	0	45	67	56	23	8	1	0	4	0	0	0	0	0	2	1
V4	149	38	81	25	10	5	50	0	25	27	79	6	7	39	10	0	4	0
V5	30	163	57	91	6	2	33	34	74	0	42	18	48	32	23	5	57	0
V6	124	18	1	12	0	4	0	0	4	0	3	8	0	0	2	5	0	0
V7	72	12	2	18	50	33	83	71	9	1	44	15	8	1	6	0	32	0
V8	7	4	3	52	4	1	20	6	46	4	6	30	10	18	0	0	0	0
V9	37	0	173	13	1	0	14	2	39	25	0	24	1	12	0	0	7	0
V10	156	3	10	7	1	10	0	3	0	4	1	0	0	2	23	0	0	0
V11	80	1	22	34	0	0	1	2	37	3	1	0	3	20	4	0	6	0
V12	20	10	93	26	13	2	24	44	0	3	17	7	13	32	0	10	0	5
V13	0	4	47	0	4	1	1	1	0	5	1	3	0	13	0	3	1	0
V14	2	2	25	24	17	18	1	0	2	9	0	5	3	7	0	0	0	2
V15	53	92	30	5	0	4	3	8	5	7	15	13	6	4	6	0	17	0
V16	0	9	8	2	5	2	3	2	20	0	0	3	22	2	0	5	0	5
V17	1	222	65	23	0	1	0	0	54	65	0	28	9	0	0	0	0	0
V18	8	6	8	21	14	26	2	0	0	2	5	1	1	1	1	1	11	3
V19	12	8	0	18	4	1	21	21	0	43	19	14	51	26	54	0	0	3
V20	54	11	4	20	22	18	17	10	3	15	0	9	8	2	0	19	6	0
V21	2	1	6	8	0	0	0	0	0	18	0	12	7	5	0	0	0	0
V22	122	108	28	3	1	1	0	0	46	25	0	1	27	6	0	0	0	40
V23	48	33	207	29	15	19	24	12	0	30	49	0	2	11	40	9	25	0
V24	190	158	81	15	46	58	48	36	0	0	17	0	11	3	18	26	15	1
V25	6	9	0	20	3	9	1	0	0	21	0	5	7	0	0	8	3	12
V26	3	25	27	36	7	3	12	16	43	20	14	62	46	32	0	0	0	0
