Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	11	14	111	6	18	41	26	15	23	24
V2	100	3	48	17	18	0	0	0	1	0
V3	0	163	44	38	29	0	1	0	7	0
V4	0	4	24	134	0	0	1	0	73	0
V5	100	37	104	69	0	6	1	0	12	3
V6	7	7	90	49	0	11	65	113	21	4
V7	0	71	0	42	0	6	3	9	65	0
V8	193	9	6	26	3	44	30	0	7	0
V9	50	11	0	26	162	27	0	0	38	9
V10	4	63	59	266	60	4	0	1	151	8
V11	0	5	0	7	0	13	9	34	2	0
V12	0	26	27	5	28	9	3	0	9	42
V13	0	33	119	56	48	21	0	0	39	2
V14	65	2	12	5	0	6	1	4	3	0
V15	26	15	0	1	0	138	15	90	0	16
V16	38	76	0	264	0	0	96	79	74	0
V17	5	0	11	0	18	48	91	106	0	0
V18	47	11	98	0	103	0	206	117	0	27
V19	96	57	0	0	36	4	85	40	0	18
V20	6	176	62	0	75	40	6	46	0	37
V21	190	36	0	71	0	5	5	19	0	21
V22	34	1	2	5	36	87	10	7	1	71
V23	0	67	0	30	0	29	2	1	41	43
V24	0	45	10	113	0	0	24	20	10	12
V25	0	62	14	3	17	25	135	67	1	27
V26	3	127	0	3	42	0	0	13	15	0
V27	16	61	94	2	70	22	74	0	4	21
V28	0	0	9	16	0	1	24	16	47	2
V29	3	16	37	4	8	0	0	12	8	0
V30	41	0	121	41	91	0	3	0	24	0
V31	33	9	1	158	0	0	48	52	42	1
V32	1	4	19	0	0	12	22	14	0	0
V33	51	180	22	6	12	53	0	22	3	55
V34	66	460	7	8	0	213	0	1	21	5
V35	51	4	3	11	0	18	92	14	5	9
V36	81	7	5	3	1	45	0	0	2	33
V37	204	9	163	11	42	14	29	77	1	13
V38	0	0	11	16	0	15	5	2	12	35
V39	26	11	18	0	72	0	14	24	0	0
V40	22	47	0	61	0	0	3	0	26	19
V41	0	52	24	300	0	16	5	68	96	42
V42	3	13	210	37	9	0	18	0	3	0
V43	15	1	0	28	0	1	0	0	48	3
V44	4	24	45	6	4	0	89	44	5	0
V45	1	0	0	3	0	20	8	11	0	9
V46	2	5	0	23	0	27	5	7	5	50
V47	0	25	26	5	27	17	0	0	0	5
V48	49	32	271	75	101	0	29	9	150	0
V49	359	29	9	23	0	24	5	4	30	21
V50	52	71	66	16	2	7	9	30	44	0
V51	0	0	91	37	53	20	13	97	14	0
V52	26	9	42	0	0	6	0	0	0	11
V53	0	165	0	22	0	11	26	58	72	0
V54	26	34	5	50	0	43	73	187	104	0
V55	4	18	184	1	185	35	63	8	1	0
V56	95	180	0	0	5	0	17	25	0	10
V57	1	76	0	9	0	17	5	8	0	19
V58	296	1	17	6	10	3	0	0	0	0
V59	7	0	1	2	24	0	1	4	1	1
V60	9	1	12	0	20	1	0	0	1	0
V61	20	0	234	0	25	0	13	18	0	0
V62	13	51	11	0	9	25	19	3	0	17
V63	37	66	71	8	56	0	0	11	13	0
V64	10	5	106	1	162	0	6	0	0	0
V65	6	0	37	0	50	124	0	4	0	74
V66	44	14	6	0	0	9	68	0	3	11
V67	37	29	26	3	34	5	21	0	0	91
V68	251	3	0	0	0	0	21	5	0	7
V69	4	7	41	53	32	6	1	0	9	0
V70	37	41	24	20	51	0	9	7	0	0
V71	46	0	26	34	0	20	0	4	46	0
V72	32	0	87	0	0	0	4	1	0	0
V73	9	22	0	3	9	90	0	1	0	14
V74	21	55	0	0	59	89	3	16	0	6
V75	236	49	90	48	3	57	0	17	12	21
V76	13	14	0	12	0	0	0	4	12	4
V77	0	15	125	3	71	0	8	0	30	0
V78	7	169	52	23	0	10	12	22	1	15
V79	0	98	5	77	0	0	40	0	119	0
V80	15	124	28	37	0	34	5	17	2	17
V81	13	30	1	0	10	2	4	10	1	12
V82	99	25	0	350	0	0	134	130	119	6
V83	28	17	12	0	0	31	0	0	0	12
V84	34	85	0	0	16	94	0	0	0	0
V85	27	3	0	6	8	12	9	5	6	5
V86	15	7	12	1	5	5	0	1	1	3
V87	64	55	3	20	3	110	37	24	15	47
V88	14	0	0	0	6	77	4	13	0	21
V89	26	1	0	70	0	0	1	0	19	0
V90	12	8	44	60	106	0	49	0	39	0
V91	0	14	0	31	0	14	6	0	45	6
V92	52	121	76	6	46	0	0	5	24	0
V93	16	0	3	30	0	164	0	0	7	82
V94	132	39	206	0	87	0	16	1	0	0
V95	51	13	0	3	2	4	4	0	0	11
V96	96	0	1	7	3	0	0	0	22	1
V97	6	0	0	2	7	53	4	4	3	20
V98	60	15	176	0	225	56	70	48	0	11
V99	180	31	29	17	0	93	16	4	28	12
V100	116	0	2	140	0	0	132	203	47	0
