Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1.27E+00	1.08E+00	9.90E+00	2.24E+00	1.01E+01	8.03E+00	2.37E+00	1.89E+00	1.90E+00	8.02E+00
V2	2.00E+00	6.70E-01	6.99E+00	6.96E-01	6.33E+00	0.00E+00	0.00E+00	4.00E-01	1.02E+00	1.54E+00
V3	0.00E+00	2.83E+00	8.78E+00	3.15E+00	8.61E+00	0.00E+00	5.21E-01	3.00E-01	2.18E+00	5.00E-01
V4	0.00E+00	8.88E-01	3.95E+00	1.09E+01	4.73E+00	3.79E-01	3.79E-01	6.00E-01	1.13E+01	0.00E+00
V5	2.94E+00	1.72E+00	1.22E+01	5.59E+00	1.29E+01	1.13E+00	3.27E-01	2.52E+00	2.67E+00	1.60E+00
V6	8.09E-01	1.26E+00	5.77E+00	4.33E+00	6.50E+00	2.95E+00	1.56E+01	1.51E+01	5.13E+00	2.24E+00
V7	2.00E-01	1.80E+00	0.00E+00	7.77E+00	0.00E+00	1.58E+00	8.54E-01	2.92E+00	9.42E+00	1.00E-01
V8	2.15E+00	1.15E+00	9.07E-01	2.18E+00	1.15E+00	4.72E+00	2.36E+00	5.67E+00	3.25E+00	2.16E+00
V9	2.73E+00	1.13E+00	1.55E+01	4.75E+00	1.53E+01	4.95E+00	0.00E+00	1.71E+00	4.73E+00	7.44E+00
V10	8.79E-01	2.40E+00	1.27E+01	2.02E+01	1.21E+01	3.34E+00	0.00E+00	1.05E+00	2.17E+01	3.53E+00
V11	0.00E+00	7.06E-01	0.00E+00	9.20E-01	2.00E-01	1.69E+00	4.37E+00	4.69E+00	1.22E+00	0.00E+00
V12	0.00E+00	2.74E+00	6.53E+00	1.20E+00	6.64E+00	5.62E+00	3.40E-01	6.00E-01	1.51E+00	4.70E+00
V13	4.00E-01	1.91E+00	1.90E+01	5.52E+00	1.82E+01	3.16E+00	0.00E+00	0.00E+00	4.93E+00	2.10E+00
V14	1.41E+00	3.40E-01	1.51E+00	8.97E-01	0.00E+00	1.29E+00	6.86E-01	8.88E-01	9.31E-01	3.06E-01
V15	8.92E-01	2.30E+00	0.00E+00	4.53E-01	3.60E+00	7.17E+00	9.49E+00	9.69E+00	8.88E-01	5.90E+00
V16	1.93E+00	2.24E+00	0.00E+00	1.43E+01	2.00E-01	1.33E+00	1.54E+01	1.25E+01	1.66E+01	8.84E-01
V17	1.72E+00	1.00E-01	3.58E+00	0.00E+00	2.93E+00	7.16E+00	1.32E+01	1.63E+01	3.00E-01	4.39E+00
V18	1.72E+00	1.94E+00	1.85E+01	6.29E-01	1.54E+01	5.62E+00	1.73E+01	2.06E+01	3.51E+00	3.68E+00
V19	4.35E+00	2.77E+00	3.10E+00	0.00E+00	3.98E+00	3.33E+00	6.16E+00	8.05E+00	4.05E+00	5.28E+00
V20	8.46E-01	3.61E+00	1.12E+01	3.00E-01	1.21E+01	9.37E+00	5.19E+00	5.65E+00	2.21E+00	8.57E+00
V21	7.80E+00	2.49E+00	0.00E+00	3.46E+00	2.28E+00	1.55E+00	1.37E+00	5.44E+00	7.54E+00	4.10E+00
V22	1.29E+00	8.44E-01	3.62E+00	8.67E-01	3.59E+00	1.56E+01	1.36E+00	1.04E+00	8.14E-01	1.65E+01
