NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.829	18.268	12.807	9.661	0.107	0.993	70000.0
2	55.146	17.762	12.358	9.179	0.101	0.994	60000.0
3	55.487	17.93	12.431	9.259	0.104	0.994	40000.0
4	55.573	18.43	12.478	9.614	0.11	0.993	70000.0
5	52.189	17.221	11.274	8.56	0.104	0.995	30000.0
6	54.989	17.601	12.057	8.968	0.103	0.994	30000.0
7	54.917	18.082	12.052	9.231	0.105	0.994	50000.0
8	55.449	17.978	12.494	9.211	0.105	0.994	30000.0
9	54.287	17.735	12.341	9.407	0.104	0.994	40000.0
10	55.041	17.768	12.325	9.191	0.104	0.994	50000.0
