MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.40E-46	5.61E-46	5.86E-08	2.16E-03	2.37E-02	2.68E-07	1.91E-02	1.91E-02	2.43E-02	4.73E-02	7.29E-03
1:Del:C:1	1.00E-04	0.00E+00	1.18E-04	2.60E-04	1.01E-02	2.63E-03	4.98E-03	1.14E-02	4.19E-02	1.04E-02	7.91E-03
1:Del:C:2	0.00E+00	6.44E-05	1.39E-04	1.08E-04	1.88E-04	1.70E-03	1.58E-03	5.69E-04	4.86E-03	2.10E-03	8.04E-04
1:Del:C:3	2.77E-04	5.42E-04	0.00E+00	3.52E-04	1.62E-03	9.83E-04	6.79E-03	4.61E-03	4.34E-03	4.83E-03	3.04E-03
1:Del:C:4	3.19E-04	7.67E-04	1.28E-04	0.00E+00	2.30E-03	4.83E-04	2.31E-03	1.53E-03	2.68E-03	6.26E-04	5.18E-03
1:Del:C:5	3.31E-04	1.32E-03	6.18E-05	0.00E+00	7.28E-04	2.45E-03	4.41E-03	5.57E-04	1.30E-03	9.21E-04	9.60E-03
1:Del:T:0	5.41E-04	1.27E-03	8.23E-04	2.23E-04	5.93E-03	7.45E-03	1.09E-02	1.99E-02	1.70E-02	1.22E-02	2.80E-03
1:Del:T:1	0.00E+00	0.00E+00	7.47E-09	5.15E-04	5.14E-03	2.41E-03	1.73E-03	1.08E-02	2.53E-02	6.00E-03	4.28E-04
1:Del:T:2	0.00E+00	8.76E-04	6.25E-04	7.72E-04	1.17E-02	1.07E-33	9.58E-03	1.48E-02	1.51E-02	1.16E-02	3.46E-03
1:Del:T:3	7.37E-04	1.81E-03	1.09E-03	3.25E-04	7.95E-03	1.71E-03	3.72E-03	2.26E-02	2.53E-02	1.79E-02	1.53E-02
1:Del:T:4	1.51E-03	4.74E-03	6.45E-04	7.31E-04	8.04E-03	1.19E-03	1.79E-02	1.67E-02	3.17E-02	2.69E-02	3.24E-02
1:Del:T:5	3.74E-07	5.08E-03	1.06E-07	2.08E-07	9.33E-08	1.33E-07	8.90E-03	4.04E-03	1.22E-02	2.67E-02	6.25E-02
1:Ins:C:0	3.15E-05	2.17E-09	4.74E-09	9.84E-05	4.29E-08	4.23E-04	1.28E-03	0.00E+00	7.81E-05	1.84E-07	2.80E-05
1:Ins:C:1	2.47E-08	2.45E-08	2.20E-05	1.76E-08	1.94E-08	6.93E-04	7.83E-04	9.52E-05	1.44E-03	2.12E-04	5.24E-04
1:Ins:C:2	2.68E-05	8.67E-09	1.86E-04	4.97E-09	6.25E-09	2.61E-04	9.35E-04	7.05E-09	7.17E-04	0.00E+00	5.19E-08
1:Ins:C:3	2.91E-04	1.75E-05	6.34E-05	8.06E-05	0.00E+00	2.09E-08	3.01E-03	3.72E-05	3.71E-04	3.67E-04	2.38E-03
1:Ins:C:4	2.27E-04	2.07E-04	3.62E-05	1.24E-04	3.40E-04	3.49E-04	2.37E-04	2.96E-04	3.06E-03	2.23E-03	1.71E-03
1:Ins:C:5	1.42E-03	1.27E-03	0.00E+00	9.76E-04	1.62E-04	8.38E-04	1.88E-02	1.19E-03	3.71E-03	2.35E-03	2.05E-02
1:Ins:T:0	2.48E-04	3.23E-04	2.50E-04	1.18E-07	1.81E-03	2.06E-03	1.21E-02	6.48E-03	7.64E-03	9.05E-03	1.22E-03
