Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.37E+00	6.84E-01	0.00E+00	2.33E+00	0.00E+00	2.59E+00
V2	1.86E+00	1.61E+00	0.00E+00	1.84E+00	3.65E-01	2.19E+00
V3	1.61E+00	1.28E+00	8.72E-01	9.89E-01	2.91E-01	1.59E+00
V4	3.58E+00	1.67E+00	3.01E+00	2.28E+00	1.93E+00	1.15E+00
V5	2.49E+00	1.65E+00	3.96E-01	9.17E-01	8.30E-01	1.60E+00
V6	1.35E+00	2.60E-01	1.64E+00	0.00E+00	1.78E+00	1.49E+00
V7	0.00E+00	5.67E-01	2.33E+00	3.00E+00	0.00E+00	3.31E+00
V8	3.14E-01	2.65E+00	1.60E+00	5.17E-01	1.44E+00	8.33E-01
V9	2.36E+00	2.68E+00	6.67E-01	1.88E+00	2.47E+00	8.14E-01
V10	3.20E+00	2.42E+00	8.79E-01	3.76E+00	9.71E-01	1.93E+00
V11	5.39E-01	3.80E+00	3.80E+00	3.57E+00	3.15E+00	8.56E-01
V12	7.52E-01	2.50E+00	0.00E+00	2.06E+00	2.67E-01	1.21E+00
V13	3.06E-01	2.24E+00	1.99E+00	2.51E+00	2.31E+00	2.67E+00
V14	2.19E+00	1.46E+00	1.78E+00	1.55E+00	2.91E-01	9.19E-01
V15	1.73E+00	1.54E+00	3.06E-01	2.81E+00	3.34E+00	1.81E+00
V16	6.50E-01	2.97E+00	2.72E+00	3.09E+00	8.20E-01	2.70E+00
V17	7.81E-01	1.72E+00	3.86E+00	5.54E+00	7.12E-01	2.10E+00
V18	1.75E+00	2.15E+00	2.02E+00	1.67E+00	1.69E+00	1.50E+00
V19	4.71E+00	1.82E+00	3.69E+00	2.62E+00	1.49E+00	2.31E+00
V20	6.33E-01	2.29E+00	4.76E-01	6.71E-01	1.23E+00	1.94E+00
V21	6.02E+00	7.22E-01	5.79E+00	3.27E+00	3.55E+00	1.83E+00
V22	1.70E+00	2.27E+00	4.73E-01	9.17E-01	1.16E+00	1.46E+00
V23	2.00E-01	1.62E+00	3.48E-01	3.59E-01	1.81E+00	1.18E+00
V24	4.20E+00	4.19E+00	3.41E+00	3.30E+00	8.09E-01	2.78E+00
V25	0.00E+00	6.63E-01	2.93E+00	0.00E+00	2.52E+00	1.32E+00
V26	6.57E-01	2.97E+00	3.94E+00	3.49E+00	9.55E-01	1.10E+00
V27	1.14E+00	2.34E+00	2.61E+00	1.95E+00	1.19E+00	9.20E-01
V28	5.39E-01	3.01E+00	1.24E+00	3.93E+00	2.68E+00	4.03E+00
V29	3.00E-01	2.49E-01	8.17E-01	0.00E+00	8.70E-01	2.98E-01
V30	2.26E+00	2.79E+00	2.50E+00	2.90E+00	2.41E+00	1.75E+00
V31	3.20E+00	2.10E+00	1.77E+00	2.78E+00	2.29E+00	4.39E+00
V32	1.32E+00	3.88E+00	4.33E-01	3.16E+00	2.94E+00	3.39E+00
V33	9.57E-01	2.57E+00	2.20E+00	4.73E-01	5.62E-01	3.00E+00
V34	0.00E+00	1.16E+00	1.63E+00	2.13E+00	1.01E+00	1.70E+00
V35	4.14E+00	3.58E+00	7.57E+00	6.27E+00	1.01E+00	4.86E+00
V36	1.09E+00	0.00E+00	0.00E+00	1.45E+00	5.97E-01	5.73E-01
V37	4.71E+00	7.22E-01	2.90E+00	4.35E+00	4.23E-01	7.42E-01
V38	5.18E+00	1.61E+00	1.61E+00	3.69E+00	2.39E+00	1.07E+00
V39	0.00E+00	3.55E+00	4.51E+00	2.27E+00	2.33E+00	1.21E+00
V40	1.45E+00	0.00E+00	2.38E+00	3.44E+00	1.44E+00	1.02E+00
V41	4.01E+00	6.33E+00	0.00E+00	4.55E+00	1.47E+00	1.40E+00
V42	0.00E+00	0.00E+00	1.35E+00	2.47E+00	1.33E+00	3.38E+00
V43	1.03E+00	1.39E+00	0.00E+00	7.46E-01	1.93E+00	8.94E-01
