NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.959	32.149	21.546	19.973	0.212	0.966	20000.0
2	80.546	31.803	21.397	19.761	0.212	0.968	30000.0
3	78.393	31.277	20.857	19.699	0.207	0.969	20000.0
4	81.019	32.176	21.651	20.231	0.213	0.967	20000.0
5	78.675	31.521	20.955	19.672	0.207	0.969	20000.0
6	78.847	31.562	21.114	19.961	0.209	0.967	20000.0
7	79.521	32.24	21.059	20.112	0.213	0.968	30000.0
8	80.278	32.092	21.343	19.974	0.216	0.966	20000.0
9	80.027	32.543	21.853	20.885	0.218	0.965	30000.0
10	81.293	32.615	21.999	20.588	0.213	0.966	40000.0
